ID_arbre,GlobalID,Shape__Are,Shape__Len,GlobalID_2,Shape__A_1,Shape__L_1,OBJECTID_2,GlobalID_1,Shape__A_2,Shape__L_2,GlobalID_3,Shape__A_3,Shape__L_3,Parcelle,Emplacemen,Localisati,Code_espè,Nom_scient,Nom_commun,Nom_comm_1,Genre_1,Famille_1,Indigène_,Old_Classe,Old_Groupe,New_Class_,New_Group_,Privé_ou_,Placette_t,Placette_1,Placette_2,Propriéta,Hauteur_20,Hauteur_21,DHP_2019,DHP_2020,Diamètre_,Hauteur_Co,Ratio_Cour,Volume_Cim,Commentair,Code_posta,Code_pos_1,Code_pos_2,Placette_3,id,Site.Code
G10,{7577e0f9-69bb-43bc-9282-5c85f183b7ed},5.04687500000,9.67153869000,df684716-3274-4d,5.05000000000,9.67000000000,"598",{7577e0f9-69bb-43bc-9282-5c85f183b7ed},5.04687500000,9.67153869000,df684716-3274-4d90-a0ce-dc10d35cb69b,5.04687500000,9.67153869000,G,"2",,ACNE,Acer negundo,Érable à giguère,Manitoba maple,Acer,Sapindaceae,Indigène,"2",2C,"6",6B,Privé,"750",Rue,Rue,Institution,,,"145",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G100,{25948307-ef81-4ab1-b230-1841bbd776ca},1.21484375000,4.32405259000,255e51f5-0824-4b,1.21000000000,4.32000000000,"559",{25948307-ef81-4ab1-b230-1841bbd776ca},1.21484375000,4.32405259000,255e51f5-0824-4bbb-b78e-e99b48020cb9,1.21484375000,4.32405259000,G,"3",,ACPL,Acer platanoides,Érable de Norvège,Norway maple,Acer,Sapindaceae,Exotique,"2",2A,"6",6B,Privé,"750",Rue,Rue,Institution,,,"140",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G101,{13ffbd46-cadb-43f4-b3b8-52062804ca2e},1.11718750000,4.48234136000,ea381bda-bb59-48,1.12000000000,4.48000000000,"554",{13ffbd46-cadb-43f4-b3b8-52062804ca2e},1.11718750000,4.48234136000,ea381bda-bb59-48d3-8df2-d44de8aa3a6a,1.11718750000,4.48234136000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"300",Bureau,Institution,Institution,,,"53",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G102,{7fe6272e-9a27-4364-88b6-b9d178fb6ef4},0.18359375000,1.76801678000,ec8b9bdb-b377-45,0.18000000000,1.77000000000,"563",{7fe6272e-9a27-4364-88b6-b9d178fb6ef4},0.18359375000,1.76801678000,ec8b9bdb-b377-458d-9b40-1859215b86e2,0.18359375000,1.76801678000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"64",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G103,{6145b859-9145-4494-bfb6-a9669b307e0b},0.25390625000,2.03439276000,ddfd26de-2cda-46,0.25000000000,2.03000000000,"564",{6145b859-9145-4494-bfb6-a9669b307e0b},0.25390625000,2.03439276000,ddfd26de-2cda-46eb-9b9d-3bee8c93cb60,0.25390625000,2.03439276000,G,"3",,LOTA,Lonicera tatarica,Chèvrefeuille de tartarie,Tatarian honeysuckle,Lonicera,Caprifoliaceae,Exotique,NA,NA,"3","3",Privé,"750",Rue,Rue,Institution,,,"12",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G104,{bca04164-a1e8-4469-b843-6c7ac45f6dd9},0.17968750000,3.60270215000,2950fb54-1727-46,0.18000000000,3.60000000000,"560",{bca04164-a1e8-4469-b843-6c7ac45f6dd9},0.17968750000,3.60270215000,2950fb54-1727-46f7-8a1c-aff6bc1e91f4,0.17968750000,3.60270215000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"29",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G105,{028b101e-c79c-48fd-a551-933853a45bb2},0.74218750000,3.36612041000,0cd7ffa3-60f1-4f,0.74000000000,3.37000000000,"561",{028b101e-c79c-48fd-a551-933853a45bb2},0.74218750000,3.36612041000,0cd7ffa3-60f1-4f47-859f-453219f59511,0.74218750000,3.36612041000,G,"3",,ULAM,Ulmus americana,Orme d'amérique,White elm,Ulmus,Ulmaceae,Indigène,"2",2C,"2",2A,Privé,"750",Rue,Rue,Institution,,,"175",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G106,{aed483bd-003c-4090-9d1d-2a3d6074eeec},0.33593750000,2.40626695000,b3b94b29-299f-4b,0.34000000000,2.41000000000,"557",{aed483bd-003c-4090-9d1d-2a3d6074eeec},0.33593750000,2.40626695000,b3b94b29-299f-4b4c-b5d2-503fdf314bde,0.33593750000,2.40626695000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"27",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G107,{ea58ace3-55b6-4075-846a-616c9081c74f},0.87500000000,3.75316509000,1a169164-d7de-4f,0.88000000000,3.75000000000,"552",{ea58ace3-55b6-4075-846a-616c9081c74f},0.87500000000,3.75316509000,1a169164-d7de-4fde-a8ee-972b8f293b0b,0.87500000000,3.75316509000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"300",Bureau,Institution,Institution,,,"70",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G108,{4b2f0df6-d177-4e77-8048-be2a1d065f45},0.80078125000,3.66064797000,c695d52d-c908-4d,0.80000000000,3.66000000000,"553",{4b2f0df6-d177-4e77-8048-be2a1d065f45},0.80078125000,3.66064797000,c695d52d-c908-4dd1-8148-dfdbdded102d,0.80078125000,3.66064797000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"300",Bureau,Institution,Institution,,,"30",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G109,{00e1e407-eee7-460b-a565-daad96914a69},0.87890625000,3.63683940000,744b4abd-571a-49,0.88000000000,3.64000000000,"558",{00e1e407-eee7-460b-a565-daad96914a69},0.87890625000,3.63683940000,744b4abd-571a-4920-a5d7-8ba6970e9798,0.87890625000,3.63683940000,G,"3",,LOTA,Lonicera tatarica,Chèvrefeuille de tartarie,Tatarian honeysuckle,Lonicera,Caprifoliaceae,Exotique,NA,NA,"3","3",Privé,"750",Rue,Rue,Institution,,,"58",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G11,{517763b9-fc5d-41d7-b989-f310e2c742b6},10.97265625000,12.96764653000,f7bcd411-b716-4a,10.97000000000,12.97000000000,"497",{517763b9-fc5d-41d7-b989-f310e2c742b6},10.97265625000,12.96764653000,f7bcd411-b716-4a8a-9e62-2799693e42b3,10.97265625000,12.96764653000,G,"3",,LOTA,Lonicera tatarica,Chèvrefeuille de tartarie,Tatarian honeysuckle,Lonicera,Caprifoliaceae,Exotique,NA,NA,"3","3",Privé,"750",Rue,Rue,Institution,,,"21",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G110,{a547b5d1-0928-4692-8eea-1ac49de141b3},1.24609375000,4.33965051000,2713ceee-c71a-4f,1.25000000000,4.34000000000,"551",{a547b5d1-0928-4692-8eea-1ac49de141b3},1.24609375000,4.33965051000,2713ceee-c71a-4ff9-9a34-a4276a26b39a,1.24609375000,4.33965051000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"45",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G111,{1d2a1454-1cf7-455c-9059-072403cb93c9},0.05859375000,0.95541727000,4232acfb-ebe6-4d,0.06000000000,0.96000000000,"562",{1d2a1454-1cf7-455c-9059-072403cb93c9},0.05859375000,0.95541727000,4232acfb-ebe6-4d11-af09-0b8bc843a926,0.05859375000,0.95541727000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"18",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G112,{4f17276f-e0f1-4bc0-bbef-0de06fe28b79},4.16796875000,8.17054181000,6b8881f0-374a-4c,4.17000000000,8.17000000000,"550",{4f17276f-e0f1-4bc0-bbef-0de06fe28b79},4.16796875000,8.17054181000,6b8881f0-374a-4cca-b3a8-83474f79f652,4.16796875000,8.17054181000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"43",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G113,{07a94c08-81b7-4b32-bd09-a1b73f795a39},4.59375000000,8.25031379000,71c13e49-85b9-43,4.59000000000,8.25000000000,"549",{07a94c08-81b7-4b32-bd09-a1b73f795a39},4.59375000000,8.25031379000,71c13e49-85b9-4372-ab2b-055894f0661d,4.59375000000,8.25031379000,G,"3",,AEHI,Aesculus hippocastanum,Marronnier d’Inde,Horse-chestnut,Aesculus,Sapindaceae,Exotique,"2",2B,"4","4",Privé,"750",Rue,Rue,Institution,,,"222",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G114,{5f5b0581-8e79-4826-9b3a-874b9d9a0b5b},4.99609375000,8.80178389000,0a4cdf88-cde3-4d,5.00000000000,8.80000000000,"548",{5f5b0581-8e79-4826-9b3a-874b9d9a0b5b},4.99609375000,8.80178389000,0a4cdf88-cde3-4d0b-bb99-b56225bbb665,4.99609375000,8.80178389000,G,"3",,RHCA,Rhamnus cathartica,Nerprun cathartique,European buckthorn,Rhamnus,Rhamnaceae,Exotique,"3",3A,"6",6B,Privé,"750",Rue,Rue,Institution,,,"128",,,,,,"12",H2X2T9,H2X2T,H2X2,Institution,,I2001
G115,{4f9fc0ab-c536-44dd-8e7f-9497850041dd},2.22265625000,5.74836604000,f4db3968-0213-4f,2.22000000000,5.75000000000,"547",{4f9fc0ab-c536-44dd-8e7f-9497850041dd},2.22265625000,5.74836604000,f4db3968-0213-4fb6-a287-474ec7f9fe7e,2.22265625000,5.74836604000,G,"3",,AEHI,Aesculus hippocastanum,Marronnier d’Inde,Horse-chestnut,Aesculus,Sapindaceae,Exotique,"2",2B,"4","4",Privé,"750",Rue,Rue,Institution,,,"206",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G116,{96526dea-2a2b-4c3a-82d5-43550a3d9128},0.95703125000,3.98942573000,3c27b4c1-47d5-45,0.96000000000,3.99000000000,"546",{96526dea-2a2b-4c3a-82d5-43550a3d9128},0.95703125000,3.98942573000,3c27b4c1-47d5-453b-a159-bb0b8e950d7b,0.95703125000,3.98942573000,G,"3",,PRAV,Prunus avium,Cerisier sauvage,Sweet cherry,Prunus,Rosaceae,Exotique,NA,NA,NA,NA,Privé,"750",Rue,Rue,Institution,,,"25",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G117,{2ca79294-ba67-4180-b305-530101e1f8ea},1.35156250000,4.45550348000,1ebb2256-cc1e-45,1.35000000000,4.46000000000,"545",{2ca79294-ba67-4180-b305-530101e1f8ea},1.35156250000,4.45550348000,1ebb2256-cc1e-45f1-8294-4b45a1fd4493,1.35156250000,4.45550348000,G,"3",,PRAV,Prunus avium,Cerisier sauvage,Sweet cherry,Prunus,Rosaceae,Exotique,NA,NA,NA,NA,Privé,"750",Rue,Rue,Institution,,,"41",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G118,{b3cbf23a-d30c-4f0d-a0ba-48c9bd8249cc},14.25781250000,16.02888016000,538c1c6c-ae0b-45,14.26000000000,16.03000000000,"536",{b3cbf23a-d30c-4f0d-a0ba-48c9bd8249cc},14.25781250000,16.02888016000,538c1c6c-ae0b-4530-908c-529dd0de37b0,14.25781250000,16.02888016000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"64",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G119,{ac7b97ce-2628-44a5-8dc9-a82cdff56775},0.25781250000,1.98619180000,41735734-e5d6-4d,0.26000000000,1.99000000000,"600",{ac7b97ce-2628-44a5-8dc9-a82cdff56775},0.25781250000,1.98619180000,41735734-e5d6-4dcc-b3f6-e5c5229616d4,0.25781250000,1.98619180000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"30",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G120,{9a723420-491d-4fcd-aea3-258ce67fedb5},6.02343750000,9.53082203000,c270e2fc-b3d0-44,6.02000000000,9.53000000000,"535",{9a723420-491d-4fcd-aea3-258ce67fedb5},6.02343750000,9.53082203000,c270e2fc-b3d0-44f2-bb3e-74c61a609675,6.02343750000,9.53082203000,G,"3",,ACNE,Acer negundo,Érable à giguère,Manitoba maple,Acer,Sapindaceae,Indigène,"2",2C,"6",6B,Privé,"750",Rue,Rue,Institution,,,"212",,,,,,"10,9",H2X1V3,H2X1V,H2X1,Institution,,I2001
G121,{9d0aa2b7-13d2-43fa-9101-09fda300b15f},14.85156250000,14.87996349000,0723f293-a7a9-49,14.85000000000,14.88000000000,"537",{9d0aa2b7-13d2-43fa-9101-09fda300b15f},14.85156250000,14.87996349000,0723f293-a7a9-494e-8b99-d8663441f801,14.85156250000,14.87996349000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"693",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G122,{7d75657a-5d22-4a01-92c8-b01f75715083},2.16796875000,5.84311944000,864743f1-33b7-45,2.17000000000,5.84000000000,"544",{7d75657a-5d22-4a01-92c8-b01f75715083},2.16796875000,5.84311944000,864743f1-33b7-45b5-a649-f3ad4d0e7a0c,2.16796875000,5.84311944000,G,"3",,RHCA,Rhamnus cathartica,Nerprun cathartique,European buckthorn,Rhamnus,Rhamnaceae,Exotique,"3",3A,"6",6B,Privé,"101",Résidentiel,Institution,Institution,,,"32",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G123,{b980da3e-cf5a-4578-8983-f5fd12daa0a3},3.73828125000,7.47807796000,c924e096-3b23-4c,3.74000000000,7.48000000000,"543",{b980da3e-cf5a-4578-8983-f5fd12daa0a3},3.73828125000,7.47807796000,c924e096-3b23-4cc2-a4f0-87a47045833f,3.73828125000,7.47807796000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"86",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G124,{0eef61bd-5285-4f75-ad02-f8d9b1ece69d},2.00781250000,5.98340557000,8f578acd-7803-45,2.01000000000,5.98000000000,"542",{0eef61bd-5285-4f75-ad02-f8d9b1ece69d},2.00781250000,5.98340557000,8f578acd-7803-4594-a4d8-bcfbcba0c67e,2.00781250000,5.98340557000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"60",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G125,{0c6f5dba-bcec-42df-9abe-0597e30a4906},2.47265625000,6.33733672000,3b4ee124-4bb6-4f,2.47000000000,6.34000000000,"541",{0c6f5dba-bcec-42df-9abe-0597e30a4906},2.47265625000,6.33733672000,3b4ee124-4bb6-4f11-afa2-f581dff65afb,2.47265625000,6.33733672000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"66",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G126,{e1d864ab-e8db-4d90-95f2-995d83b73d7b},0.76171875000,3.37684451000,c8561ce7-4604-4f,0.76000000000,3.38000000000,"540",{e1d864ab-e8db-4d90-95f2-995d83b73d7b},0.76171875000,3.37684451000,c8561ce7-4604-4f62-9354-a739741dcabe,0.76171875000,3.37684451000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"48",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G127,{9686ee3e-1aba-4d66-a539-2401384c9612},0.97656250000,4.20881110000,3e7a6fcf-c0bb-4b,0.98000000000,4.21000000000,"539",{9686ee3e-1aba-4d66-a539-2401384c9612},0.97656250000,4.20881110000,3e7a6fcf-c0bb-4b9c-b398-26b326f648eb,0.97656250000,4.20881110000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"48",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G128,{157baa86-9ef0-456f-a328-3fec1502cec1},4.39062500000,8.21860992000,b649dcd1-a004-47,4.39000000000,8.22000000000,"538",{157baa86-9ef0-456f-a328-3fec1502cec1},4.39062500000,8.21860992000,b649dcd1-a004-4742-8d67-ae283e057174,4.39062500000,8.21860992000,G,"3",,ACNE,Acer negundo,Érable à giguère,Manitoba maple,Acer,Sapindaceae,Indigène,"2",2C,"6",6B,Privé,"101",Résidentiel,Institution,Institution,,,"91",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G129,{925e120c-e274-482e-a806-6cbfaf56a7e4},1.15625000000,4.31903427000,ebd3d2cc-80c0-48,1.16000000000,4.32000000000,"534",{925e120c-e274-482e-a806-6cbfaf56a7e4},1.15625000000,4.31903427000,ebd3d2cc-80c0-4853-b946-442d85ce40ca,1.15625000000,4.31903427000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"61",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G130,{bcc0ee7c-8380-4b38-b2ff-ad230c9c8c4f},3.63671875000,7.58204515000,a894b2bd-ff58-4d,3.64000000000,7.58000000000,"532",{bcc0ee7c-8380-4b38-b2ff-ad230c9c8c4f},3.63671875000,7.58204515000,a894b2bd-ff58-4dcf-8def-5e4320d1f592,3.63671875000,7.58204515000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"273",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G131,{527895cf-e9d7-4206-8e07-9fef436824f4},3.47656250000,7.43862685000,a3479fd0-4510-4c,3.48000000000,7.44000000000,"533",{527895cf-e9d7-4206-8e07-9fef436824f4},3.47656250000,7.43862685000,a3479fd0-4510-4c81-b25d-7ddb79aa8997,3.47656250000,7.43862685000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"20",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G132,{4d5209af-6a84-4c7c-843d-855d00ebf296},0.03125000000,0.79764948000,b1c9a536-e3f3-40,0.03000000000,0.80000000000,"597",{4d5209af-6a84-4c7c-843d-855d00ebf296},0.03125000000,0.79764948000,b1c9a536-e3f3-4022-9c9a-ebdc3cd08c82,0.03125000000,0.79764948000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"101",Résidentiel,Institution,Institution,,,"25",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G133,{6aa9bd6c-dde8-48e1-9cb0-faca93a99497},0.23437500000,3.01941119000,0924dc6d-6547-48,0.23000000000,3.02000000000,"601",{6aa9bd6c-dde8-48e1-9cb0-faca93a99497},0.23437500000,3.01941119000,0924dc6d-6547-482e-a802-e65efbf89a0e,0.23437500000,3.01941119000,G,"3",,ULAM,Ulmus americana,Orme d'amérique,White elm,Ulmus,Ulmaceae,Indigène,"2",2C,"2",2A,Privé,"750",Rue,Rue,Institution,,,"57",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G134,{2a9f6f4b-aec0-4076-9621-7f68b690bace},0.18359375000,1.74239729000,953904ec-b72e-4b,0.18000000000,1.74000000000,"602",{2a9f6f4b-aec0-4076-9621-7f68b690bace},0.18359375000,1.74239729000,953904ec-b72e-4b24-a04e-5300d7ad1a5f,0.18359375000,1.74239729000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"45",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G135,{a3301c1a-2716-42cc-bf30-f741b1a472c8},0.05468750000,1.10693878000,1283e964-c07f-4e,0.05000000000,1.11000000000,"603",{a3301c1a-2716-42cc-bf30-f741b1a472c8},0.05468750000,1.10693878000,1283e964-c07f-4ebf-91a9-109e12546b65,0.05468750000,1.10693878000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"22",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G136,{0c250f11-5cc6-4f7e-8ded-12e0d3dcbac1},0.07812500000,1.29814210000,4c6012f7-281d-49,0.08000000000,1.30000000000,"604",{0c250f11-5cc6-4f7e-8ded-12e0d3dcbac1},0.07812500000,1.29814210000,4c6012f7-281d-495a-9cb2-c56062c062d2,0.07812500000,1.29814210000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"30",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G138,{f37ca96a-7757-43c9-b47d-5c04b604864b},0.10937500000,1.25904758000,7cd6b118-5fef-4b,0.11000000000,1.26000000000,"605",{f37ca96a-7757-43c9-b47d-5c04b604864b},0.10937500000,1.25904758000,7cd6b118-5fef-4b20-8b8f-35379b25909b,0.10937500000,1.25904758000,G,"3",,ACNE,Acer negundo,Érable à giguère,Manitoba maple,Acer,Sapindaceae,Indigène,"2",2C,"6",6B,Privé,"300",Bureau,Institution,Institution,,,"35",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G139,{39af7a7f-7c64-452f-8223-b0356d022153},0.30859375000,2.12860658000,21501905-2d61-43,0.31000000000,2.13000000000,"606",{39af7a7f-7c64-452f-8223-b0356d022153},0.30859375000,2.12860658000,21501905-2d61-43ab-a0e7-492099a30288,0.30859375000,2.12860658000,G,"3",,FRPE,Fraxinus pennsylvanica,Frêne de Pennsylvanie,Red ash,Fraxinus,Oleaceae,Indigène,"2",2C,"2",2A,Privé,"101",Résidentiel,Institution,Institution,,,"370",,,,,,,H2X1V3,H2X1V,H2X1,Institution,,I2001
G140,{e76678cf-cd85-427e-91e5-c54d6de0269c},0.18750000000,1.73521429000,b0887b9f-34ea-45,0.19000000000,1.74000000000,"607",{e76678cf-cd85-427e-91e5-c54d6de0269c},0.18750000000,1.73521429000,b0887b9f-34ea-4536-b5fc-b6323087467e,0.18750000000,1.73521429000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"27",,,,,,,H2X1X2,H2X1X,H2X1,Institution,,I2001
G141,{f9d19174-fdfd-436a-ad00-e604d6a525a6},0.28906250000,2.18295908000,4823095c-5bbb-41,0.29000000000,2.18000000000,"608",{f9d19174-fdfd-436a-ad00-e604d6a525a6},0.28906250000,2.18295908000,4823095c-5bbb-417e-87ff-18709723a21a,0.28906250000,2.18295908000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"33",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G142,{28007401-f865-4650-9901-79961e9b0ab9},0.19921875000,1.82344370000,04ffde1c-2b0e-43,0.20000000000,1.82000000000,"609",{28007401-f865-4650-9901-79961e9b0ab9},0.19921875000,1.82344370000,04ffde1c-2b0e-43dc-bf35-7298ab72fe54,0.19921875000,1.82344370000,G,"3",,GYDI,Gymnocladus dioicus,Chicot du canada,Kentucky coffeetree,Gymnocladus,Fabaceae,Indigène,"4",4B,"4","4",Privé,"750",Rue,Rue,Institution,,,"43",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G143,{00790526-4a5d-4c7f-a649-55c50d610e3d},0.22656250000,1.92118336000,da632d08-c493-48,0.23000000000,1.92000000000,"610",{00790526-4a5d-4c7f-a649-55c50d610e3d},0.22656250000,1.92118336000,da632d08-c493-48bf-9d54-ad3fc5ee9777,0.22656250000,1.92118336000,G,"3",,LOXX,Lonicera spp,Chèvrefeuille spp,Honeysuckle spp,Lonicera,Caprifoliaceae,NA,NA,NA,NA,NA,Privé,"750",Rue,Rue,Institution,,,"30",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G144,{8b88b4c5-490b-4c05-9d6a-eea6bdde442b},0.93750000000,3.79571793000,8f0b5207-fcf2-48,0.94000000000,3.80000000000,"611",{8b88b4c5-490b-4c05-9d6a-eea6bdde442b},0.93750000000,3.79571793000,8f0b5207-fcf2-489e-86d7-ad118d24e6b4,0.93750000000,3.79571793000,G,"3",,FRPE,Fraxinus pennsylvanica,Frêne de Pennsylvanie,Red ash,Fraxinus,Oleaceae,Indigène,"2",2C,"2",2A,Privé,"750",Rue,Rue,Institution,,,"198",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
G152,{d4bf1e04-d304-4ca6-b134-4c68aa400321},1.12890625000,4.30002035000,d12203e4-c147-48,1.13000000000,4.30000000000,"619",{d4bf1e04-d304-4ca6-b134-4c68aa400321},1.12890625000,4.30002035000,d12203e4-c147-48b4-873b-eb88b574828e,1.12890625000,4.30002035000,G,"1",,ACNE,Acer negundo,Érable à giguère,Manitoba maple,Acer,Sapindaceae,Indigène,"2",2C,"6",6B,Privé,"750",Rue,Rue,Institution,,,"109",,,,,,,H2X2T9,H2X2T,H2X2,Institution,,I2001
