fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"1092","7475","0",{6D1B68DE-568C-42DD-A5F3-16AE3F0C98D2},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1093","7476","0",{ED001641-19EA-4E67-8FAA-33BC840BE173},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"60",NON,,INSPRE,2023,TVERTE,Surveiller dépérissement,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1094","7477","0",{8D32DBAE-CCB4-4387-A5CA-8524190D237C},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1095","7478","0",{E67590F7-36A7-4992-9833-5DCB509445A8},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1096","7479","0",{C7240AF2-7CB0-44D4-B4A4-DAEA01AE810A},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"85",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1097","7480","0",{53C0A02C-A702-4B4F-9DF5-5857C7F53BE8},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"0",NON,,ABDIRE,2023,TVERTE,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1098","7481","0",{AA7EF80C-4496-4D6F-A71C-C5DE678566EF},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"85",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1099","7482","0",{E376A99D-674A-4102-B3C2-62CA66F5BA85},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"85",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1100","7483","0",{BB7FB88D-B29D-40D3-ADBB-437E5EE4AC7C},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"90",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1101","7484","0",{8CB0EC5E-3BDD-487B-A23B-68ABCA5F1C41},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"80",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1102","7485","0",{BC8B0066-F121-43E2-988B-433D1DB993E1},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"50",NON,,ABDIRE,2023,TVERTE,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1103","7486","0",{740E983D-53B8-4433-B558-2580EDA34B38},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1104","7487","0",{7A742155-0A8B-44CF-A833-0E74FA387E81},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP51,"0",NON,,ABDIRE,2022,TVERTE,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1105","7488","0",{7C9D6D2C-8952-4D2E-B422-F3C0412ADF3B},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"80",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1106","7489","0",{6E25415D-6700-4920-8ED9-15180A8817F1},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1107","7490","0",{5BD0C43D-144F-4FBF-99AC-5D067428F51C},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1108","7491","0",{C7AEECD2-A474-44F1-999B-9A42791505A6},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1109","7492","0",{943C8A1C-F527-412B-8C3E-9BA034F53D15},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"50",NON,,INSPRE,2023,TVERTE,Surveiller dépérissement,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1110","7493","0",{8A6139E9-FB79-4E6B-A2CB-17285942CD6D},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1111","7494","0",{ED89E516-B1A2-4777-88B6-708BBE257CCB},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1112","7495","0",{5970954C-0E27-44CC-B7C7-7310F4D54B5E},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1113","7496","0",{293DC769-9883-4D14-95BC-4A567C5D4C31},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"40",NON,,ABDIRE,2023,TVERTE,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1114","7497","0",{77E88125-0EA7-495E-B73C-1BA8B59B4CFE},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1115","7498","0",{BC7529AE-F6EF-4630-B718-F625F3DC5FD0},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1116","7499","0",{95AD6BBD-C462-497E-B045-04C2A12174CD},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1118","7501","0",{988967B7-30AE-447B-980D-BC75C88F6E3C},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"60",NON,,INSPRE,2023,TVERTE,Surveiller dépérissement,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1119","7502","0",{8E51C993-9DE3-44B6-BFF0-2FA1988ACE70},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1120","7503","0",{15DB2359-784A-4857-9F49-2D9689397B73},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1121","7504","0",{292F70E4-B8B7-4B0D-9B16-304F5A8E510D},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1122","7505","0",{9151F24F-C732-4297-ACEB-2EFB447E63C8},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"80",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1123","7506","0",{3581DEA0-C604-4889-B707-D9848174683B},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1124","7507","0",{B9A6BA50-C3A1-4996-857A-42EB8840613B},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"75",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1125","7508","0",{388723E2-987E-4F76-AB42-DF989D2EC81D},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1126","7509","0",{33760707-33E3-41E6-88D0-A2DA7E3369A1},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1127","7510","0",{8D811BA7-82D9-4EB3-99BE-0E44E3665BA9},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1128","7511","0",{C2F5B897-B4FC-4A78-8DEB-8CAAC62192DA},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"65",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1129","7512","0",{B96D299B-189D-44DC-A30D-3ADA90E6678C},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"40",NON,,ABDIRE,2023,TVERTE,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1130","7514","0",{6E46D030-49F5-4F3A-918A-4047F68442F0},,VOPA_157,ARBRE,PIGL,"1",,,"4",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1131","7515","0",{D0C93709-802B-4372-91BE-31FB63D4B509},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1132","7517","0",{3B81D931-B8A8-4829-BD13-B025F7824FAE},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1133","7518","0",{EFD02C7E-18B9-4148-A264-A1C857F19464},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"55",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1134","7519","0",{8704BB74-1676-4175-B267-09EBF831BD52},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"55",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1135","7520","0",{92ED0905-9DBA-490E-9EEA-427248EB3D0C},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"55",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1136","7521","0",{1E14F66C-BCAD-41FA-AC92-D4CA811B67E8},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"40",NON,,REMPLA,2022,TVERTE,conifère indigène,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1137","7522","0",{5D5E6644-9184-42DD-AC2D-1CB8D1FD026C},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,BOMCI,,PLARAC,"40",NON,,REMPLA,2022,TVERTE,conifère indigène,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1138","7523","0",{97F7599C-185A-4B31-A913-AECEC2B43F17},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,BOMCI,,PLARAC,"40",NON,,REMPLA,2022,TVERTE,conifère indigène,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1139","7524","0",{67092702-6E0F-413C-A748-4AFA5C18F10F},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"40",NON,,REMPLA,2022,TVERTE,conifère indigène,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1140","7525","0",{796ADAA6-F868-4F08-A7D5-8D25E3E43B56},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"40",NON,,REMPLA,2022,TVERTE,conifère indigène,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1141","7526","0",{340A259B-BF2F-49EA-A48D-1FF4BB9E2700},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"55",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1142","7527","0",{23DD6A7F-C63D-4A9D-A836-24CC81E4A6AB},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"60",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1143","7528","0",{4B6B259B-5344-4026-B7F9-5EED56794224},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"60",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1144","7529","0",{4015BA00-EA99-47EC-89C5-E326EA62BB45},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1145","7530","0",{9DA2E2BB-97F6-44FB-BB87-5E615542A968},,VOPA_157,ARBRE,PIGL,"1",,,"5",PARC,PUB,,,,,,,,AUC,,,"70",NON,,,,,,O,2021-10-15T14:54:11.000,TVJV,,DHP
"1147","7540","0",{C773EDF6-A37C-4BF8-812D-86B6F7A1FAE7},,VOPA_157,ARBRE,ABBA,"1",,,"5",PARC,PUB,,,,,,,,AUC,,DEP50,"50",NON,,INSPRE,2023,TVERTE,Surveiller dépérissement,O,2021-10-15T14:54:11.000,TVJV,,DHP
