fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
"620","3293","3315",{4B8D4F0B-39CC-47C9-8A71-385DF24AA785},"0",VOPA_093,ARBRE,ROPS,"1",,,"34",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-10-13T14:24:23.000,TVJV,Plaque missing,DHP
"621","3294","3316",{922D4FFE-9DB6-43EF-BB0B-82EC4CA1024B},"0",VOPA_093,ARBRE,AEGL,"1",,,"39",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-10-13T14:26:27.000,TVJV,,DHP
"622","3295","3317",{81944A3F-B36F-48FC-880F-7D386A990FD2},"0",VOPA_093,ARBRE,AEGL,"1",,,"28",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,FENTR,CARTR,BLMTR,"65",NON,AJOUTER PLAQUE COMMÃ‰MORATIVE,AUTRE,,,,O,2021-10-13T14:33:17.000,TVJV,Nicholas Hawke Baxter.,DHP
"623","3296","3318",{8C3110B5-DD08-4880-90A7-31AB42FE1395},"0",VOPA_093,ARBRE,AEGL,"1",,,"33",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,AUC,,, ,O,2021-10-13T14:34:49.000,TVJV,Gavin Elbourne ,DHP
"624","3297","3319",{8364E01A-965E-4016-BBBA-B542D3DD62B8},"0",VOPA_093,ARBRE,PNSY,"1",,,"30",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"60",NON, cime clairsemée,AUC,,, ,O,2021-10-12T14:51:48.000,TVJV,,DHP
"625","3298","3320",{BD10BE73-B1D9-4428-8B9B-9E772B086820},"0",VOPA_093,ARBRE,PNSY,"1",,,"26",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,ABDIRE,2022,TVERTE, mort,O,2021-10-12T14:45:17.000,TVJV,,DHP
"626","3299","3321",{F8968470-ADDC-47DB-91BD-CD6072EBFC88},"0",VOPA_093,ARBRE,QUROFA,"1",,,"26",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,AUC,"70",NON, ,ELASSA,2024,TVERTE, ,O,2021-10-12T14:42:05.000,TVJV,,DHP
"627","3300","3322",{2D0F80A4-AF30-48C8-83D0-D22970F2928B},"0",VOPA_093,ARBRE,QUROFA,"1",,,"31",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP50,"40",NON, ,ABSECT,2023,TVERTE, ,O,2021-10-12T14:32:59.000,TVJV,,DHP
"628","3301","3323",{62222383-EAC2-4D60-A0FA-DB0277C6D76C},"0",VOPA_093,ARBRE,QUROFA,"1",,,"9",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,ABDIRE,2022,TVERTE, ,O,2021-10-12T14:29:29.000,TVJV,,DHP
"629","3302","3324",{81F114C2-6A45-4631-9F09-2C95176FE688},"0",VOPA_093,ARBRE,QUROFA,"1",,,"34",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"60",NON, ,AUC,,, ,O,2021-10-12T14:24:56.000,TVJV,,DHS
"630","3304","3326",{B2C10A19-2857-4558-BE5C-07692EC7FA29},"0",VOPA_093,ARBRE,QUROFA,"1",,,"35",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"65",NON, blessures mécaniques au tronc,AUC,,, ,O,2021-10-12T14:13:13.000,TVJV,,DHP
"631","3305","3327",{FE3BFD1B-693B-477B-B6EE-F234A331EE31},"0",VOPA_093,ARBRE,QUROFA,"1",,,"44",PARC,PUB,COMME,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP50,"40",NON,,ABSECT,2023,TVERTE, ,O,2021-10-12T13:49:19.000,TVJV,Walter ans Vera Freud,DHP
"632","3306","3328",{49813576-2C19-445F-9A86-872699D7B15D},"0",VOPA_093,ARBRE,QUROFA,"1",,,"49",PARC,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,AUC,DEP51,"30",NON,,ABSECT,90,TVERTE, ,O,2021-10-12T13:43:02.000,TVJV,,DHS
