NO SITE,NUMERO CIVIC,ROUTE/PARC,ETAT SITE,ESSENCE,QUANTITE TRONC,DIAMETRE,TYPE DIAMETRE
1963,0,PARC WESTMOUNT,ARBRE,AESCULUS X CARNEA,1,,DHP
6487,15,WILLOW,ARBRE,PICEA ABIES,1,47,DHP
328,8,DE CASSON,ARBRE,ACER SACCHARINUM,1,,DHP
601,355,LANSDOWNE,ARBRE,TILIA TOMENTOSA,1,5,DHP
2797,4453,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
481,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
4394,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDESCK,1,,DHP
698,0,DORCHESTER,SOUCHE,ACER SACCHARUM,1,3,DHP
2226,0,PARC WESTMOUNT,DISPONIBLE,LARIX DECIDUA,0,72,DHS
6762,0,PARC WESTMOUNT,DISPONIBLE,TILIA TOMENTOSA,0,55,DHS
329,453,MOUNT-STEPHEN,ARBRE,QUERCUS ROBUR,1,51,DHP
2571,366,KENSINGTON,ARBRE,ACER RUBRUM,1,,DHP
6629,9,BURTON,ARBRE,BETULA ALLEGHANIENSIS,1,4.000000,DHP
5077,93,SUNNYSIDE,,,1,23,DHS
5296,4326,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
2012,0,PARC WESTMOUNT,ARBRE,ACER SACCHARUM,1,,DHP
3790,0,PARC PRINCE ALBERT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,15.000000,DHP
6305,0,PROSPECT,DESACTIVÉ,,1,,DHP
5631,0,CÔTE-SAINT-ANTOINE,SOUCHE,ACER NEGUNDO,1,36,DHP
3355,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
5093,700,GROSVENOR,ARBRE,ACER PLATANOIDES,1,104,DHP
1575,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,1,,DHP
4186,0,JARDIN QUEEN ELIZABETH,ARBRE,ACER NEGUNDO,1,,DHP
7070,644,ARGYLE,ARBRE,PINUS NIGRA VAR. 'AUSTRIACA',1,13,DHP
68,612,BELMONT,ARBRE,TILIA MONGOLICA HARVEST GOLD®,1,,DHP
1273,0,PARC WESTMOUNT,ARBRE,MALUS SP.,2,,DHP
4872,628,GROSVENOR,ARBRE,ULMUS AMERICANANH,1,7.000000,DHP
4302,0,NOTRE-DAME-DE-GRÂCE,ARBRE,CATALPA X ERUBESCENS 'PURPUREA',1,8,DHP
6118,619,MURRAY HILL,ARBRE,ACER X FREEMANIIAB,1,,DHP
3550,0,PARC KING GEORGE,ARBRE,QUERCUS PALUSTRIS,1,,DHP
4653,586,CLAREMONT,DESACTIVÉ,,1,,DHP
5929,4637,SHERBROOKE,ARBRE,ULMUS PUMILA,1,,DHP
3228,4333,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
1280,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
3986,37,ABERDEEN,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4064,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,2,,DHP
1301,0,PARC WESTMOUNT,ARBRE,ACER TATARICUM,3,,DHP
927,96,COLUMBIA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2008,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
1406,4824,DE MAISONNEUVE,ARBRE,QUERCUS PALUSTRIS,1,,DHP
3798,3311,CEDAR,ARBRE,GYMNOCLADUS DIOICUS,1,,DHP
6069,646,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
5447,455,MOUNT-PLEASANT,ARBRE,SYRINGA RETICULATA,1,,DHP
3623,55,CROISSANT FORDEN,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
1947,0,PARC WESTMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
1438,388,GROSVENOR,ARBRE,SYRINGA RETICULATA,1,29,DHP
6719,434,VICTORIA,DESACTIVÉ,TAXUS SP.,1,,DHP
6718,434,VICTORIA,DESACTIVÉ,TAXUS SP.,1,,DHP
5846,4585,SHERBROOKE,DESACTIVÉ,,0,,DHP
6367,16,SHORNCLIFFE,ARBRE,ACER RUBRUM,1,39,DHP
6337,6,GORDON,ARBRE,MALUS SP.,1,19,DHP
6868,0,Summit,OCCUPE,,1,,DHP
1002,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
532,407,CLARKE,ARBRE,ACER SACCHARINUM,1,,DHP
4423,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDESCK,1,,DHP
1595,0,PARC WESTMOUNT,ARBRE,ACER SACCHARUM,1,,DHP
2009,0,PARC WESTMOUNT,ARBRE,QUERCUS RUBRA,1,,DHP
3632,0,CÔTE-SAINT-ANTOINE,ARBRE,ACER SACCHARINUM,1,,DHP
4105,3246,THE BOULEVARD,ARBRE,ACER SACCHARUM,1,,DHP
3413,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,2,,DHP
764,4698,WESTMOUNT,ARBRE,,1,,DHP
465,4470,DE MAISONNEUVE,ARBRE,ACER SACCHARINUM,1,,DHP
251,4115,SHERBROOKE,SOUCHE,,0,57,DHS
2877,330,OLIVIER,ARBRE,QUERCUS ROBURFA,1,5.000000,DHP
5907,533,LANSDOWNE,ARBRE,MALUS SP.,1,,DHP
4283,26,HOLTON,ARBRE,ACER PLATANOIDESCK,1,,DHP
6817,0,PARC WESTMOUNT,DISPONIBLE,QUERCUS ROBURFA,1,,DHP
5353,36,ROXBOROUGH,ARBRE,ACER PLATANOIDES,2,42-39,DHP MULTIPLE
5920,443,LANSDOWNE,ARBRE,ACER SACCHARUM,1,,DHP
5375,76,CROISSANT SUMMIT,ARBRE,PICEA PUNGENS,1,19,DHP
4635,4898,WESTMOUNT,DESACTIVÉ,,0,,DHP
1457,299,GROSVENOR,ARBRE,TILIA AMERICANA,1,,DHP
18,266,OLIVIER,ARBRE,TILIA X FLAVESCENS 'GLENLEVEN',1,9,DHP
6100,648,MURRAY HILL,ARBRE,ACER PLATANOIDES,1,,DHP
6622,0,PARC STAYNER,ARBRE,OSTRYA VIRGINIANA,1,,DHP
3573,10,ABERDEEN,ARBRE,ACER SACCHARINUM,1,,DHP
2674,395,ELM,ARBRE,ACER PLATANOIDESCO,1,,DHP
5484,69,CROISSANT ROSEMOUNT,ARBRE,ACER SACCHARINUM,1,,DHP
3152,105,IRVINE,ARBRE,OSTRYA VIRGINIANA,1,,DHP
2886,4219,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
3653,561,LANSDOWNE,ARBRE,ACER X FREEMANIIAB,1,,DHP
1875,0,TUPPER,ARBRE,ACER PLATANOIDES,1,,DHP
6861,4383,WESTMOUNT,ARBRE,GINKGO BILOBA,1,,DHP
2961,138,ABBOTT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1648,4646,SHERBROOKE,ARBRE,PICEA PUNGENS,1,,DHP
5830,452,STRATHCONA,ARBRE,ACER PLATANOIDES,1,,DHP
2784,222,MELVILLE,DISPONIBLE,,0,,DHP
2325,349,MELVILLE,ARBRE,ACER SACCHARUM,1,,DHP
857,0,PROSPECT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2545,376, METCALFE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
3660,4696,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
1606,0,ACADEMY,ARBRE,ACER PLATANOIDESCO,1,,DHP
1197,0,PARC WESTMOUNT,ARBRE,GYMNOCLADUS DIOICUS,1,,DHP
617,0,PARC WESTMOUNT,ARBRE,PYRUS COMMUNISSA,1,,DHP
2580,311,KENSINGTON,ARBRE,MALUS SP.,2,,DHP
3703,19,PLACE PARKMAN,ARBRE,ACER PLATANOIDES,1,58.000000,DHP
3142,80,AVENUE HILLSIDE,ARBRE,ACER PLATANOIDES,1,,DHP
453,11,MELBOURNE,ARBRE,ACER PLATANOIDES,1,,DHP
5159,740,UPPER-LANSDOWNE,ARBRE,PICEA PUNGENS,1,14,DHP
2913,0,WOOD,ARBRE,ACER SACCHARINUM,1,,DHP
5044,709,VICTORIA,ARBRE,ACER PLATANOIDES,1,43,DHP
3283,425,MOUNT-STEPHEN,,,0,45,DHS
4388,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
2109,0,PARC SELBY,ARBRE,ACER SACCHARINUM,1,,DHP
6317,5,WILLOW,ARBRE,QUERCUS PALUSTRISGP,1,6,DHP
1989,0,PARC WESTMOUNT,DISPONIBLE,JUGLANS NIGRA,0,110,DHS
4155,4,SUNNYSIDE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4751,460,VICTORIA,ARBRE,ACER SACCHARINUM,1,67,DHP
2562,367,MELVILLE,ARBRE,ACER PLATANOIDES,1,,DHP
747,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,QUERCUS IMBRICARIA,1,,DHP
4886,635,GROSVENOR,ARBRE,ACER PLATANOIDES,1,20,DHP
622,618,MURRAY HILL,ARBRE,CERCIDIPHYLUM JAPONICUM,1,,DHP
5532,476,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
5681,88,CHURCH HILL,ARBRE,ROBINIA PSEUDOACACIA,1,48.000000,DHP
5556,498,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
2042,4624,SHERBROOKE,ARBRE,TILIA AMERICANA,1,,DHP
285,4,BELFRAGE,ARBRE,ACER PLATANOIDES,1,78,DHP
6789,0,PARC DEVON,ARBRE,ULMUS AMERICANA,1,12,DHP
4756,510,VICTORIA,ARBRE,ACER SACCHARINUM,1,66,DHP
6698,425,MOUNT-STEPHEN,ARBRE,SYRINGA RETICULATA,1,,DHP
531,662,BELMONT,ARBRE,ACER SACCHARINUM,1,76,DHP
3836,0,PRINCE-ALBERT,DISPONIBLE,,0,,DHP
1958,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
6175,31,RENFREW,ARBRE,MAGNOLIA SP.,1,,DHP
4244,25,DE CASSON,ARBRE,FRAXINUS PENNSYLVANICA,1,,DHP
4782,434,GROSVENOR,ARBRE,ACER PLATANOIDES,1,,DHP
4592,577,ROSLYN,ARBRE,ACER SACCHARINUM,1,74,DHP
1379,4646,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
374,616,GROSVENOR,ARBRE,ULMUS DAVIDIANA DISCOVERY®,1,9,DHP
5508,403,CLARKE,ARBRE,TILIA CORDATA,1,,DHP
24,3255,CEDAR,ARBRE,PHELLODENDRON AMURENSE,1,11,DHP
2260,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,1,,DHP
5777,4565,SHERBROOKE,DESACTIVÉ,,1,,DHP
3172,405, METCALFE,DISPONIBLE,TILIA TOMENTOSA,0,,DHP
433,4574,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
7141,20,CERCLE SUMMIT,ARBRE,TILIA CORDATA,1,22,DHP
4521,401,CÔTE-SAINT-ANTOINE,ARBRE,PICEA PUNGENS,1,,DHP
2131,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
4733,473,VICTORIA,ARBRE,ACER RUBRUM,1,32,DHP
6715,610,BELMONT,ARBRE,CERCIS CANADENSIS,1,,DHP
4015,3612,THE BOULEVARD,ARBRE,ACER SACCHARINUM,1,61,DHP
4976,4873,WESTMOUNT,ARBRE,ACER PLATANOIDES,1,90,DHP
3793,42,WINDSOR,ARBRE,ACER GINNALAFL,1,3,DHP
5181,792,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,43,DHP
4663,554,CLAREMONT,ARBRE,ULMUS AMERICANA,1,8,DHP
5795,4557,SHERBROOKE,ARBRE,CORYLUS COLURNA,1,,DHP
1029,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
582,503,MOUNT-PLEASANT,ARBRE,ACER SACCHARINUM,1,,DHP
4504,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,3,,DHP
5933,400,LANSDOWNE,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,0,,DHP
1562,0,PARC WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,,DHP
2918,15,AVENUE HILLSIDE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
1195,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
6382,111,CROISSANT SUMMIT,ARBRE,ACER PLATANOIDES,1,26,DHP
6435,792,UPPER-BELMONT,ARBRE,ACER PLATANOIDES,1,43,DHP
1909,1165,GREENE,ARBRE,ACER SACCHARUM,1,,DHP
3002,0,GLEN,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2763,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
6818,0,PARC WESTMOUNT,DISPONIBLE,QUERCUS ROBURFA,1,,DHP
639,31,STAYNER,ARBRE,SYRINGA RETICULATA,1,,DHP
1329,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2907,4129,DE MAISONNEUVE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
3364,0,PARC KING GEORGE,ARBRE,TILIA CORDATA,1,,DHP
1501,4860,DE MAISONNEUVE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,32,DHP
6802,40,JARDIN SURREY,ARBRE,MALUS SP.,3,30-30-25,DHP
2729,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,8,,DHP
4495,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDESCK,1,,DHP
4433,0,PARC KING GEORGE,SOUCHE,,0,46,DHS
5155,740,UPPER-LANSDOWNE,ARBRE,ACER PLATANOIDES,1,78,DHP
4286,20,HOLTON,ARBRE,ACER X FREEMANIIAB,1,,DHP
1566,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
619,0,PARC WESTMOUNT,ARBRE,PYRUS COMMUNISSA,1,,DHP
3455,0,PARC KING GEORGE,ARBRE,ACER SACCHARINUM,1,96.000000,DHP
5639,457,ARGYLE,ARBRE,ACER PLATANOIDES,1,79.000000,DHP
3830,420,PRINCE-ALBERT,ARBRE,ACER PLATANOIDES,1,44,DHP
5531,476,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
3839,481,PRINCE-ALBERT,SOUCHE,,0,,DHS
5469,1,CROISSANT ROSEMOUNT,ARBRE,ACER PLATANOIDESCO,2,,DHP
4326,61,HOLTON,ARBRE,ACER PLATANOIDES,1,40.000000,DHP
700,0,DORCHESTER,ARBRE,ACER X FREEMANII,1,,DHP
2474,4100,SHERBROOKE,ARBRE,ACER PLATANOIDESCO,2,,DHP
1613,0,PARC WESTMOUNT,ARBRE,CELTIS OCCIDENTALIS,1,,DHP
2369,320,REDFERN,ARBRE,ACER PLATANOIDES,1,,DHP
3309,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
1179,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,ACER PLATANOIDES,1,,DHP
2050,228,PRINCE-ALBERT,ARBRE,BETULA POPULIFOLIA,1,20,DHP
5584,7,RAMEZAY,ARBRE,ACER PLATANOIDES,1,65.000000,DHP
3917,616,SYDENHAM,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
513,377,ROSLYN,ARBRE,ACER PLATANOIDES,1,125,DHP
6925,53,JARDIN SURREY,ARBRE,ACER GINNALA,1,12,DHP
384,617,CARLETON,ARBRE,JUGLANS NIGRA,1,,DHP
3680,73,CHESTERFIELD,ARBRE,ACER PLATANOIDES,1,25,DHP
2751,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,11,,DHP
3147,168,AVENUE HILLSIDE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5902,551,LANSDOWNE,ARBRE,MALUS SP.,1,,DHP
313,1200,ATWATER,ARBRE,ACER X FREEMANIIAB,1,,DHP
2536,4574,SHERBROOKE,ARBRE,MALUS SP.,1,,DHP
3354,0,PARC KING GEORGE,ARBRE,ACER TATARICUM,1,65.000000,DHP
2958,126,ABBOTT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
2734,0,PARC WESTMOUNT,ARBRE,AMELAEAGNUS ANGUSTIFOLIACHIER CANADENSIS,1,,DHP
4603,558,LANSDOWNE,ARBRE,MAACKIA AMURENSIS,1,,DHP
255,0,PARC DEVON,ARBRE,TILIA CORDATA,1,9,DHP
2556,12,MELBOURNE,ARBRE,MALUS SP.,1,,DHP
4464,0,PARC KING GEORGE,ARBRE,TAXUS SP.,1,,DHP
3460,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
673,0,DORCHESTER,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
6085,637,BELMONT,ARBRE,QUERCUS RUBRA,1,,DHP
5201,777,UPPER-LANSDOWNE,ARBRE,ACER RUBRUM,1,35,DHP
1796,331,PRINCE-ALBERT,ARBRE,ACER PLATANOIDES,1,37,DHP
2242,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
5741,3,MURRAY,ARBRE,ACER SACCHARINUM,1,,DHP
1366,4700,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
6763,3455,SAINT-ANTOINE,ARBRE,ACER NEGUNDO,1,54.000000,DHP
4188,0,JARDIN QUEEN ELIZABETH,ARBRE,GINKGO BILOBA,1,,DHP
5029,690,VICTORIA,ARBRE,ACER PLATANOIDES,1,44,DHP
5407,758,LEXINGTON,ARBRE,GINKGO BILOBA,1,11,DHP
2001,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4860,658,GROSVENOR,ARBRE,ACER X FREEMANIIAB,1,77,DHP
3167,732,UPPER-LANSDOWNE,ARBRE,QUERCUS RUBRA,1,9,DHP
6644,0,PARC STAYNER,ARBRE,PHELLODENDRON AMURENSE,1,,DHP
3461,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
6365,0,JARDIN SURREY,ARBRE,QUERCUS PALUSTRIS,1,6,DHP
1557,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
2452,383,OLIVIER,ARBRE,ACER SACCHARINUM,1,,DHP
1882,4010,TUPPER,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5834,432,STRATHCONA,ARBRE,ACER PLATANOIDES,1,,DHP
5798,4557,SHERBROOKE,ARBRE,ACER PLATANOIDES,1,,DHP
3777,0,PARC PRINCE ALBERT,ARBRE,ACER PLATANOIDES,3,47-37-30,DHP MULTIPLE
5792,4545,SHERBROOKE,ARBRE,ACER RUBRUM,1,,DHP
3038,201, METCALFE,ARBRE,SORBUS X THURINGIACA 'FASTIGIATA',1,,DHP
6592,4332,WESTMOUNT,ARBRE,BETULA ALLEGHANIENSIS,1,,DHP
2324,309,MELVILLE,ARBRE,ACER PLATANOIDES,1,,DHP
4034,4331,MONTROSE,DESACTIVÉ,,0,,DHP
110,327,REDFERN,DESACTIVÉ,,0,,DHP
1573,0,PARC WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,,DHP
3422,0,PARC KING GEORGE,ARBRE,PHELLODENDRON AMURENSE,1,,DHP
3941,635,SYDENHAM,ARBRE,ACER PLATANOIDES,1,,DHP
1790,0,SAINTE-CATHERINE,ARBRE,MALUS SP.,1,22,DHP
1005,0,PARC WESTMOUNT,,,2,90+,DHS
4352,442,ELM,ARBRE,ACER PLATANOIDES,1,,DHP
1834,44,SOMERVILLE,ARBRE,ACER PLATANOIDES,1,,DHP
383,624,VICTORIA,ARBRE,CORYLUS COLURNA,1,6,DHP
3432,0,PARC KING GEORGE,ARBRE,QUERCUS RUBRA,1,,DHP
2019,0,PARC WESTMOUNT,ARBRE,TILIA AMERICANA,1,,DHP
4142,3274,CEDAR,ARBRE,ACER PLATANOIDES,1,,DHP
5501,1,VOPA_004,ARBRE,ACER PLATANOIDES,1,71.000000,DHP
2531,4574,SHERBROOKE,ARBRE,MALUS SP.,1,,DHP
1262,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
3718,507,CLAREMONT,ARBRE,ACER PLATANOIDES,1,55,DHP
6218,218,EDGEHILL,ARBRE,ROBINIA PSEUDOACACIA,1,37,DHP
3106,1201,GREENE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4989,4843,WESTMOUNT,ARBRE,ACER PLATANOIDESCK,1,37,DHP
5659,4332,MONTROSE,ARBRE,ACER PLATANOIDES,1,,DHP
74,651,VICTORIA,ARBRE,TILIA TOMENTOSA,1,8,DHP
6024,463,GROSVENOR,ARBRE,TILIA CORDATA,1,52,DHP
6287,4795,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'SKYCOLE' SKYLINE®,1,,DHP
1318,0,PARC WESTMOUNT,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4957,4732,THE BOULEVARD,DISPONIBLE,AMELAEAGNUS ANGUSTIFOLIACHIER LAEVIS,0,,DHP
3937,619,SYDENHAM,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4284,24,HOLTON,ARBRE,ACER RUBRUM,1,,DHP
7090,0,CERCLE SUMMIT,ARBRE,ACER NEGUNDO,2,12-12,DHP MULTIPLE
6812,0,PARC WESTMOUNT,ARBRE,ACER X FREEMANIIAB,1,,DHP
7113,0,CERCLE SUMMIT,ARBRE,PICEA PUNGENS,1,8,DHP
4073,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,1,,DHP
1570,0,PARC WESTMOUNT,ARBRE,ELAEAGNUS ANGUSTIFOLIA,1,,DHP
1865,4860,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
4617,562,VICTORIA,ARBRE,ACER SACCHARINUM,1,69,DHP
6243,56,SUNNYSIDE,ARBRE,GINKGO BILOBA,1,14,DHP
4045,525,MOUNT-PLEASANT,ARBRE,ACER PLATANOIDES,2,,DHP
6050,605,LANSDOWNE,ARBRE,SYRINGA RETICULATA,1,,DHP
918,69,COLUMBIA,ARBRE,ALNUS GLUTINOSA,1,5,DHP
482,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
2543,4480,SHERBROOKE,DESACTIVÉ,FRAXINUS PENNSYLVANICA,1,,DHP
6327,92,CROISSANT SUMMIT,DISPONIBLE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'HARVE' NORTHERN ACCLAIM®,1,,DHP
3747,4823,SHERBROOKE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,11,DHP
2051,256,PRINCE-ALBERT,ARBRE,QUERCUS PALUSTRIS,1,5,DHP
5799,435,STRATHCONA,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5152,718,UPPER-LANSDOWNE,ARBRE,ACER SACCHARINUM,1,81,DHP
5924,421,LANSDOWNE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS,1,,DHP
5594,4290,MONTROSE,ARBRE,ACER SACCHARINUM,1,126.000000,DHP
3859,23,WINDSOR,ARBRE,ACER PLATANOIDES,1,9,DHP
3522,0,PARC KING GEORGE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
4778,472,GROSVENOR,ARBRE,CORYLUS COLURNA,1,5,DHP
6972,55,JARDIN SURREY,ARBRE,ACER PLATANOIDES,1,41,DHP
107,699,VICTORIA,ARBRE,CELTIS OCCIDENTALIS,1,11,DHP
2115,0,ROSE-DE-LIMA,SOUCHE,FRAXINUS PENNSYLVANICA,1,,DHS
3297,78,WINDSOR,SOUCHE,QUERCUS BICOLOR,0,5,DHP
566,338,ROSLYN,ARBRE,JUGLANS CINEREA,1,13,DHP
707,0,PARC SELBY,DESACTIVÉ,ULMUS PUMILA,1,,DHP
5396,841,LEXINGTON,ARBRE,PICEA ABIES,1,21,DHP
3564,4463,MONTROSE,ARBRE,ACER SACCHARINUM,1,,DHP
4595,567,ROSLYN,ARBRE,ACER PLATANOIDES,1,33,DHP
3454,0,PARC KING GEORGE,ARBRE,CATALPA SPECIOSA,1,,DHP
2476,4100,SHERBROOKE,ARBRE,ACER SACCHARINUM,1,,DHP
1188,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,18,DHP
2875,4275,DE MAISONNEUVE,ARBRE,ACER PLATANOIDES,1,,DHP
5955,520,LANSDOWNE,ARBRE,ACER PLATANOIDES,1,,DHP
3638,71,CROISSANT BELMONT,ARBRE,PICEA GLAUCA,1,,DHP
1027,0,PARC WESTMOUNT,ARBRE,ULMUS X 'HOMESTEAD',1,,DHP
2786,222,MELVILLE,DESACTIVÉ,,0,,DHP
496,0,TERRAIN D’ATHLÉTISME (WAG),ARBRE,POPULUS TREMULOIDESER,1,,DHP
6012,537,GROSVENOR,ARBRE,BETULA POPULIFOLIA,3,18-15-13,DHP MULTIPLE
1977,0,PARC WESTMOUNT,ARBRE,CARYA CORDIFORMIS,1,,DHP
5965,545,ROSLYN,ARBRE,ACER PLATANOIDES,1,58,DHP
932,61,BRUCE,ARBRE,OSTRYA VIRGINIANA,1,6,DHP
3673,602,BELMONT,ARBRE,ACER PLATANOIDES,1,,DHP
831,0,PROSPECT,ARBRE,ACER NEGUNDO,3,,DHP
5688,458,ARGYLE,ARBRE,ROBINIA PSEUDOACACIA,1,,DHP
2227,0,PARC WESTMOUNT,ARBRE,SYRINGA RETICULATA,3,,DHP
4575,572,ROSLYN,ARBRE,JUGLANS NIGRA,1,40,DHP
3162,116,BLENHEIM,ARBRE,SYRINGA RETICULATA,1,,DHP
324,436,CLAREMONT,ARBRE,ACER SACCHARINUM,1,57,DHP
5514,415,CLARKE,ARBRE,ACER PLATANOIDES,1,,DHP
1337,0,PARC WESTMOUNT,ARBRE,TILIA CORDATA,1,,DHP
6648,4185,SAINTE-CATHERINE,ARBRE,GLEDITSIA TRIACANTHOS VAR. INERMIS 'SKYCOLE' SKYLINE®,1,,DHP
5286,609,CLARKE,ARBRE,ACER X FREEMANIIAB,1,23,DHP
276,515,VICTORIA,ARBRE,ACER X FREEMANIIMA,1,17,DHP
3392,0,PARC KING GEORGE,ARBRE,TILIA AMERICANA,1,,DHP
2219,0,PARC WESTMOUNT,ARBRE,ACER PLATANOIDES,1,,DHP
4559,571,VICTORIA,ARBRE,ACER PLATANOIDES,1,26,DHP
808,135,CLANDEBOYE,ARBRE,ACER SACCHARINUM,1,,DHP
2395,0,KITCHENER,ARBRE,ACER PLATANOIDES,1,,DHP
4563,571,GROSVENOR,ARBRE,FRAXINUS SP.,1,67,DHP
2045,4895,DE MAISONNEUVE,ARBRE,MALUS SP.,1,,DHP
3434,0,PARC KING GEORGE,ARBRE,ACER PLATANOIDES,1,,DHP
1426,386,ROSLYN,ARBRE,ACER PLATANOIDES,1,,DHP
2996,4700,SAINTE-CATHERINE,ARBRE,ULMUS PUMILA,1,,DHP
2188,0,PARC WESTMOUNT,ARBRE,PICEA PUNGENS,1,,DHP
