fid,ObjectId,GS Type,Sample Site,No_civique,Species Code,Species Latin,ESSENCE_AN,DBH,Date_relev,Longitude,Latitude,GlobalID
10625,201051,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586763,45.49187,d3f22fb6-9e43-435b-bc75-7aae3b6f24ce
10626,201052,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/30/2019 12:00:00 AM,-73.58603,45.49144,86d1e274-25f1-4003-b77d-1d50115bc3ed
13188,204412,Street,Rue Saint-Marc,2005,CTSP,Catalpa speciosa,Western Catalpa,6,1/12/2012 12:00:00 AM,-73.581803,45.493706,0e6c57d0-303f-4a5c-80ff-84a8312facdd
4383,196006,Street,Avenue Hope,1187,CEOC,Celtis occidentalis,Common Hackberry,49,1/19/2012 12:00:00 AM,-73.580934,45.489788,0804fd7e-babb-4f86-b310-309305a2b5dc
4619,196631,Street,Avenue Seymour,1165,CEOC,Celtis occidentalis,Common Hackberry,29,1/19/2012 12:00:00 AM,-73.579815,45.49005,69a26af2-50d1-4c83-b079-e8b100c0cd4f
4629,196641,Street,Avenue Seymour,1181,CEOC,Celtis occidentalis,Common Hackberry,35,1/19/2012 12:00:00 AM,-73.580124,45.490194,f054f724-7abb-48d4-a77d-0ee15b164818
4630,196642,Street,Avenue Seymour,1189,CEOC,Celtis occidentalis,Common Hackberry,31,1/19/2012 12:00:00 AM,-73.580207,45.490234,356336dc-0e5e-4bac-861e-88ecde7897d0
4632,196644,Street,Avenue Seymour,1199,CEOC,Celtis occidentalis,Common Hackberry,27,1/19/2012 12:00:00 AM,-73.580497,45.490369,c03f4a1d-f328-458b-8bce-bebf8293c96a
4634,196646,Street,Avenue Seymour,1215,CEOC,Celtis occidentalis,Common Hackberry,32,1/19/2012 12:00:00 AM,-73.580771,45.490504,1f00fe41-6c1a-4a5a-8948-f265e375470d
4635,196647,Street,Avenue Seymour,1225,CEOC,Celtis occidentalis,Common Hackberry,20,1/19/2012 12:00:00 AM,-73.581038,45.490629,34e070d9-9247-4b1a-9e58-d5d8517bf933
4636,196648,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,44,1/19/2012 12:00:00 AM,-73.579593,45.489944,a19d449c-1aaf-40e6-94b4-b7e0ebfff543
4637,196649,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,38,1/19/2012 12:00:00 AM,-73.579719,45.490001,23cea345-7f6e-4730-80e5-8fd4f4b39b25
4639,196651,Street,Avenue Seymour,1198,CEOC,Celtis occidentalis,Common Hackberry,36,1/19/2012 12:00:00 AM,-73.58044,45.490225,fff5b360-344c-49f2-bf05-b4fdb9347bbd
4640,196652,Street,Avenue Seymour,1206,CEOC,Celtis occidentalis,Common Hackberry,36,1/19/2012 12:00:00 AM,-73.580586,45.490292,902c3f85-8b8b-4632-a169-16818e03b511
4642,196654,Street,Avenue Seymour,1222,CEOC,Celtis occidentalis,Common Hackberry,24,1/19/2012 12:00:00 AM,-73.580849,45.490418,b7a59085-4631-4309-be97-38b8f6ad2cf4
4644,196656,Street,Avenue Seymour,1226,CEOC,Celtis occidentalis,Common Hackberry,26,1/19/2012 12:00:00 AM,-73.581162,45.490566,88ffddf7-b898-49fe-b392-ea43f7c7a5d1
4645,196657,Street,Avenue Seymour,1226,CEOC,Celtis occidentalis,Common Hackberry,24,1/19/2012 12:00:00 AM,-73.581072,45.490526,8d804cad-a2bd-442e-8d7c-59864fbc4d1f
4646,196658,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,34,1/19/2012 12:00:00 AM,-73.579999,45.490003,e2e6ab0f-1605-4007-afb7-6d593ed1eb7c
4647,196659,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,14,1/19/2012 12:00:00 AM,-73.579673,45.489848,2c8c11fc-1e2c-43b7-a2e1-dacb7bea57a8
4648,196660,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,29,1/19/2012 12:00:00 AM,-73.579806,45.48991,9386c4d1-0dbc-4477-a81f-8876f2f80344
4649,196661,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,40,1/19/2012 12:00:00 AM,-73.579899,45.489954,a15d56db-7428-4c78-984c-b6851709053d
4650,196662,Street,Avenue Seymour,N/A,CEOC,Celtis occidentalis,Common Hackberry,30,1/19/2012 12:00:00 AM,-73.58009,45.490044,7fe09b96-f0ee-4a36-9c18-e1af176226e4
5005,196204,Street,Avenue Holton,3463,CEOC,Celtis occidentalis,Common Hackberry,49,2/29/2012 12:00:00 AM,-73.59001,45.491311,d9b8283e-d6a0-4e4d-b2a7-91c8e6f6489c
5006,196205,Street,Avenue Holton,3469,CEOC,Celtis occidentalis,Common Hackberry,60,2/29/2012 12:00:00 AM,-73.590148,45.491347,68dd2083-ad66-4755-a66c-300f8288679c
5010,196209,Street,Avenue Holton,3454,CEOC,Celtis occidentalis,Common Hackberry,62,2/29/2012 12:00:00 AM,-73.589798,45.491109,90a78cc0-433e-492d-a19e-fc1c8665d7ac
5011,196210,Street,Avenue Holton,3458,CEOC,Celtis occidentalis,Common Hackberry,46,2/29/2012 12:00:00 AM,-73.589961,45.491176,05e29676-cfcf-4356-bf02-3bb4b357ae0e
5012,196211,Street,Avenue Holton,3458,CEOC,Celtis occidentalis,Common Hackberry,51,2/29/2012 12:00:00 AM,-73.590106,45.491221,d005e9e6-5112-42a4-9d90-e7979e073e2f
5013,196212,Street,Avenue Holton,3470,CEOC,Celtis occidentalis,Common Hackberry,46,2/29/2012 12:00:00 AM,-73.590441,45.491266,9c7dcebe-60c0-44e2-8242-f3651705bb42
5014,196213,Street,Avenue Holton,3470,CEOC,Celtis occidentalis,Common Hackberry,52,10/17/2017 12:00:00 AM,-73.590312,45.491257,05434778-4b40-423a-839b-ef94acf4949f
5015,196214,Street,Avenue Holton,3478,CEOC,Celtis occidentalis,Common Hackberry,58,10/17/2017 12:00:00 AM,-73.590536,45.491266,922cafac-b1c7-4033-bf65-cb28878f6a9c
5016,196215,Street,Avenue Holton,3482,CEOC,Celtis occidentalis,Common Hackberry,54,10/17/2017 12:00:00 AM,-73.59077,45.491252,c40850f9-0b88-4a49-b246-1b46dc603341
5017,196216,Street,Avenue Holton,3488,CEOC,Celtis occidentalis,Common Hackberry,66,10/17/2017 12:00:00 AM,-73.590891,45.491238,6ac6cb05-fa5d-4a5f-9563-ddaa50fea7e9
5019,196218,Street,Avenue Holton,N/A,CEOC,Celtis occidentalis,Common Hackberry,64,2/29/2012 12:00:00 AM,-73.589693,45.491056,1e0d09cf-89a0-4942-b2d2-e852c2e73e9c
5030,196229,Street,Avenue Hope,N/A,CEOC,Celtis occidentalis,Common Hackberry,28,1/19/2012 12:00:00 AM,-73.580509,45.489591,eb1e2bab-bb2f-4fec-b317-8f955cab8076
5037,196236,Street,Avenue Hope,N/A,CEOC,Celtis occidentalis,Common Hackberry,30,1/19/2012 12:00:00 AM,-73.580376,45.489531,3e8f9508-d811-4675-ada4-cb8cb47a2e3e
7671,198508,Street,Chemin De Breslay,3030,CEOC,Celtis occidentalis,Common Hackberry,10,2/10/2021 12:00:00 AM,-73.590665,45.491734,0db6899b-307f-4153-a25c-3db19bea740b
7983,198820,Street,Boulevard de Maisonneuve Ouest,1945,CEOC,Celtis occidentalis,Common Hackberry,34,3/6/2012 12:00:00 AM,-73.582481,45.493018,e5de91ae-93ad-4741-91b7-08cf58fa9159
7996,198833,Street,Boulevard de Maisonneuve Ouest,2305,CEOC,Celtis occidentalis,Common Hackberry,24,3/6/2012 12:00:00 AM,-73.585055,45.490815,ec4e0dd9-4cf9-4785-a179-7a0aa0fb8cc2
7997,198834,Street,Boulevard de Maisonneuve Ouest,2325,CEOC,Celtis occidentalis,Common Hackberry,20,10/26/2016 12:00:00 AM,-73.585407,45.490518,9d9c421a-71ed-4c3f-bcbf-dfb9fe602556
13028,204252,Street,Rue Saint-Mathieu,1194,CEOC,Celtis occidentalis,Common Hackberry,5,1/10/2012 12:00:00 AM,-73.577613,45.492791,1a5c55f6-5419-4844-87ad-0b57bce1dee3
13156,204380,Street,Rue Saint-Mathieu,1258,CEOC,Celtis occidentalis,Common Hackberry,14,10/5/2011 12:00:00 AM,-73.578672,45.493403,bbd19358-d7af-4841-87ca-a6ddf70d0acb
13595,204015,Street,Rue Sainte-Catherine Ouest,1931,CEOC,Celtis occidentalis,Common Hackberry,16,3/6/2012 12:00:00 AM,-73.580935,45.492497,c18a8f7d-5f9f-4b0a-8cae-84cca32393b6
14347,205182,Street,Rue Tupper,1847,CEOC,Celtis occidentalis,Common Hackberry,13,8/2/2006 12:00:00 AM,-73.579264,45.492601,d5e91172-532c-4e80-9666-49c2110e6934
14356,205191,Street,Rue Tupper,2055,CEOC,Celtis occidentalis,Common Hackberry,13.8,7/29/2021 1:57:06 PM,-73.581039,45.491012,2fe2197d-31dc-4971-a52a-6f192a815954
14361,205196,Street,Rue Tupper,2121,CEOC,Celtis occidentalis,Common Hackberry,22,1/19/2012 12:00:00 AM,-73.581761,45.490404,9acab215-8806-4a30-9efa-e4be172909ab
14366,205201,Street,Rue Tupper,2165,CEOC,Celtis occidentalis,Common Hackberry,32,1/19/2012 12:00:00 AM,-73.582006,45.490217,90456830-e2aa-4daf-83f4-8c0ce0ec73b3
14368,205203,Street,Rue Tupper,1804,CEOC,Celtis occidentalis,Common Hackberry,18,1/19/2012 12:00:00 AM,-73.578479,45.493155,301a0fe0-cef0-4380-9385-aecef1aa1586
14370,205205,Street,Rue Tupper,1820,CEOC,Celtis occidentalis,Common Hackberry,22,1/19/2012 12:00:00 AM,-73.578746,45.492921,b68739e9-6a45-4bd3-a520-7b993dd6c2e5
14371,205206,Street,Rue Tupper,1824,CEOC,Celtis occidentalis,Common Hackberry,24,1/19/2012 12:00:00 AM,-73.578842,45.49284,fdb4a952-e541-4ceb-8edc-79f8365ce04d
14376,205211,Street,Rue Tupper,1900,CEOC,Celtis occidentalis,Common Hackberry,25,1/19/2012 12:00:00 AM,-73.579664,45.492048,f129c4bf-c868-4ba0-ae88-1bc828287c6a
14377,205212,Street,Rue Tupper,1938,CEOC,Celtis occidentalis,Common Hackberry,29,1/19/2012 12:00:00 AM,-73.58003,45.491737,28385a0a-26a3-4582-9436-5485a7a92e6d
14380,205215,Street,Rue Tupper,1958,CEOC,Celtis occidentalis,Common Hackberry,13,1/19/2012 12:00:00 AM,-73.58041,45.491413,5453fbb8-64e4-4bb8-9de4-c8bcb64dc5c5
14382,205217,Street,Rue Tupper,2064,CEOC,Celtis occidentalis,Common Hackberry,5,5/5/2010 12:00:00 AM,-73.58083,45.490972,a8e5971b-5a89-4ef3-ac43-34410338613c
14385,205220,Street,Rue Tupper,2112,CEOC,Celtis occidentalis,Common Hackberry,31,1/19/2012 12:00:00 AM,-73.581472,45.490456,ac577974-8a6e-4fb5-9ac2-39afb1583255
14387,205222,Street,Rue Tupper,2134,CEOC,Celtis occidentalis,Common Hackberry,6,1/19/2012 12:00:00 AM,-73.58174,45.490242,080b6160-aa55-4160-ad05-51c9672b4e39
15320,205739,Street,Rue Sussex,N/A,CEOC,Celtis occidentalis,Common Hackberry,10,2/17/2015 12:00:00 AM,-73.58125,45.489399,bfe7466a-f1f9-421f-a548-c7536536da63
13667,204504,Street,Rue Saint-Mathieu,1420,CDJA,Cercidiphyllum japonicum,Katsura Tree,5,11/9/2017 12:00:00 AM,-73.579862,45.49411,b01976f2-c083-4651-884d-8397fc8a3d95
3347,43850,Parc,HENRI-DUNANT,N/A,CG,Crataegus,Hawthorn,9,7/14/2017 12:00:00 AM,-73.582252,45.489742,52bf721b-b14e-4825-9156-f312c5865d44
3345,43848,Parc,HENRI-DUNANT,N/A,CGMO,Crataegus x mordensis,Hawthorn,6,7/14/2017 12:00:00 AM,-73.58221,45.489725,10cad761-6983-43db-9859-0efa2aafa26b
2913,43019,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,24,3/16/2016 12:00:00 AM,-73.581129,45.492841,c0ed358c-edc5-4f4f-bd94-4752ce9e6efe
3019,43125,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,23,3/16/2016 12:00:00 AM,-73.581119,45.492803,c12bf881-2f4d-41bc-9e54-a123f5d2e256
3030,43136,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,23,3/16/2016 12:00:00 AM,-73.581077,45.492818,b41cf240-1f4b-465a-95ea-46a992351a6b
3038,43144,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,28,3/16/2016 12:00:00 AM,-73.581053,45.492807,6b9d76b4-e301-422d-8c94-3a20a393c4bd
3047,43153,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,24,3/16/2016 12:00:00 AM,-73.581047,45.492799,9e277426-1fec-427d-8a37-42213d967b61
3049,43155,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,25,3/16/2016 12:00:00 AM,-73.581074,45.492785,5f10a6dd-daf3-46c3-bb10-f39760f2dc57
3266,43769,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,24,3/16/2016 12:00:00 AM,-73.581232,45.492753,b50ba4f1-6457-4874-9f5e-7d67a89c1fa8
3267,43770,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,FR,Fraxinus,Ash,21,3/16/2016 12:00:00 AM,-73.581117,45.492848,827f3876-f3df-4892-a2a0-8df1a8aac02c
11101,201919,Street,Rue Lambert-Closse,2045,FRPE,Fraxinus pennsylvanica,Red Ash,36,9/30/2014 12:00:00 AM,-73.585277,45.491189,c3ce684d-a3aa-4871-a64c-73c6d00141e5
11108,201926,Street,Rue Lambert-Closse,2211,FRPE,Fraxinus pennsylvanica,Red Ash,27,9/30/2014 12:00:00 AM,-73.586272,45.491768,3208066b-2e13-4099-af4e-93407bd60f57
13664,204501,Street,Rue Saint-Mathieu,1420,FRPE,Fraxinus pennsylvanica,Red Ash,31.2,10/3/2014 12:00:00 AM,-73.580222,45.494301,feef55b8-1b4c-4314-983e-72f36b624410
13669,204506,Street,Rue Saint-Mathieu,1448,FRPE,Fraxinus pennsylvanica,Red Ash,24,10/17/2014 12:00:00 AM,-73.580351,45.494378,376244aa-7b1f-42ed-a57c-4ce696d9251f
13670,204507,Street,Rue Saint-Mathieu,1456,FRPE,Fraxinus pennsylvanica,Red Ash,19,10/3/2014 12:00:00 AM,-73.580454,45.494436,eec5475e-fea7-481a-be47-d01088f0337f
14357,205192,Street,Rue Tupper,2077,FRPE,Fraxinus pennsylvanica,Red Ash,35,9/30/2014 12:00:00 AM,-73.581133,45.49094,23ac1cfc-ffc2-4351-b955-9daf8be4ed04
14358,205193,Street,Rue Tupper,2085,FRPE,Fraxinus pennsylvanica,Red Ash,49,9/30/2014 12:00:00 AM,-73.5812,45.490886,f6330bb9-bbcf-44eb-8ef5-c8f8b7414583
14372,205207,Street,Rue Tupper,1836,FRPE,Fraxinus pennsylvanica,Red Ash,25,1/19/2012 12:00:00 AM,-73.57897,45.492728,8a7400f1-e42e-4dc9-968b-46adbd6f865a
15319,205738,Street,Rue Sussex,N/A,FRPE,Fraxinus pennsylvanica,Red Ash,48,9/30/2014 12:00:00 AM,-73.580942,45.489253,9fe29766-2432-45f3-90df-3ead8bf33523
15321,205740,Street,Rue Sussex,N/A,FRPE,Fraxinus pennsylvanica,Red Ash,38,6/24/2015 12:00:00 AM,-73.58109,45.48932,106c1638-0392-4450-9e9d-ce7e123ba9af
15530,205949,Street,Rue Sherbrooke Ouest,N/A,FRPE,Fraxinus pennsylvanica,Red Ash,23,10/2/2014 12:00:00 AM,-73.587383,45.491869,81f04eb9-574c-45d2-a935-ee47c392a5bb
15539,205958,Street,Rue Sherbrooke Ouest,N/A,FRPE,Fraxinus pennsylvanica,Red Ash,30,10/2/2014 12:00:00 AM,-73.586299,45.492543,317e2b94-47d8-432a-9495-74b59404d32b
13631,204468,Street,Rue Saint-Mathieu,N/A,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,29,10/1/2014 12:00:00 AM,-73.57794,45.493167,feb2b417-50ee-4147-8ec9-2926a8558653
13632,204469,Street,Rue Saint-Mathieu,N/A,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,35,10/1/2014 12:00:00 AM,-73.578028,45.49322,9e5a2375-77ae-468c-8747-1b4383d74f47
13633,204470,Street,Rue Saint-Mathieu,N/A,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,37,10/1/2014 12:00:00 AM,-73.578149,45.493292,4b9b596a-49b5-45af-8d4a-348d7ed9a5f0
13635,204472,Street,Rue Saint-Mathieu,N/A,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,0,1/1/1900 12:00:00 AM,-73.578446,45.493464,a23ba2da-3453-428b-833b-5f3a042b099b
14359,205194,Street,Rue Tupper,2105,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,32,9/30/2014 12:00:00 AM,-73.581446,45.490688,2296e9fb-c5ed-449e-8a2c-65771be6834b
14360,205195,Street,Rue Tupper,2115,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,38,9/30/2014 12:00:00 AM,-73.581538,45.490584,da25acc6-35c9-4eb6-8187-0b47244541a4
14381,205216,Street,Rue Tupper,2060,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,19,9/30/2014 12:00:00 AM,-73.580749,45.491039,d6fa3f4b-6bf6-4afb-a5ec-73b9a57be409
14383,205218,Street,Rue Tupper,2086,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,31,9/30/2014 12:00:00 AM,-73.581047,45.4908,62057449-93f5-4691-9366-f6aa60e6e073
14384,205219,Street,Rue Tupper,2104,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,33,9/30/2014 12:00:00 AM,-73.581357,45.490553,0e8575c0-ad57-49ba-b23c-983cc055cd6c
14386,205221,Street,Rue Tupper,2116,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,31,9/30/2014 12:00:00 AM,-73.58156,45.490391,77538907-f28f-4330-b2b2-4755afef5352
14390,205225,Street,Rue Tupper,N/A,FRPESU,Fraxinus pennsylvanica 'Summit',Summit Red Ash,22,9/30/2014 12:00:00 AM,-73.58059,45.49116,a60fb4c3-13a1-40c8-9830-3a6fc222bb8a
692,41996,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,5,9/21/2015 12:00:00 AM,-73.581028,45.489336,dd90300d-02c4-4c2e-b750-ff6672441db0
693,41997,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,5,9/21/2015 12:00:00 AM,-73.581084,45.48936,1ba5eb17-d15b-4641-910e-cccb2a296c90
694,41998,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,5,9/21/2015 12:00:00 AM,-73.581142,45.48939,3ff88346-426f-4d34-856b-df1ca6ec30b9
2169,43498,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,20,1/27/2017 12:00:00 AM,-73.580817,45.489235,812b5706-7314-411f-89f6-6014b16010a7
2259,43588,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,16,1/27/2017 12:00:00 AM,-73.5809,45.489275,3e081cad-1565-4348-be1c-56afc6deeb4c
2344,43673,Parc,HECTOR-TOE-BLAKE,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,20,1/27/2017 12:00:00 AM,-73.580972,45.489311,62cdbd14-749b-41c9-a293-a005df74b6ea
9584,200400,Street,Rue Chomedey,1405,GIBI,Ginkgo biloba,Maidenhair Tree,5,6/11/2018 12:00:00 AM,-73.582727,45.491083,54a6582a-7928-41a2-8a16-85928d20c5e9
9599,200415,Street,Rue Chomedey,2255,GIBI,Ginkgo biloba,Maidenhair Tree,5,4/23/2010 12:00:00 AM,-73.584991,45.492388,fd00a17b-18cf-4b0b-b1e4-ea07ac846509
9600,200416,Street,Rue Chomedey,2255,GIBI,Ginkgo biloba,Maidenhair Tree,5,4/23/2010 12:00:00 AM,-73.585153,45.492482,0ba2f7ac-54a2-4a14-ac34-2bddf22ff7c9
9601,200417,Street,Rue Chomedey,2305,GIBI,Ginkgo biloba,Maidenhair Tree,5,4/23/2010 12:00:00 AM,-73.585347,45.492592,11f5706d-4f06-42fb-bafc-20bcd2053e3b
9602,200418,Street,Rue Chomedey,2305,GIBI,Ginkgo biloba,Maidenhair Tree,5,4/23/2010 12:00:00 AM,-73.585459,45.492661,d7561d36-c6a9-4a8d-b423-715e5bd4db1a
13176,204400,Street,Rue Saint-Marc,1237,GIBI,Ginkgo biloba,Maidenhair Tree,5,1/12/2012 12:00:00 AM,-73.579207,45.492201,856d73d3-e9c5-4b88-a06b-c05d4e8df1f4
13206,204430,Street,Rue Saint-Marc,1254,GIBI,Ginkgo biloba,Maidenhair Tree,5,5/30/2019 12:00:00 AM,-73.579829,45.492403,f4b0d958-7e6c-4d32-a4ca-fdafc8601ad5
13207,204431,Street,Rue Saint-Marc,1254,GIBI,Ginkgo biloba,Maidenhair Tree,5,5/31/2021 12:00:00 AM,-73.579754,45.492356,783b84fd-e109-4eec-811f-b55c263f4564
15120,206336,Street,Rue du Fort,N/A,GIBI,Ginkgo biloba,Maidenhair Tree,7,9/25/2019 12:00:00 AM,-73.579001,45.490307,ba2177c3-c682-47c6-8bbf-190e823615fd
4638,196650,Street,Avenue Seymour,1190,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/5/2016 12:00:00 AM,-73.580294,45.490158,79eb5897-5a3d-48b2-a9bd-0b8b326e6efb
4641,196653,Street,Avenue Seymour,1214,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/5/2016 12:00:00 AM,-73.580783,45.490387,b969b15c-f43a-4c07-8d1a-2f2c350537c5
4643,196655,Street,Avenue Seymour,1226,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/5/2016 12:00:00 AM,-73.580916,45.490454,56495e23-9214-4379-b6f2-432c42911e58
7811,198648,Street,Chemin Saint-Sulpice,3028,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/5/2016 12:00:00 AM,-73.591173,45.493155,51640504-b16b-4ad7-9f41-6922a6305c92
7812,198649,Street,Chemin Saint-Sulpice,3054,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/9/2016 12:00:00 AM,-73.59039,45.493837,c8960ddb-dcc6-4f23-9bd3-0878a7bd2f58
7813,198650,Street,Chemin Saint-Sulpice,3060,GIBIAG,Ginkgo biloba 'Autumn Gold',Autumn Gold Maidenhair Tree,5,5/5/2016 12:00:00 AM,-73.59056,45.493681,3cc37532-ee99-4240-8226-477ae2d7fc83
2140,43469,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,38,12/5/2016 12:00:00 AM,-73.583294,45.489379,26eaf24f-305c-4070-8843-aa4c3e557bed
2151,43480,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,45,12/5/2016 12:00:00 AM,-73.583404,45.489396,8b257bdb-4f4a-46bf-9b82-bac030d534e2
2158,43487,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,43,12/5/2016 12:00:00 AM,-73.583303,45.489439,58e2a4ce-fcd1-4bd7-940d-aa8675bbb058
2167,43496,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,39,12/5/2016 12:00:00 AM,-73.58321,45.489435,5aa56adb-9787-400b-bfe1-81fea7d7f94a
2371,43700,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,51,12/5/2016 12:00:00 AM,-73.58399,45.48915,7479f4bd-0eba-4ed6-8afc-2b9657743018
3304,43807,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,37,12/5/2016 12:00:00 AM,-73.583789,45.489702,c232b778-f638-429f-9e9f-8c7ec9b7139b
3312,43815,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,40,12/5/2016 12:00:00 AM,-73.583715,45.489701,d362c905-5815-4ac3-a619-25f91832d5ce
3329,43832,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,45,12/5/2016 12:00:00 AM,-73.583514,45.489735,c1d80af2-56ac-4d0a-b2eb-ddc85ed5bda1
3434,43937,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,40,12/5/2016 12:00:00 AM,-73.58353,45.489372,6e206064-c062-4a4d-92ec-d0a31a9634bc
3435,43938,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,38,12/5/2016 12:00:00 AM,-73.583667,45.489363,a34c6f7b-5144-44ae-9ae2-8a6a2b7e9929
3439,43942,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,12/5/2016 12:00:00 AM,-73.583797,45.488992,402ac547-deee-4b81-9b9c-78a9f33d4433
3441,43944,Parc,CABOT,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,12/5/2016 12:00:00 AM,-73.58395,45.489351,fbe5df23-df6e-4827-9847-6c1d26f9c3f2
4314,195937,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.583504,45.488477,a9ba32f2-695b-4dbf-88cc-d7ce9d621218
4315,195938,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.583574,45.488554,2048b5ce-fcdb-4fe1-8057-d96bef5770b7
4316,195939,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.583949,45.48888,3d62786b-a982-4065-b911-406652d1db5f
4317,195940,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.584036,45.488948,e7a94e54-5913-4cc8-97d3-2692e8aa8c9e
4318,195941,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.584194,45.489078,a65ba4b0-77de-49de-9128-18058515d74f
4319,195942,Street,Avenue Atwater,N/A,GLTR,Gleditsia triacanthos,Common Honey-Locust,20,2/9/2012 12:00:00 AM,-73.584276,45.489141,36bbcd09-740c-4a42-944a-4d5f0403e150
4295,195758,Street,Avenue Atwater,N/A,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',Northern Acclaim Honey-Locust,5,11/23/2016 12:00:00 AM,-73.58504,45.489652,573fd003-7a92-438f-aca7-3afc77956aa5
4296,195761,Street,Avenue Atwater,N/A,GLTRNA,Gleditsia triacanthos 'Northern Acclaim',Northern Acclaim Honey-Locust,5,11/23/2016 12:00:00 AM,-73.585282,45.489793,a058dc6d-aed9-425d-9035-8814db13a85b
