fid,ObjectId,GS Type,Sample Site,No_civique,Species Code,Species Latin,ESSENCE_AN,DBH,Date_relev,Longitude,Latitude,GlobalID
15349,205768,Street,Rue Sherbrooke Ouest,1669,ACSA,Acer saccharinum,Silver Maple,71,3/6/2012 12:00:00 AM,-73.583131,45.49516,ca408380-dae9-4075-9ea5-21699382f358
15511,205930,Street,Rue Sherbrooke Ouest,1669,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.583368,45.494889,03dae0da-bedb-4c26-a930-7b7ed8243593
15512,205931,Street,Rue Sherbrooke Ouest,1669,ACSA,Acer saccharinum,Silver Maple,25,3/6/2012 12:00:00 AM,-73.582771,45.495571,7ad714fd-589c-48e4-a5b1-42c6368cfa77
15513,205932,Street,Rue Sherbrooke Ouest,1669,ACSA,Acer saccharinum,Silver Maple,20,3/6/2012 12:00:00 AM,-73.582848,45.495479,bd4d8507-97b6-48f3-b152-940e476a3c7a
15515,205934,Street,Rue Sherbrooke Ouest,1931,ACSA,Acer saccharinum,Silver Maple,22,3/6/2012 12:00:00 AM,-73.584523,45.493624,98d2a470-d383-4d98-8a2a-9db812f191a7
15517,205936,Street,Rue Sherbrooke Ouest,1931,ACSA,Acer saccharinum,Silver Maple,26,3/6/2012 12:00:00 AM,-73.583582,45.494646,902f0090-a51d-4dca-9e0f-cbdd58ef7d4e
15518,205937,Street,Rue Sherbrooke Ouest,1931,ACSA,Acer saccharinum,Silver Maple,25,3/6/2012 12:00:00 AM,-73.583721,45.494473,2995a729-8c1f-42ab-85d7-09d6261f8dbf
15519,205938,Street,Rue Sherbrooke Ouest,1931,ACSA,Acer saccharinum,Silver Maple,22,3/6/2012 12:00:00 AM,-73.583804,45.494392,ee581a1f-bddc-4e28-91ad-33f2ad1764e9
15529,205948,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,30,3/6/2012 12:00:00 AM,-73.587224,45.491986,4785ff36-bc24-471a-89d3-cc0ce2bff470
15531,205950,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.587559,45.491738,74c6c4c3-8c41-456e-86bb-6f7803e7edd7
15532,205951,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,23,3/6/2012 12:00:00 AM,-73.587818,45.491534,7d10319e-5465-452f-bd11-048dd707fdee
15535,205954,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,37,3/6/2012 12:00:00 AM,-73.586562,45.492389,aae67a20-db9d-4545-9afe-b47184f09eab
15536,205955,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,33,3/6/2012 12:00:00 AM,-73.585954,45.492745,17663612-1063-4219-a12f-30d64261c782
15537,205956,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,50,3/6/2012 12:00:00 AM,-73.586879,45.492202,db499b53-e67e-40f6-9aae-b0dc49f9dce3
15538,205957,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.586195,45.492615,505c3958-b399-49ec-b0d3-c4f5303be57d
15541,205960,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,28,3/6/2012 12:00:00 AM,-73.586484,45.492437,f847cfb9-777c-4500-bfb7-e8cf186718bf
15542,205961,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,30,3/6/2012 12:00:00 AM,-73.586636,45.492346,9cb6b5f7-dc50-4d51-967a-f14c6496244b
15543,205962,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.586794,45.492252,b7c259be-1841-492f-94d4-9adedd759e79
15545,205964,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,29,3/6/2012 12:00:00 AM,-73.58613,45.492645,cde97cc0-5635-4036-bfd4-c8004404368d
15551,205970,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,26,3/6/2012 12:00:00 AM,-73.5856,45.492959,4d5b2619-d7a2-43f8-918a-256c4b7189d9
15576,205995,Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,28,3/6/2012 12:00:00 AM,-73.585864,45.492799,7ffac6e8-1f99-4c57-bab7-632eec1cb9f4
15863,205500,Street,Rue Sherbrooke Ouest,1601,ACSA,Acer saccharinum,Silver Maple,36,3/6/2012 12:00:00 AM,-73.582133,45.496303,41f6c963-ea68-4267-b280-2f9912587ce1
15934,205571,Street,Rue Sherbrooke Ouest,1620,ACSA,Acer saccharinum,Silver Maple,31,3/6/2012 12:00:00 AM,-73.581953,45.496159,1106b28c-874f-4592-a257-c6f8dfed5e23
15936,205573,Street,Rue Sherbrooke Ouest,1620,ACSA,Acer saccharinum,Silver Maple,36,3/6/2012 12:00:00 AM,-73.582169,45.495919,e7080fce-9a84-4a84-9ff1-4dd4b7fe689e
15937,205574,Street,Rue Sherbrooke Ouest,1620,ACSA,Acer saccharinum,Silver Maple,31,3/6/2012 12:00:00 AM,-73.582237,45.495843,dd189c80-c383-4e74-b6db-2d5cf2f72bc6
15938,205575,Street,Rue Sherbrooke Ouest,1814,ACSA,Acer saccharinum,Silver Maple,46,3/6/2012 12:00:00 AM,-73.582591,45.495439,4e3bd01c-cc65-4c02-944a-b78d3425a144
15940,205577,Street,Rue Sherbrooke Ouest,1826,ACSA,Acer saccharinum,Silver Maple,51,3/6/2012 12:00:00 AM,-73.58277,45.495234,fd3b93af-fa04-4494-8f32-8ae566665bb1
15954,205591,Street,Rue Sherbrooke Ouest,1629,ACSA,Acer saccharinum,Silver Maple,26,3/6/2012 12:00:00 AM,-73.582374,45.496021,7e3f3421-9d02-4d23-b94a-8cffe6f97197
4331,195954,Street,Avenue Atwater,N/A,ACSALA,Acer saccharinum 'Laciniatum',Cut-leaf Silver Maple,5,11/9/2017 12:00:00 AM,-73.58984,45.49289,318b5c71-c60a-4768-ab84-a5a2ea7c2576
4332,195955,Street,Avenue Atwater,N/A,ACSALA,Acer saccharinum 'Laciniatum',Cut-leaf Silver Maple,5,10/5/2013 12:00:00 AM,-73.589836,45.492961,0e4092df-1393-4473-bcf4-ae48df6c29e7
4333,195956,Street,Avenue Atwater,N/A,ACSALA,Acer saccharinum 'Laciniatum',Cut-leaf Silver Maple,5,10/5/2013 12:00:00 AM,-73.589841,45.493033,d5450231-a4cf-40ca-b840-41c74634ca15
4329,195952,Street,Avenue Atwater,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,16,1/23/2012 12:00:00 AM,-73.586548,45.490381,0f8ddcef-5b5b-4959-aac6-7c58b1f6ac22
4330,195953,Street,Avenue Atwater,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,30,1/23/2012 12:00:00 AM,-73.586715,45.49048,ac51b823-e872-49f8-b0a5-6b31e88d04d0
9585,200401,Street,Rue Chomedey,1405,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,27,1/12/2012 12:00:00 AM,-73.582817,45.491137,709c2ccd-e6b4-4e7e-9a5b-941e9f406d71
9586,200402,Street,Rue Chomedey,1415,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,38,2/15/2012 12:00:00 AM,-73.582986,45.491235,c85e2426-764b-433b-8abc-7840ba606163
9587,200403,Street,Rue Chomedey,1425,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,40,6/21/2011 12:00:00 AM,-73.583122,45.491312,63e1d84f-44ec-4d09-97f1-8d4dab1bc5dd
9588,200404,Street,Rue Chomedey,1433,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,6,1/12/2012 12:00:00 AM,-73.58324,45.491379,480038a0-29fe-4565-ad6b-edc7fe2428c2
9589,200405,Street,Rue Chomedey,1441,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,31,1/12/2012 12:00:00 AM,-73.58334,45.491434,6a327d72-94b0-4365-a5f2-9839b8541a58
9593,200409,Street,Rue Chomedey,2005,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,42,1/12/2012 12:00:00 AM,-73.584102,45.491851,bcda2b93-dc62-429e-8a2b-c9d3612c996f
9605,200421,Street,Rue Chomedey,1414,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,14,1/12/2012 12:00:00 AM,-73.583089,45.491132,89fd17ce-5cba-431f-bfcc-34d70336c9c8
13105,204329,Street,Rue Sainte-Catherine Ouest,1846,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,19,3/6/2012 12:00:00 AM,-73.58003,45.493042,0c0c8a00-76aa-4c35-8095-0ba0c5f09dc0
13107,204331,Street,Rue Sainte-Catherine Ouest,1900,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,11,3/6/2012 12:00:00 AM,-73.580585,45.492573,b6865423-8632-41aa-83f4-f93ec971b096
13116,204340,Street,Rue Sainte-Catherine Ouest,2150,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,19,3/6/2012 12:00:00 AM,-73.582683,45.490786,e701f1cb-47e8-45ea-8616-5c6633d223c6
13117,204341,Street,Rue Sainte-Catherine Ouest,2162,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,32,3/6/2012 12:00:00 AM,-73.582879,45.490619,c31a3cda-35af-4cad-a504-a3913ddb7a2b
14209,205044,Street,Rue Sherbrooke Ouest,2156,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,8,3/6/2012 12:00:00 AM,-73.586053,45.492454,478f75e4-de54-41bf-8561-65d244175514
15533,205952,Street,Rue Sherbrooke Ouest,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,24,3/6/2012 12:00:00 AM,-73.587052,45.492094,0648a969-e143-48e3-8b85-39e5f901360d
15534,205953,Street,Rue Sherbrooke Ouest,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,7,3/6/2012 12:00:00 AM,-73.587455,45.491816,b737bc74-0ad0-439c-afca-8b047cec0ee3
15544,205963,Street,Rue Sherbrooke Ouest,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,24,3/6/2012 12:00:00 AM,-73.586964,45.492147,ff8c67db-51ac-4b8c-be02-5fef2f79590e
2258,43587,Parc,CABOT,N/A,ACSC,Acer saccharum,Sugar Maple,5,9/12/2019 12:00:00 AM,-73.58351,45.489111,3b734ab0-8d84-4f9f-bc1c-dade60942393
3321,43824,Parc,CABOT,N/A,ACSC,Acer saccharum,Sugar Maple,5,6/19/2018 12:00:00 AM,-73.583694,45.489598,6d362741-aff8-459d-b858-909ea726361f
14334,205169,Street,Rue Towers,1408,ACTA,Acer tataricum,Tartarian Maple,5,5/30/2012 12:00:00 AM,-73.581165,45.492393,a6193d49-67dc-4ddb-817d-0e8255a5cacb
2376,43705,Parc,CABOT,N/A,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,11/3/2020 12:00:00 AM,-73.58377,45.489288,d19128fb-a595-4186-b62d-3105b79bb550
4628,196640,Street,Avenue Seymour,1177,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,10/30/2010 12:00:00 AM,-73.580016,45.490144,4de6e0d7-260a-4159-b8e6-346b7c83bb9b
6476,198085,Street,Boulevard de Maisonneuve Ouest,2150,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,5/11/2015 12:00:00 AM,-73.583954,45.491532,be8d027b-d4b0-4a13-845a-6cb7a9c91b4b
6540,198149,Street,Chemin De Breslay,3047,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/20/2014 12:00:00 AM,-73.591031,45.491359,422e1b24-0051-4146-9ad1-c8ada8258372
6638,198247,Street,Chemin De Breslay,3047,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/20/2014 12:00:00 AM,-73.591096,45.491323,83983900-7558-4762-bc1d-9ce61790766e
7984,198821,Street,Boulevard de Maisonneuve Ouest,2057,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.583107,45.4925,decbb51a-f8de-4221-985f-c1ead5d3dc5e
7985,198822,Street,Boulevard de Maisonneuve Ouest,2077,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.583501,45.492162,d7062468-960e-401a-85da-f4604c9b9e7a
7989,198826,Street,Boulevard de Maisonneuve Ouest,2097,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.583915,45.491811,b2ae6c25-0c9a-423b-9c4a-c26dbb22d619
7990,198827,Street,Boulevard de Maisonneuve Ouest,2157,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584129,45.491626,c91ba227-e0d9-4174-9c1d-e1faa8fe79f1
7991,198828,Street,Boulevard de Maisonneuve Ouest,2157,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,4/9/2015 12:00:00 AM,-73.584251,45.491523,c1078744-a52a-425e-a8a8-59b05b56fb1a
7992,198829,Street,Boulevard de Maisonneuve Ouest,2187,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584625,45.491203,1b8d9f3a-8700-4b07-9f74-721f35cbb268
7993,198830,Street,Boulevard de Maisonneuve Ouest,2195,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584698,45.491131,7cdea440-6df1-4fd9-8b78-7182c080b86c
7994,198831,Street,Boulevard de Maisonneuve Ouest,2195,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.584753,45.491081,6a7b2ca9-bd95-4577-8e99-fd3373b21274
7995,198832,Street,Boulevard de Maisonneuve Ouest,2195,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.584823,45.491023,a095ed42-67d1-4443-a0fc-de14265e98f5
10594,201020,Street,Rue Lambert-Closse,2010,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2019 12:00:00 AM,-73.585079,45.490905,0d4c23e3-e9c0-42cf-8384-c13b6e4bfc3a
10595,201021,Street,Rue Lambert-Closse,2010,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2019 12:00:00 AM,-73.585162,45.490954,b9efc48d-0b74-434b-b556-14e07b6184fe
10596,201022,Street,Rue Lambert-Closse,2052,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585377,45.491078,7a915650-b307-4f7c-850a-f944cd1c5fa6
10597,201023,Street,Rue Lambert-Closse,2052,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585469,45.491135,9e0ab84a-046d-4884-9fd2-b500cc6571d9
10598,201024,Street,Rue Lambert-Closse,2100,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.58555,45.491182,046abfad-87fd-46ff-9bc0-5c7f5ba3846a
10599,201025,Street,Rue Lambert-Closse,2100,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585634,45.49123,d2cca12f-849b-43a4-8026-dafacd580f47
10600,201026,Street,Rue Lambert-Closse,2100,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585714,45.491279,4de8c947-df92-45e1-9b54-a0bd735de01d
10601,201027,Street,Rue Lambert-Closse,2100,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,2/17/2015 12:00:00 AM,-73.585797,45.491326,cdc49fee-9788-4914-8f0b-6662824887e2
13149,204373,Street,Rue Saint-Mathieu,1250,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/4/2012 12:00:00 AM,-73.578539,45.493326,d9f07fe1-005c-4ec0-812d-ffd45cee3b22
13168,204392,Street,Rue Saint-Marc,1169,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,1/12/2012 12:00:00 AM,-73.578071,45.491545,012f1e2f-7b7e-42b9-a034-81702d1c244c
13630,204467,Street,Rue Saint-Mathieu,N/A,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/11/2018 12:00:00 AM,-73.577838,45.493111,0e4a4f21-331f-43f0-9c34-726a9a2ad31e
13636,204473,Street,Rue Saint-Mathieu,N/A,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/11/2018 12:00:00 AM,-73.578234,45.493336,0bde077f-96f6-4983-ab73-2291a69bc800
13666,204503,Street,Rue Saint-Mathieu,1420,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/4/2012 12:00:00 AM,-73.580118,45.494243,f46a078e-c38d-4fa3-beea-63fee72713ed
13681,204518,Street,Rue Saint-Mathieu,3450,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.583405,45.49623,72875878-80a7-40d5-a7ca-026cddfc9652
13682,204519,Street,Rue Saint-Mathieu,3450,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.583501,45.496275,84080377-533d-4420-8e78-1bd0c2891c93
15521,205940,Street,Rue Sherbrooke Ouest,1931,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/15/2020 12:00:00 AM,-73.584016,45.494152,b9928237-9dfc-470e-9dd1-149582310583
15525,205944,Street,Rue Sherbrooke Ouest,3015,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,10/21/2013 12:00:00 AM,-73.588477,45.490949,ddbabcd6-d4a8-4a06-98f6-9c516b544e57
15526,205945,Street,Rue Sherbrooke Ouest,3015,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,10/21/2013 12:00:00 AM,-73.588582,45.490864,54e4a219-ec1f-43e1-bcae-6d9214634898
15527,205946,Street,Rue Sherbrooke Ouest,3025,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,10/21/2013 12:00:00 AM,-73.588707,45.490724,44b473f8-1213-4311-92bd-4134f41689ad
15528,205947,Street,Rue Sherbrooke Ouest,3025,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,8,10/24/2013 12:00:00 AM,-73.588848,45.490613,67cfad9c-54dd-4703-8937-969c2a0bf7af
8642,199459,Street,Rue Baile,1901,AEGL,Aesculus glabra,Ohio Buckeye,11,1/19/2012 12:00:00 AM,-73.579054,45.491828,544b16ef-e4b6-41ef-8394-cc9e6cd8947c
8643,199460,Street,Rue Baile,1901,AEGL,Aesculus glabra,Ohio Buckeye,10,1/19/2012 12:00:00 AM,-73.579144,45.491751,7b341a6a-e998-41c2-ab9b-b9ca45b4943f
8645,199462,Street,Rue Baile,1967,AEGL,Aesculus glabra,Ohio Buckeye,9,1/19/2012 12:00:00 AM,-73.579869,45.491134,0afd6aca-bdfd-4ec3-9053-365377931894
14336,205171,Street,Rue Towers,1420,ALGL,Alnus glutinosa,European Black Alder,5,5/8/2014 12:00:00 AM,-73.581612,45.492649,92bde280-8d4a-4837-bea0-70bbc44a4839
14339,205174,Street,Rue Towers,1420,ALGL,Alnus glutinosa,European Black Alder,5,5/8/2014 12:00:00 AM,-73.581722,45.492717,e7d7446f-341f-4060-814a-8c7031a60591
14340,205175,Street,Rue Towers,1420,ALGL,Alnus glutinosa,European Black Alder,5,5/8/2014 12:00:00 AM,-73.581504,45.492586,0b772f2a-319d-49ce-b9ec-0fc2f50faeb3
2277,43606,Parc,HECTOR-TOE-BLAKE,N/A,AM,Amelanchier,Serviceberry,7,1/27/2017 12:00:00 AM,-73.580836,45.489337,3b2a5cb7-edf7-40b6-8ade-a717f4d96c22
3271,43774,Parc,HECTOR-TOE-BLAKE,N/A,AM,Amelanchier,Serviceberry,8,1/27/2017 12:00:00 AM,-73.580872,45.489491,6528591f-a0bd-4696-8baa-d3ff35dee92c
4615,196627,Street,Avenue Selkirk,1627,AMCA,Amelanchier canadensis,Downy Serviceberry,8,1/12/2012 12:00:00 AM,-73.583495,45.496037,46b851a7-4749-4ff7-9a4f-f428591a93f9
7771,198608,Street,Chemin De Breslay,3030,AMCA,Amelanchier canadensis,Downy Serviceberry,5,5/9/2016 12:00:00 AM,-73.590692,45.4917,2b236387-10f6-4925-a4a0-9b0f396c48c9
10607,201033,Street,Rue Lambert-Closse,N/A,AMGR,Amelanchier x grandiflora,Apple Serviceberry,5,9/30/2019 12:00:00 AM,-73.58645,45.491705,670dfb3c-c947-4d6a-a89a-c89ad7aa7223
10627,201053,Street,Rue Lambert-Closse,N/A,AMGR,Amelanchier x grandiflora,Apple Serviceberry,5,9/30/2019 12:00:00 AM,-73.586062,45.49147,c15b887b-a810-4537-9eb0-5ceb196f3f4e
4610,196622,Street,Avenue Selkirk,1617,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,5/10/2016 12:00:00 AM,-73.583409,45.496127,9d04ce2f-4cad-44e6-91ba-e1e7ccf93eed
4612,196624,Street,Avenue Selkirk,1619,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,5/10/2016 12:00:00 AM,-73.583453,45.496077,70a771a6-c3b2-4764-a4d5-053142bce90e
6496,198105,Street,Chemin Barat,3014,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,10/6/2016 12:00:00 AM,-73.589029,45.49129,27eaa339-7ec3-46aa-b56c-514eea9ce8df
6497,198106,Street,Chemin Barat,3030,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,10/6/2016 12:00:00 AM,-73.589312,45.491034,4de009af-896a-45e2-ab4e-fad4a2e8e786
6498,198107,Street,Chemin Barat,3030,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,10/6/2016 12:00:00 AM,-73.589292,45.49106,d93a921b-6a03-4571-88f0-a6aa18c1381b
6499,198108,Street,Chemin Barat,3030,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,10/6/2016 12:00:00 AM,-73.589344,45.491004,5fb13008-51a3-4ca8-a175-57581be42f48
6500,198109,Street,Chemin Barat,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,10/6/2016 12:00:00 AM,-73.588914,45.491391,aaf35215-1a70-48c1-a225-6c8a08f37f0e
10603,201029,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586372,45.491658,f1aedc89-6c16-4029-9f39-6a62a675a9d7
10604,201030,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586132,45.491516,340e88f7-da28-4a61-b0e2-1977a8cf7061
10605,201031,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.58621,45.491561,fe0be49e-ca2e-44cf-a254-c9fd19031b59
10606,201032,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586297,45.49161,1201ef37-9749-4343-81a7-aef69e8ed3e5
10608,201034,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586616,45.491804,aae8ed30-a5f2-4309-8ad8-12119499e8e7
10609,201035,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.58679,45.491903,e57ef33a-ac3c-44c7-be39-a7c4c08edfb3
10610,201036,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586532,45.491755,6696ded5-82d9-4fde-aa29-5a550daeeb3d
10611,201037,Street,Rue Lambert-Closse,N/A,AMGRAB,Amelanchier x grandiflora 'Autumn Brillance',Autumn Brillance Serviceberry,5,9/30/2012 12:00:00 AM,-73.586706,45.491857,b1c30f82-d6ff-40f1-84e7-758008ee87b6
7821,198658,Street,Chemin Saint-Sulpice,3130,BENIHE,Betula nigra 'Heritage',Heritage River Birch,5,9/21/2019 12:00:00 AM,-73.592454,45.492576,1c7c8437-dcd8-4c12-b2da-f80407e8973c
10602,201028,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/30/2019 12:00:00 AM,-73.586112,45.491486,2dd2b7a1-d5fb-4d50-8244-50103b05fe0c
10618,201044,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586181,45.491531,89357b91-f902-4897-8079-e0d41177b2eb
10619,201045,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586264,45.49158,44132202-2328-4645-b8d7-40ec7abde10a
10620,201046,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586344,45.491624,761c4d53-ea1c-45c2-bf44-72687779c6a7
10621,201047,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586426,45.491672,1ba59c19-523e-4dd1-a6e2-8a3dca17906c
10622,201048,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586505,45.491719,2cefda73-7a56-46e8-b957-5bc2327e05ff
10623,201049,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586587,45.491768,00cc3c58-8a2b-42e8-ad6d-3d177330a5d5
10624,201050,Street,Rue Lambert-Closse,N/A,CRCO,Carya cordiformis,Bitternut Hickory,5,9/17/2016 12:00:00 AM,-73.586675,45.491818,d8cc06c6-267d-440a-bab3-4391661bd84b
