fid,Sample.Site,Site Code,Species.Code,Species Latin,Genus,Latitude,Longitude,DBH,DBH Round,Basal.Area,Subsite Code,GS Type,Classification,Index
N/A,N/A,Y5,ABBA,Abies Balsamea,Abies,N/A,N/A,16.5,17,0.0226865,Y5,Private,Private,3533
N/A,N/A,Y5,ABBA,Abies Balsamea,Abies,N/A,N/A,8.1,8,0.005024,Y5,Private,Private,3537
N/A,N/A,Y11,ABBA,Abies Balsamea,Abies,N/A,N/A,16.7,17,0.0226865,Y11,Private,Private,3563
N/A,N/A,Y46,ABBA,Abies Balsamea,Abies,N/A,N/A,5.2,5,0.0019625,Y46,Private,Private,3809
N/A,N/A,Y76,ABBA,Abies Balsamea,Abies,N/A,N/A,7.2,7,0.0038465,Y76,Private,Private,4066
N/A,N/A,Y76,ABBA,Abies Balsamea,Abies,N/A,N/A,8,8,0.005024,Y76,Private,Private,4067
N/A,N/A,Y76,ABBA,Abies Balsamea,Abies,N/A,N/A,4.8,5,0.0019625,Y76,Private,Private,4069
N/A,N/A,Y76,ABBA,Abies Balsamea,Abies,N/A,N/A,8.7,9,0.0063585,Y76,Private,Private,4070
N/A,N/A,Y86,ABBA,Abies Balsamea,Abies,N/A,N/A,14.6,15,0.0176625,Y86,Private,Private,4203
163,BENNY,P1,ACFR,Acer Freemannii 'Armstrong',Acer,45.466785,-73.631866,4.9,5,0.0019625,B46,Park,Public,6
65,BENNY,P1,ACFR,Acer Freemannii 'Armstrong',Acer,45.466579,-73.631368,5,5,0.0019625,B19,Park,Public,7
199,LOYOLA,P5,ACFR,Acer Freemannii 'Autumn Blaze',Acer,45.460993,-73.6449412,4.8,5,0.0019625,LO38,Park,Public,481
132,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.46146,-73.6449512,4.9,5,0.0019625,LO161,Park,Public,483
68,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461726,-73.6450076,7.7,8,0.005024,LO128,Park,Public,506
75,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.462579,-73.646441,17.4,17,0.0226865,LO130,Park,Public,605
32,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461882,-73.645904,21.5,22,0.037994,LO105,Park,Public,628
29,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461864,-73.645776,21.8,22,0.037994,LO103,Park,Public,630
96,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461988,-73.646348,22.9,23,0.0415265,LO142,Park,Public,638
299,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461951,-73.646251,24.4,24,0.045216,LO83,Park,Public,656
117,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.462032,-73.646607,28,28,0.061544,LO155,Park,Public,681
30,LOYOLA,P5,ACFR,Acer Freemannii,Acer,45.461844,-73.645654,32.9,33,0.0854865,LO103,Park,Public,716
1022,TRENHOLME,P6,ACFR,Acer Freemannii,Acer,45.459705,-73.6309,59.7,60,0.2826,T50,Park,Public,979
927,TRENHOLME,P6,ACFR,Acer Freemannii,Acer,45.460512,-73.633039,19.8,20,0.0314,T88,Park,Public,1058
1145,WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Acer,45.457651,-73.64915,16.5,17,0.0226865,W32,Park,Public,1145
1148,WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Acer,45.457709,-73.649219,18.7,19,0.0283385,W27,Park,Public,1148
39,St. Monica School,I16,ACFR,Acer Freemannii,Acer,45.4678228,-73.633919,84.6,85,0.5671625,SM19,Inst,Private,1638
44,St. Monica School,I16,ACFR,Acer Freemannii,Acer,45.4669686,-73.6345778,9.7,10,0.00785,SM2,Inst,Private,1643
43,St. Thomas Church,I2,ACFR,Acer Freemannii,Acer,45.4637173,-73.6423059,13.4,13,0.0132665,ST3,Inst,Private,1741
219,Ywen Kuok Buddhist Temple,I6,ACFR,Acer Freemannii,Acer,45.4623247,-73.6379503,83.1,83,0.5407865,YW6,Inst,Private,1791
225,Ywen Kuok Buddhist Temple,I6,ACFR,Acer Freemannii,Acer,45.462137,-73.638117,68,68,0.362984,YW2,Inst,Private,1797
1052,N/A,S15,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.650427,45.457167,7.4,7,0.0038465,S15,Row,Public,2038
1022,N/A,S27,ACFR,Acer x freemanii 'Marmo',Acer,-73.637694,45.466855,,0,0,S27,Row,Public,2213
1053,N/A,S48,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.643435,45.462893,12.7,13,0.0132665,S48,Row,Public,2566
1024,N/A,S51,ACFR,Acer x freemanii 'Armstrong',Acer,-73.643147,45.466608,4.5,5,0.0019625,S51,Row,Public,2624
1054,N/A,S51,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.643375,45.4667,33,33,0.0854865,S51,Row,Public,2625
1055,N/A,S51,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.643494,45.46674,38.3,38,0.113354,S51,Row,Public,2626
1450,N/A,S62,ACFR,Acer x 'freemannii',Acer,-73.641882,45.455611,56.1,56,0.246176,S62,Row,Public,2781
1075,N/A,S64,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.64663,45.457441,27.8,28,0.061544,S64,Row,Public,2832
1018,N/A,S66,ACFR,Acer x freemanii 'Autumn Fantasy',Acer,-73.631389,45.463808,14.4,14,0.015386,S66,Row,Public,2853
1019,N/A,S66,ACFR,Acer x freemanii 'Autumn Fantasy',Acer,-73.632615,45.464285,11,11,0.0094985,S66,Row,Public,2856
1025,N/A,S68,ACFR,Acer x freemanii 'Armstrong',Acer,-73.639314,45.4669,9.6,10,0.00785,S68,Row,Public,2889
1026,N/A,S68,ACFR,Acer x freemanii 'Armstrong',Acer,-73.639369,45.46692,9.6,10,0.00785,S68,Row,Public,2890
1451,N/A,S75,ACFR,Acer x freemanii,Acer,-73.64074,45.463824,81.2,81,0.5150385,S75,Row,Public,3008
1452,N/A,S76,ACFR,Acer x freemanii,Acer,-73.636419,45.461993,48.9,49,0.1884785,S76,Row,Public,3018
1021,N/A,S77,ACFR,Acer x freemanii 'Firefall',Acer,-73.642038,45.46415,16.8,17,0.0226865,S77,Row,Public,3028
1050,N/A,S77,ACFR,Acer rubrum 'Armstrong',Acer,-73.64347,45.464702,29.6,30,0.07065,S77,Row,Public,3039
1076,N/A,S77,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.64385,45.464847,4.9,5,0.0019625,S77,Row,Public,3042
1077,N/A,S93,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.633243,45.463554,5,5,0.0019625,S93,Row,Public,3287
1078,N/A,S98,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.646046,45.458907,22.2,22,0.037994,S98,Row,Public,3344
1079,N/A,S98,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.646098,45.458926,24.3,24,0.045216,S98,Row,Public,3345
1056,N/A,S98,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.646974,45.459244,7.7,8,0.005024,S98,Row,Public,3350
1057,N/A,S98,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.648086,45.459693,29.2,29,0.0660185,S98,Row,Public,3359
1058,N/A,S98,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.648537,45.459877,6.7,7,0.0038465,S98,Row,Public,3360
1023,N/A,S101,ACFR,Acer x freemanii 'Marmo',Acer,-73.625067,45.464904,6,6,0.002826,S101,Row,Public,3404
1059,N/A,S102,ACFR,Acer x freemanii 'Autumn Blaze',Acer,-73.642233,45.456564,35.4,35,0.0961625,S102,Row,Public,3414
1020,N/A,S105,ACFR,Acer x freemanii 'Celebration',Acer,-73.649221,45.459089,15.5,16,0.020096,S105,Row,Public,3471
N/A,N/A,Y16,ACFR,Acer Freemannii,Acer,N/A,N/A,71.6,72,0.406944,Y16,Private,Private,3603
N/A,N/A,Y17,ACFR,Acer Freemannii,Acer,N/A,N/A,55.9,56,0.246176,Y17,Private,Private,3610
N/A,N/A,Y66,ACFR,Acer Freemannii,Acer,N/A,N/A,6.6,7,0.0038465,Y66,Private,Private,3963
381,COFFEE,P2,ACGI,Acer Ginnala,Acer,45.455441,-73.639491,27.4,27,0.0572265,C2,Park,Public,381
389,COFFEE,P2,ACGI,Acer Ginnala,Acer,45.455493,-73.639334,34.6,35,0.0961625,C6,Park,Public,389
392,COFFEE,P2,ACGI,Acer Ginnala,Acer,45.455498,-73.639281,38.5,39,0.1193985,C6,Park,Public,392
393,COFFEE,P2,ACGI,Acer Ginnala,Acer,45.455342,-73.639597,40.1,40,0.1256,C2,Park,Public,393
398,COFFEE,P2,ACGI,Acer Ginnala,Acer,45.455452,-73.639543,49.6,50,0.19625,C2,Park,Public,398
940,TRENHOLME,P6,ACGI,Acer Ginnala,Acer,45.461475,-73.632993,23,23,0.0415265,T74,Park,Public,1026
525,Judith Jasmine School,I15,ACGI,Acer Ginnala,Acer,45.4631099,-73.6408988,6.2,6,0.002826,J19,Inst,Private,1323
534,Judith Jasmine School,I15,ACGI,Acer Ginnala,Acer,45.463596,-73.640684,5.8,6,0.002826,J3,Inst,Private,1332
535,Judith Jasmine School,I15,ACGI,Acer Ginnala,Acer,45.4635569,-73.6407087,6.4,6,0.002826,J3,Inst,Private,1333
1478,N/A,S19,ACGI,Acer ginnala 'Flame',Acer,-73.637283,45.459881,5.3,5,0.0019625,S19,Row,Public,2085
1479,N/A,S54,ACGI,Acer ginnala 'Flame',Acer,-73.635794,45.463618,6.4,6,0.002826,S54,Row,Public,2678
2710,N/A,S55,ACGI,Acer ginnala 'Ruby Slippers',Acer,-73.6433,45.466504,5.5,6,0.002826,S55,Row,Public,2699
1480,N/A,S65,ACGI,Acer ginnala 'Flame',Acer,-73.644538,45.456449,16,16,0.020096,S65,Row,Public,2838
1482,N/A,S82,ACGI,Acer ginnala 'Flame',Acer,-73.643431,45.455336,9.3,9,0.0063585,S82,Row,Public,3127
1449,N/A,S94,ACGI,Acer ginnala 'Flame',Acer,-73.640859,45.466473,6.6,7,0.0038465,S94,Row,Public,3295
N/A,N/A,Y50,ACGI,Acer Ginnala,Acer,N/A,N/A,12.9,13,0.0132665,Y50,Private,Private,3836
N/A,N/A,Y59,ACGI,Acer Ginnala,Acer,N/A,N/A,5.2,5,0.0019625,Y59,Private,Private,3888
1011,N/A,S21,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.640615,45.461115,18.7,19,0.0283385,S21,Row,Public,2111
1012,N/A,S33,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.642735,45.465332,10.9,11,0.0094985,S33,Row,Public,2330
1013,N/A,S54,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.634656,45.463178,7.8,8,0.005024,S54,Row,Public,2671
1014,N/A,S65,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.644159,45.456313,11,11,0.0094985,S65,Row,Public,2835
1015,N/A,S67,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.633575,45.46468,7.9,8,0.005024,S67,Row,Public,2868
1016,N/A,S77,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer,-73.642948,45.464502,6.9,7,0.0038465,S77,Row,Public,3036
301,BENNY,P1,ACNE,Acer Negundo,Acer,45.4671908,-73.6330721,9.3,9,0.0063585,B83,Park,Public,38
103,BENNY,P1,ACNE,Picea Pungens,Picea,45.467366,-73.633222,20.3,20,0.0314,B3,Park,Public,143
303,BENNY,P1,ACNE,Acer Negundo,Acer,45.467187,-73.6330868,20.3,20,0.0314,B83,Park,Public,144
320,COFFEE,P2,ACNE,Acer Negundo,Acer,45.4554215,-73.6386973,5.2,5,0.0019625,C17,Park,Public,320
323,COFFEE,P2,ACNE,Acer Negundo,Acer,45.4555365,-73.6384673,6.7,7,0.0038465,C17,Park,Public,323
363,COFFEE,P2,ACNE,Acer Negundo,Acer,45.4553472,-73.638863,17.3,17,0.0226865,C23,Park,Public,363
390,COFFEE,P2,ACNE,Acer Negundo,Acer,45.454868,-73.639934,36.1,36,0.101736,C9,Park,Public,390
396,COFFEE,P2,ACNE,Acer Negundo,Acer,45.455386,-73.638754,48.5,49,0.1884785,C5,Park,Public,396
406,COFFEE,P2,ACNE,Acer Negundo,Acer,45.45474,-73.640004,58.9,59,0.2732585,C16,Park,Public,406
413,COFFEE,P2,ACNE,Acer Negundo,Acer,45.454858,-73.639955,64.1,64,0.321536,C9,Park,Public,413
420,COFFEE,P2,ACNE,Acer Negundo,Acer,45.454889,-73.639907,69.6,70,0.38465,C9,Park,Public,420
422,COFFEE,P2,ACNE,Acer Negundo,Acer,45.454927,-73.640133,70,70,0.38465,C18,Park,Public,422
428,COFFEE,P2,ACNE,Acer Negundo,Acer,45.454765,-73.639995,85.9,86,0.580586,C16,Park,Public,428
429,COFFEE,P2,ACNE,Acer Negundo,Acer,45.455229,-73.639058,147.4,147,1.6963065,C23,Park,Public,429
436,CONNAUGHT-TOWNSEND,P3,ACNE,Acer Negundo,Acer,45.4567992,-73.6486356,5.6,6,0.002826,CO1,Park,Public,833
456,CONNAUGHT-TOWNSEND,P3,ACNE,Acer Negundo,Acer,45.4568669,-73.6487895,7.7,8,0.005024,CO1,Park,Public,853
483,CONNAUGHT-TOWNSEND,P3,ACNE,Acer Negundo,Acer,45.4567919,-73.6486738,48,48,0.180864,CO1,Park,Public,880
1007,TRENHOLME,P6,ACNE,Acer Negundo,Acer,45.46001,-73.631448,53,53,0.2205065,T32,Park,Public,933
1177,WILLIAM-BOWIE,P7,ACNE,Acer Negundo,Acer,45.457453,-73.647774,47.7,48,0.180864,W17,Park,Public,1177
504,Greaves Academy,I13,ACNE,Acer Negundo,Acer,45.4641248,-73.6233886,14.5,15,0.0176625,G5,Inst,Private,1281
9,St. Ignatius Church,I1,ACNE,Acer Negundo,Acer,45.4581874,-73.6425567,12.1,12,0.011304,IG1,Inst,Private,1292
10,St. Ignatius Church,I1,ACNE,Acer Negundo,Acer,45.4582091,-73.6425537,42.6,43,0.1451465,IG1,Inst,Private,1293
549,Judith Jasmine School,I15,ACNE,Acer Negundo,Acer,45.4627136,-73.6393381,15.3,15,0.0176625,J7,Inst,Private,1347
275,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4622652,-73.626688,117,117,1.0745865,KP4,Inst,Private,1352
276,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4622833,-73.6265862,31.1,31,0.0754385,KP4,Inst,Private,1353
322,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4619736,-73.6272728,33.3,33,0.0854865,KP9,Inst,Private,1399
323,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4619442,-73.6273563,37.7,38,0.113354,KP9,Inst,Private,1400
324,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.461927,-73.627386,34.7,35,0.0961625,KP9,Inst,Private,1401
325,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.461905,-73.627408,45.5,46,0.166106,KP9,Inst,Private,1402
326,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.461883,-73.627443,30.6,31,0.0754385,KP9,Inst,Private,1403
327,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.461864,-73.627385,45,45,0.1589625,KP1,Inst,Private,1404
369,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4619628,-73.6271538,103.7,104,0.849056,KP9,Inst,Private,1446
373,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.461995,-73.627212,78,78,0.477594,KP9,Inst,Private,1450
375,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4621281,-73.6270395,79.8,80,0.5024,KP6,Inst,Private,1452
376,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4621455,-73.6269845,138,138,1.494954,KP6,Inst,Private,1453
377,Kells Primary Academy,I9,ACNE,Acer Negundo,Acer,45.4621645,-73.6269516,52.7,53,0.2205065,KP6,Inst,Private,1454
385,St. Luc Annexe,I10,ACNE,Acer Negundo,Acer,45.4571957,-73.6431076,30.5,31,0.0754385,STL1,Inst,Private,1501
386,St. Luc Annexe,I10,ACNE,Acer Negundo,Acer,45.4572573,-73.6430623,29.5,30,0.07065,STL14,Inst,Private,1502
80,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.468112,-73.6341916,60.8,61,0.2920985,SMC2,Inst,Private,1559
81,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4681395,-73.6342392,55.9,56,0.246176,SMC2,Inst,Private,1560
89,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4683737,-73.6348511,51.6,52,0.212264,SMC3,Inst,Private,1568
90,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4683065,-73.6349127,39.2,39,0.1193985,SMC3,Inst,Private,1569
91,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4682865,-73.6349362,49.1,49,0.1884785,SMC8,Inst,Private,1570
100,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4682268,-73.6349741,35.1,35,0.0961625,SMC10,Inst,Private,1579
118,St. Monica Church,I3,ACNE,Acer Negundo,Acer,45.4677071,-73.63485,54.4,54,0.228906,SMC5,Inst,Private,1597
12,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4674433,-73.633518,63.1,63,0.3115665,SM11,Inst,Private,1612
13,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4674602,-73.633496,79.4,79,0.4899185,SM11,Inst,Private,1613
14,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4674751,-73.633481,103.6,104,0.849056,SM11,Inst,Private,1614
15,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4674875,-73.63347,89.7,90,0.63585,SM11,Inst,Private,1615
38,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4676107,-73.633984,9,9,0.0063585,SM18,Inst,Private,1637
41,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4678407,-73.633895,6.9,7,0.0038465,SM19,Inst,Private,1640
46,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4675585,-73.634175,21.6,22,0.037994,SM20,Inst,Private,1645
52,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.46746,-73.634273,7.8,8,0.005024,SM4,Inst,Private,1651
63,St. Monica School,I16,ACNE,Acer Negundo,Acer,45.4677031,-73.633963,4.7,5,0.0019625,SM8,Inst,Private,1662
158,St. Phillips Church,I5,ACNE,Acer Negundo,Acer,45.4538907,-73.6437852,22.1,22,0.037994,SP12,Inst,Private,1673
170,St. Phillips Church,I5,ACNE,Acer Negundo,Acer,45.4538124,-73.6437704,21,21,0.0346185,SP11,Inst,Private,1685
217,Ywen Kuok Buddhist Temple,I6,ACNE,Acer Negundo,Acer,45.4623343,-73.6379128,9.2,9,0.0063585,YW6,Inst,Private,1789
224,Ywen Kuok Buddhist Temple,I6,ACNE,Acer Negundo,Acer,45.4622087,-73.6380566,6.7,7,0.0038465,YW2,Inst,Private,1796
1987,N/A,S35,ACNE,Acer negundo,Acer,-73.632103,45.459329,26,26,0.053066,S35,Row,Public,2352
1988,N/A,S91,ACNE,Acer negundo,Acer,-73.629512,45.462192,26.7,27,0.0572265,S91,Row,Public,3261
N/A,N/A,Y2,ACNE,Acer Negundo,Acer,N/A,N/A,35,35,0.0961625,Y2,Private,Private,3518
N/A,N/A,Y4,ACNE,Acer Negundo,Acer,N/A,N/A,42,42,0.138474,Y4,Private,Private,3525
N/A,N/A,Y4,ACNE,Acer Negundo,Acer,N/A,N/A,30.6,31,0.0754385,Y4,Private,Private,3526
N/A,N/A,Y14,ACNE,Acer Negundo,Acer,N/A,N/A,29,29,0.0660185,Y14,Private,Private,3593
N/A,N/A,Y25,ACNE,Acer Negundo,Acer,N/A,N/A,13.4,13,0.0132665,Y25,Private,Private,3660
N/A,N/A,Y35,ACNE,Acer Negundo,Acer,N/A,N/A,28.6,29,0.0660185,Y35,Private,Private,3717
N/A,N/A,Y37,ACNE,Acer Negundo,Acer,N/A,N/A,57.9,58,0.264074,Y37,Private,Private,3724
N/A,N/A,Y46,ACNE,Acer Negundo,Acer,N/A,N/A,52.2,52,0.212264,Y46,Private,Private,3773
N/A,N/A,Y48,ACNE,Acer Negundo,Acer,N/A,N/A,41.6,42,0.138474,Y48,Private,Private,3823
N/A,N/A,Y48,ACNE,Acer Negundo,Acer,N/A,N/A,35.8,36,0.101736,Y48,Private,Private,3824
N/A,N/A,Y48,ACNE,Acer Negundo,Acer,N/A,N/A,41.7,42,0.138474,Y48,Private,Private,3825
N/A,N/A,Y56,ACNE,Acer Negundo,Acer,N/A,N/A,22.5,23,0.0415265,Y56,Private,Private,3879
N/A,N/A,Y62,ACNE,Acer Negundo,Acer,N/A,N/A,35.6,36,0.101736,Y62,Private,Private,3918
N/A,N/A,Y62,ACNE,Acer Negundo,Acer,N/A,N/A,65.9,66,0.341946,Y62,Private,Private,3925
N/A,N/A,Y62,ACNE,Acer Negundo,Acer,N/A,N/A,33.8,34,0.090746,Y62,Private,Private,3926
N/A,N/A,Y62,ACNE,Acer Negundo,Acer,N/A,N/A,53.4,53,0.2205065,Y62,Private,Private,3927
N/A,N/A,Y69,ACNE,Acer Negundo,Acer,N/A,N/A,81.2,81,0.5150385,Y69,Private,Private,3980
N/A,N/A,Y69,ACNE,Acer Negundo,Acer,N/A,N/A,27.8,28,0.061544,Y69,Private,Private,3981
N/A,N/A,Y69,ACNE,Acer Negundo,Acer,N/A,N/A,27.8,28,0.061544,Y69,Private,Private,3982
N/A,N/A,Y4,ACPA,Acer Palmatum,Acer,N/A,N/A,6.4,6,0.002826,Y4,Private,Private,3527
N/A,N/A,Y9,ACPA,Acer Palmatum,Acer,N/A,N/A,10.6,11,0.0094985,Y9,Private,Private,3555
N/A,N/A,Y21,ACPA,Acer Palmatum,Acer,N/A,N/A,5.3,5,0.0019625,Y21,Private,Private,3628
N/A,N/A,Y23,ACPA,Acer Palmatum,Acer,N/A,N/A,30.1,30,0.07065,Y23,Private,Private,3633
N/A,N/A,Y46,ACPA,Acer Palmatum,Acer,N/A,N/A,7.5,8,0.005024,Y46,Private,Private,3807
N/A,N/A,Y51,ACPA,Acer Palmatum,Acer,N/A,N/A,15.4,15,0.0176625,Y51,Private,Private,3845
N/A,N/A,Y62,ACPA,Acer Palmatum,Acer,N/A,N/A,8.4,8,0.005024,Y62,Private,Private,3915
N/A,N/A,Y62,ACPA,Acer Palmatum,Acer,N/A,N/A,6.3,6,0.002826,Y62,Private,Private,3916
N/A,N/A,Y62,ACPA,Acer Palmatum,Acer,N/A,N/A,8.9,9,0.0063585,Y62,Private,Private,3931
N/A,N/A,Y81,ACPA,Acer Palmatum,Acer,N/A,N/A,35.9,36,0.101736,Y81,Private,Private,4106
N/A,N/A,Y81,ACPA,Acer Palmatum,Acer,N/A,N/A,7.1,7,0.0038465,Y81,Private,Private,4108
N/A,N/A,Y81,ACPA,Acer Palmatum,Acer,N/A,N/A,8.4,8,0.005024,Y81,Private,Private,4109
N/A,N/A,Y88,ACPA,Acer Palmatum,Acer,N/A,N/A,46.1,46,0.166106,Y88,Private,Private,4217
N/A,N/A,Y88,ACPA,Acer Palmatum,Acer,N/A,N/A,65,65,0.3316625,Y88,Private,Private,4218
73,BENNY,P1,ACPL,Acer Platanoides,Acer,45.466246,-73.632923,21.5,22,0.037994,B2,Park,Public,154
60,BENNY,P1,ACPL,Acer Platanoides,Acer,45.467384,-73.632977,23.6,24,0.045216,B16,Park,Public,166
277,BENNY,P1,ACPL,Acer Platanoides,Acer,45.4663746,-73.6331723,24,24,0.045216,B8,Park,Public,168
90,BENNY,P1,ACPL,Acer Platanoides,Acer,45.467441,-73.633026,25.6,26,0.053066,B25,Park,Public,184
91,BENNY,P1,ACPL,Acer Platanoides,Acer,45.467494,-73.633052,29.6,30,0.07065,B25,Park,Public,215
210,BENNY,P1,ACPL,Acer Platanoides,Acer,45.4664941,-73.6334737,30.9,31,0.0754385,B61,Park,Public,223
338,COFFEE,P2,ACPL,Acer Platanoides,Acer,45.455699,-73.639085,10.2,10,0.00785,C21,Park,Public,338
4,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Acer,45.461867,-73.64452,5.7,6,0.002826,LO10,Park,Public,494
144,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Acer,45.461378,-73.644336,6.5,7,0.0038465,LO171,Park,Public,500
221,LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Acer,45.461138,-73.644524,6.6,7,0.0038465,LO54,Park,Public,501
74,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.462683,-73.646444,9,9,0.0063585,LO130,Park,Public,516
163,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.4609006,-73.6465572,12.9,13,0.0132665,LO24,Park,Public,564
18,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.4608603,-73.6465257,15.2,15,0.0176625,LO102,Park,Public,578
180,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460062,-73.645124,18.7,19,0.0283385,LO30,Park,Public,613
113,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460338,-73.644281,21.5,22,0.037994,LO154,Park,Public,629
181,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460026,-73.645186,24.4,24,0.045216,LO30,Park,Public,655
65,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460517,-73.644205,24.7,25,0.0490625,LO125,Park,Public,660
204,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460092,-73.644544,25.3,25,0.0490625,LO43,Park,Public,662
257,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460624,-73.644513,25.3,25,0.0490625,LO67,Park,Public,663
114,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460415,-73.644218,25.6,26,0.053066,LO154,Park,Public,665
286,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460094,-73.645384,25.9,26,0.053066,LO77,Park,Public,666
158,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460176,-73.645583,26,26,0.053066,LO22,Park,Public,669
205,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460001,-73.644613,26.1,26,0.053066,LO43,Park,Public,672
226,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.459901,-73.64487,26.2,26,0.053066,LO58,Park,Public,673
159,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460238,-73.645563,26.7,27,0.0572265,LO22,Park,Public,675
206,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460105,-73.644465,26.8,27,0.0572265,LO43,Park,Public,677
115,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460397,-73.644302,27.4,27,0.0572265,LO154,Park,Public,679
287,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.46016,-73.64538,28.6,29,0.0660185,LO77,Park,Public,682
207,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460024,-73.644526,29,29,0.0660185,LO43,Park,Public,683
258,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460587,-73.644414,29,29,0.0660185,LO67,Park,Public,684
259,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460648,-73.64444,29,29,0.0660185,LO67,Park,Public,685
288,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.46014,-73.645302,29,29,0.0660185,LO77,Park,Public,686
304,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460242,-73.644428,29.6,30,0.07065,LO85,Park,Public,690
305,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460157,-73.644492,29.8,30,0.07065,LO85,Park,Public,693
116,LOYOLA,P5,ACPL,Acer Platanoides,Acer,45.460312,-73.64437,30.7,31,0.0754385,LO154,Park,Public,699
