fid,Sample.Site,Site Code,Species.Code,Species Latin,Genus,Latitude,Longitude,DBH,DBH Round,Basal.Area,Subsite Code,GS Type,Classification,Index
2572,N/A,S56,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.639127,45.464905,56,56,0.246176,S56,Row,Public,2712
2573,N/A,S56,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.639297,45.464973,58.7,59,0.2732585,S56,Row,Public,2713
2574,N/A,S61,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.642016,45.455471,35.8,36,0.101736,S61,Row,Public,2765
2575,N/A,S61,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.643064,45.455888,63.1,63,0.3115665,S61,Row,Public,2770
2576,N/A,S61,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.643311,45.455987,47.2,47,0.1734065,S61,Row,Public,2772
2577,N/A,S61,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.643612,45.456104,53,53,0.2205065,S61,Row,Public,2778
2578,N/A,S62,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.642138,45.455701,57.3,57,0.2550465,S62,Row,Public,2783
2579,N/A,S62,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.64247,45.45584,49.3,49,0.1884785,S62,Row,Public,2785
2546,N/A,S62,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.642689,45.455907,56.1,56,0.246176,S62,Row,Public,2786
2547,N/A,S63,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.643709,45.456306,45.4,45,0.1589625,S63,Row,Public,2792
3928,N/A,S63,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.644802,45.456728,23.9,24,0.045216,S63,Row,Public,2799
2549,N/A,S63,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644936,45.456786,74,74,0.429866,S63,Row,Public,2800
3930,N/A,S64,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.649742,45.458642,22,22,0.037994,S64,Row,Public,2830
2550,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644084,45.456288,58.8,59,0.2732585,S65,Row,Public,2834
2551,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644407,45.456404,51.4,51,0.2041785,S65,Row,Public,2837
2553,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644604,45.456476,62.4,62,0.301754,S65,Row,Public,2839
2554,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644749,45.456539,51.1,51,0.2041785,S65,Row,Public,2840
2555,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.644865,45.456584,49.5,50,0.19625,S65,Row,Public,2841
2556,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.645006,45.456637,61.1,61,0.2920985,S65,Row,Public,2842
2557,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.645114,45.456678,65.6,66,0.341946,S65,Row,Public,2843
2558,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.645945,45.457001,58,58,0.264074,S65,Row,Public,2846
2559,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.646122,45.457072,63.4,63,0.3115665,S65,Row,Public,2847
2560,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.646237,45.457122,45.7,46,0.166106,S65,Row,Public,2848
2565,N/A,S65,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.646352,45.457162,55.6,56,0.246176,S65,Row,Public,2849
3932,N/A,S85,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.650152,45.457787,29,29,0.0660185,S85,Row,Public,3187
3933,N/A,S85,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.650267,45.457827,21.7,22,0.037994,S85,Row,Public,3188
1989,N/A,S89,FRPE,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,-73.631549,45.463052,27.2,27,0.0572265,S89,Row,Public,3228
2580,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632107,45.463271,35.1,35,0.0961625,S89,Row,Public,3232
2581,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632211,45.463312,52.2,52,0.212264,S89,Row,Public,3234
2582,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632342,45.463361,40.4,40,0.1256,S89,Row,Public,3235
2529,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.63249,45.463419,55.1,55,0.2374625,S89,Row,Public,3236
2531,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632736,45.463505,57.6,58,0.264074,S89,Row,Public,3238
2532,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632885,45.463563,44,44,0.151976,S89,Row,Public,3239
2533,N/A,S89,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.63299,45.463608,51.5,52,0.212264,S89,Row,Public,3240
2534,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637318,45.465299,29.2,29,0.0660185,S90,Row,Public,3242
2535,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637441,45.465348,35.2,35,0.0961625,S90,Row,Public,3243
2536,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637772,45.465474,36,36,0.101736,S90,Row,Public,3244
2537,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637891,45.465523,31.7,32,0.080384,S90,Row,Public,3245
2538,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637205,45.465254,37,37,0.1074665,S90,Row,Public,3246
2539,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637649,45.465429,39.2,39,0.1193985,S90,Row,Public,3247
2540,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.636845,45.46512,39.4,39,0.1193985,S90,Row,Public,3248
2541,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.636968,45.465164,35.9,36,0.101736,S90,Row,Public,3249
2542,N/A,S90,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.637087,45.465214,44.3,44,0.151976,S90,Row,Public,3250
2543,N/A,S91,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.62884,45.461925,48.8,49,0.1884785,S91,Row,Public,3256
4455,N/A,S93,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.632039,45.463083,27,27,0.0572265,S93,Row,Public,3280
2544,N/A,S93,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632153,45.463136,53.9,54,0.228906,S93,Row,Public,3281
2545,N/A,S93,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.632897,45.463419,58.4,58,0.264074,S93,Row,Public,3284
4464,N/A,S93,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.633001,45.463455,56.3,56,0.246176,S93,Row,Public,3285
2583,N/A,S93,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.633146,45.463513,71.8,72,0.406944,S93,Row,Public,3286
2584,N/A,S94,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.640699,45.466415,55.4,55,0.2374625,S94,Row,Public,3292
2585,N/A,S94,FRPE,Fraxinus pennsylvanica,Fraxinus,-73.640971,45.466518,64.3,64,0.321536,S94,Row,Public,3294
3184,N/A,S94,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.641253,45.466624,20.4,20,0.0314,S94,Row,Public,3296
3185,N/A,S94,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.641389,45.46668,19.5,20,0.0314,S94,Row,Public,3298
2415,N/A,S95,FRPE,Fraxinus pennsylvanica 'Patmore',Fraxinus,-73.638752,45.465662,31.6,32,0.080384,S95,Row,Public,3315
3186,N/A,S99,FRPE,Fraxinus pennsylvanica 'Summit',Fraxinus,-73.641816,45.457033,35.1,35,0.0961625,S99,Row,Public,3369
N/A,N/A,Y18,FRPE,Fraxinus Pennsylvanica,Fraxinus,N/A,N/A,44.9,45,0.1589625,Y18,Private,Private,3614
N/A,N/A,Y18,FRPE,Fraxinus Pennsylvanica,Fraxinus,N/A,N/A,76.2,76,0.453416,Y18,Private,Private,3616
N/A,N/A,Y36,FRPE,Fraxinus Pennsylvanica,Fraxinus,N/A,N/A,70.7,71,0.3957185,Y36,Private,Private,3721
N/A,N/A,Y36,FRPE,Fraxinus Pennsylvanica,Fraxinus,N/A,N/A,55,55,0.2374625,Y36,Private,Private,3722
N/A,N/A,Y46,FRPE,Fraxinus Pennsylvanica,Fraxinus,N/A,N/A,7.8,8,0.005024,Y46,Private,Private,3769
N/A,N/A,Y71,FRPR,Fraxinus Profunda,Fraxinus,N/A,N/A,4.8,5,0.0019625,Y71,Private,Private,4010
503,HERBERT-OUTERBRIDGE,P4,GIBI,Ginkgo Biloba,Gingko,45.465676,-73.627247,5.7,6,0.002826,H4,Park,Public,454
62,LOYOLA,P5,GIBI,Ginkgo Biloba,Gingko,45.460823,-73.647308,4.8,5,0.0019625,LO123,Park,Public,480
63,LOYOLA,P5,GIBI,Ginkgo Biloba,Gingko,45.460859,-73.647386,5.1,5,0.0019625,LO123,Park,Public,489
188,LOYOLA,P5,GIBI,Ginkgo Biloba,Gingko,45.462255,-73.644357,15.3,15,0.0176625,LO34,Park,Public,582
503,St. Catherine de Sienne School,I12,GIBI,Ginkgo Biloba,Gingko,45.4615517,-73.643584,7.6,8,0.005024,CSC3,Inst,Private,1247
526,Judith Jasmine School,I15,GIBI,Ginkgo Biloba,Gingko,45.4630925,-73.6409822,5.6,6,0.002826,J19,Inst,Private,1324
1934,N/A,S11,GIBI,Ginkgo biloba,Gingko,-73.640027,45.468462,8.6,9,0.0063585,S11,Row,Public,1983
1935,N/A,S11,GIBI,Ginkgo biloba,Gingko,-73.640452,45.468631,5.1,5,0.0019625,S11,Row,Public,1986
1936,N/A,S13,GIBI,Ginkgo biloba,Gingko,-73.647794,45.456143,4.9,5,0.0019625,S13,Row,Public,2008
1937,N/A,S15,GIBI,Ginkgo biloba,Gingko,-73.650257,45.457103,48.6,49,0.1884785,S15,Row,Public,2036
1938,N/A,S21,GIBI,Ginkgo biloba,Gingko,-73.641449,45.461428,10,10,0.00785,S21,Row,Public,2116
1939,N/A,S27,GIBI,Ginkgo biloba,Gingko,-73.63623,45.466272,21.3,21,0.0346185,S27,Row,Public,2206
1940,N/A,S27,GIBI,Ginkgo biloba,Gingko,-73.636334,45.466308,19,19,0.0283385,S27,Row,Public,2207
1941,N/A,S32,GIBI,Ginkgo biloba,Gingko,-73.636196,45.462826,22.2,22,0.037994,S32,Row,Public,2307
1942,N/A,S45,GIBI,Ginkgo biloba,Gingko,-73.641818,45.462441,42.9,43,0.1451465,S45,Row,Public,2519
1943,N/A,S51,GIBI,Ginkgo biloba,Gingko,-73.640707,45.465668,22.9,23,0.0415265,S51,Row,Public,2607
1944,N/A,S51,GIBI,Ginkgo biloba,Gingko,-73.640873,45.465727,25.3,25,0.0490625,S51,Row,Public,2608
1945,N/A,S52,GIBI,Ginkgo biloba,Gingko,-73.637914,45.464587,4.3,4,0.001256,S52,Row,Public,2631
1946,N/A,S52,GIBI,Ginkgo biloba,Gingko,-73.638887,45.464964,5.2,5,0.0019625,S52,Row,Public,2638
1947,N/A,S53,GIBI,Ginkgo biloba,Gingko,-73.628409,45.460999,41.5,42,0.138474,S53,Row,Public,2645
1968,N/A,S53,GIBI,Ginkgo biloba,Gingko,-73.628529,45.461048,37.8,38,0.113354,S53,Row,Public,2646
1969,N/A,S53,GIBI,Ginkgo biloba,Gingko,-73.628612,45.46108,33.4,33,0.0854865,S53,Row,Public,2647
1972,N/A,S66,GIBI,Ginkgo biloba,Gingko,-73.632541,45.464256,5.4,5,0.0019625,S66,Row,Public,2857
1973,N/A,S68,GIBI,Ginkgo biloba,Gingko,-73.639262,45.466881,8.1,8,0.005024,S68,Row,Public,2888
1974,N/A,S72,GIBI,Ginkgo biloba,Gingko,-73.637553,45.466055,8,8,0.005024,S72,Row,Public,2951
1975,N/A,S72,GIBI,Ginkgo biloba,Gingko,-73.6382,45.46631,4.5,5,0.0019625,S72,Row,Public,2955
1976,N/A,S76,GIBI,Ginkgo biloba,Gingko,-73.636588,45.462055,3.9,4,0.001256,S76,Row,Public,3020
1977,N/A,S83,GIBI,Ginkgo biloba,Gingko,-73.647094,45.456603,9.9,10,0.00785,S83,Row,Public,3147
1978,N/A,S84,GIBI,Ginkgo biloba,Gingko,-73.644799,45.455712,5,5,0.0019625,S84,Row,Public,3170
1979,N/A,S84,GIBI,Ginkgo biloba,Gingko,-73.645028,45.455796,4.6,5,0.0019625,S84,Row,Public,3172
2438,N/A,S96,GIBI,Ginkgo biloba 'Princeton Sentry',Gingko,-73.640893,45.456921,,0,0,S96,Row,Public,3325
2439,N/A,S100,GIBI,Ginkgo biloba 'Princeton Sentry',Gingko,-73.647168,45.4591,5.3,5,0.0019625,S100,Row,Public,3381
1980,N/A,S104,GIBI,Ginkgo biloba,Gingko,-73.64235,45.456433,4.5,5,0.0019625,S104,Row,Public,3443
N/A,N/A,Y81,GIBI,Gingko Biloba,Gingko,N/A,N/A,22.7,23,0.0415265,Y81,Private,Private,4121
222,BENNY,P1,GLTR,Gleditsia Triacanthos,Gleditsia,45.466425,-73.631536,52.5,53,0.2205065,B69,Park,Public,288
215,BENNY,P1,GLTR,Gleditsia Triacanthos,Gleditsia,45.466502,-73.631737,57.4,57,0.2550465,B62,Park,Public,300
223,BENNY,P1,GLTR,Gleditsia Triacanthos,Gleditsia,45.466363,-73.631484,64.1,64,0.321536,B69,Park,Public,308
131,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4615106,-73.6450411,4.5,5,0.0019625,LO161,Park,Public,476
172,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.461231,-73.6446746,4.7,5,0.0019625,LO28,Park,Public,478
97,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4613097,-73.6453482,5,5,0.0019625,LO143,Park,Public,485
276,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4609673,-73.6449962,5,5,0.0019625,LO7,Park,Public,488
192,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4612674,-73.6448443,5.1,5,0.0019625,LO36,Park,Public,490
242,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4609478,-73.6446696,8,8,0.005024,LO64,Park,Public,509
225,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4619106,-73.6447082,9.3,9,0.0063585,LO56,Park,Public,521
162,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Street Keeper',Gleditsia,45.460776,-73.646721,9.7,10,0.00785,LO24,Park,Public,524
5,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4617707,-73.6442341,10.1,10,0.00785,LO10,Park,Public,529
187,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.46214,-73.644456,10.5,11,0.0094985,LO34,Park,Public,542
308,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462079,-73.644508,11.1,11,0.0094985,LO86,Park,Public,548
309,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462017,-73.644558,12.8,13,0.0132665,LO86,Park,Public,563
189,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462209,-73.644406,21.2,21,0.0346185,LO34,Park,Public,625
310,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.461946,-73.644599,21.9,22,0.037994,LO86,Park,Public,633
166,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462255,-73.646622,22.2,22,0.037994,LO25,Park,Public,634
167,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462303,-73.646711,22.3,22,0.037994,LO25,Park,Public,636
168,LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.462332,-73.646594,24.1,24,0.045216,LO25,Park,Public,653
45,LOYOLA,P5,GLTR,Gleditsia Triacanthos,Gleditsia,45.462315,-73.64696,62.8,63,0.3115665,LO112,Park,Public,811
475,CONNAUGHT-TOWNSEND,P3,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.456816,-73.648878,24,24,0.045216,CO1,Park,Public,872
476,CONNAUGHT-TOWNSEND,P3,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.456775,-73.648909,32.3,32,0.080384,CO1,Park,Public,873
477,CONNAUGHT-TOWNSEND,P3,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.456863,-73.648842,32.8,33,0.0854865,CO1,Park,Public,874
969,TRENHOLME,P6,GLTR,Gleditsia Triacanthos,Gleditsia,45.460441,-73.63233,30.3,30,0.07065,T3,Park,Public,888
1011,TRENHOLME,P6,GLTR,Gleditsia Triacanthos,Gleditsia,45.460572,-73.632345,54.1,54,0.228906,T3,Park,Public,889
1137,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.458394,-73.649565,12.2,12,0.011304,W19,Park,Public,1137
1146,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.457907,-73.650018,17.3,17,0.0226865,W29,Park,Public,1146
1149,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.458466,-73.649738,19.1,19,0.0283385,W14,Park,Public,1149
1150,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.457926,-73.65008,19.5,20,0.0314,W29,Park,Public,1150
1151,WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Gleditsia,45.458445,-73.649675,20.2,20,0.0314,W11,Park,Public,1151
472,St. Catherine de Sienne School,I12,GLTR,Gleditsia Triacanthos,Gleditsia,45.461346,-73.6434784,24.5,25,0.0490625,CSC4,Inst,Private,1223
473,St. Catherine de Sienne School,I12,GLTR,Gleditsia Triacanthos,Gleditsia,45.4612853,-73.6435243,20.9,21,0.0346185,CSC4,Inst,Private,1224
474,St. Catherine de Sienne School,I12,GLTR,Gleditsia Triacanthos,Gleditsia,45.4612253,-73.6435676,21.7,22,0.037994,CSC4,Inst,Private,1225
140,St. Catherine de Sienne Church,I4,GLTR,Gleditsia Triacanthos,Gleditsia,45.4605589,-73.6431116,4.5,5,0.0019625,CC4,Inst,Private,1266
517,Judith Jasmine School,I15,GLTR,Gleditsia Triacanthos,Gleditsia,45.4625857,-73.6398534,7.3,7,0.0038465,J17,Inst,Private,1315
528,Judith Jasmine School,I15,GLTR,Gleditsia Triacanthos,Gleditsia,45.4631315,-73.6410848,8.5,9,0.0063585,J19,Inst,Private,1326
529,Judith Jasmine School,I15,GLTR,Gleditsia Triacanthos,Gleditsia,45.4631432,-73.639911,7.5,8,0.005024,J14,Inst,Private,1327
532,Judith Jasmine School,I15,GLTR,Gleditsia Triacanthos,Gleditsia,45.4632641,-73.6397508,7.7,8,0.005024,J20,Inst,Private,1330
291,Kells Primary Academy,I9,GLTR,Gleditsia Triacanthos,Gleditsia,45.46189,-73.626496,19.7,20,0.0314,KP5,Inst,Private,1368
292,Kells Primary Academy,I9,GLTR,Gleditsia Triacanthos,Gleditsia,45.461898,-73.626541,15.8,16,0.020096,KP5,Inst,Private,1369
293,Kells Primary Academy,I9,GLTR,Gleditsia Triacanthos,Gleditsia,45.461873,-73.626587,15,15,0.0176625,KP5,Inst,Private,1370
294,Kells Primary Academy,I9,GLTR,Gleditsia Triacanthos,Gleditsia,45.461838,-73.62659,14.9,15,0.0176625,KP5,Inst,Private,1371
396,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457592,-73.6431203,25.3,25,0.0490625,STL2,Inst,Private,1512
397,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.4577018,-73.6434053,25,25,0.0490625,STL12,Inst,Private,1513
399,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.4578065,-73.6436685,20.6,21,0.0346185,STL4,Inst,Private,1515
401,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.4572552,-73.6434888,5.2,5,0.0019625,STL11,Inst,Private,1517
402,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457221,-73.643521,7,7,0.0038465,STL7,Inst,Private,1518
403,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457248,-73.643596,5.7,6,0.002826,STL11,Inst,Private,1519
404,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457306,-73.643558,5.8,6,0.002826,STL11,Inst,Private,1520
405,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.45734,-73.643628,8.5,9,0.0063585,STL9,Inst,Private,1521
406,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457314,-73.643746,7.5,8,0.005024,STL9,Inst,Private,1522
407,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457361,-73.643717,5.6,6,0.002826,STL9,Inst,Private,1523
408,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457354,-73.643816,7.3,7,0.0038465,STL9,Inst,Private,1524
409,St. Luc Annexe,I10,GLTR,Gleditsia Triacanthos,Gleditsia,45.457356,-73.644167,6.7,7,0.0038465,STL10,Inst,Private,1525
168,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4537874,-73.6438026,32.3,32,0.080384,SP11,Inst,Private,1683
173,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4536371,-73.6435203,35.5,36,0.101736,SP10,Inst,Private,1688
175,St. Phillips Church,I5,GLTR,Gleditsia Triacanthos,Gleditsia,45.4536044,-73.6433741,38.6,39,0.1193985,SP10,Inst,Private,1690
509,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.46187,-73.643092,20,20,0.0314,WI8,Inst,Private,1780
510,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.461758,-73.6431813,27,27,0.0572265,WI1,Inst,Private,1781
511,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.4616952,-73.6432212,24.6,25,0.0490625,WI1,Inst,Private,1782
512,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.461614,-73.6432729,41.8,42,0.138474,WI3,Inst,Private,1783
513,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.4615903,-73.6432786,82.7,83,0.5407865,WI3,Inst,Private,1784
514,Willingdon Senior Campus,I14,GLTR,Gleditsia Triacanthos,Gleditsia,45.4615679,-73.6433121,7.3,7,0.0038465,WI3,Inst,Private,1785
1287,N/A,S1,GLTR,Gleditsia triacanthos,Gleditsia,-73.63734,45.459323,7,7,0.0038465,S1,Row,Public,1849
3231,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.638114,45.459467,45.6,46,0.166106,S2,Row,Public,1858
3232,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.638477,45.459606,62.8,63,0.3115665,S2,Row,Public,1860
3233,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.638795,45.459732,56.1,56,0.246176,S2,Row,Public,1862
3235,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.639509,45.46001,47.8,48,0.180864,S2,Row,Public,1863
3236,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.639039,45.459826,49,49,0.1884785,S2,Row,Public,1864
3237,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.639397,45.459969,63.2,63,0.3115665,S2,Row,Public,1865
4454,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.639267,45.459915,37.8,38,0.113354,S2,Row,Public,1866
3257,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.63962,45.460046,61.6,62,0.301754,S2,Row,Public,1867
3259,N/A,S2,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.639724,45.46009,52.6,53,0.2205065,S2,Row,Public,1868
1288,N/A,S4,GLTR,Gleditsia triacanthos,Gleditsia,-73.626324,45.464812,31,31,0.0754385,S4,Row,Public,1906
3260,N/A,S4,GLTR,Gleditsia triacanthos var. inermis,Gleditsia,-73.6261,45.464713,31,31,0.0754385,S4,Row,Public,1908
3839,N/A,S6,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.627575,45.463236,32,32,0.080384,S6,Row,Public,1930
1505,N/A,S16,GLTR,Gleditsia triacanthos 'Street Keeper',Gleditsia,-73.646897,45.455633,5.9,6,0.002826,S16,Row,Public,2048
3840,N/A,S16,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.648005,45.456061,30.3,30,0.07065,S16,Row,Public,2053
3841,N/A,S16,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.648099,45.4561,24.3,24,0.045216,S16,Row,Public,2054
1496,N/A,S17,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.644581,45.454739,4.9,5,0.0019625,S17,Row,Public,2060
3842,N/A,S21,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.64109,45.461299,35.1,35,0.0961625,S21,Row,Public,2113
3843,N/A,S23,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.641088,45.461137,19.3,19,0.0283385,S23,Row,Public,2144
1498,N/A,S25,GLTR,Gleditsia triacanthos 'Imperial',Gleditsia,-73.63661,45.466596,48.3,48,0.180864,S25,Row,Public,2178
3844,N/A,S25,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.636812,45.466672,46.8,47,0.1734065,S25,Row,Public,2179
3845,N/A,S28,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.645727,45.460047,26.1,26,0.053066,S28,Row,Public,2219
3881,N/A,S28,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.647032,45.460545,30.2,30,0.07065,S28,Row,Public,2228
3882,N/A,S28,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.647535,45.460742,25.8,26,0.053066,S28,Row,Public,2230
3883,N/A,S30,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.641562,45.465048,11,11,0.0094985,S30,Row,Public,2250
3884,N/A,S30,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.642183,45.465289,23.4,23,0.0415265,S30,Row,Public,2254
3848,N/A,S30,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.642328,45.465347,27.7,28,0.061544,S30,Row,Public,2255
3849,N/A,S30,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.642949,45.46558,31.1,31,0.0754385,S30,Row,Public,2258
1499,N/A,S31,GLTR,Gleditsia triacanthos 'Imperial',Gleditsia,-73.63807,45.463543,5.4,5,0.0019625,S31,Row,Public,2299
1507,N/A,S33,GLTR,Gleditsia triacanthos 'Street Keeper',Gleditsia,-73.641892,45.465018,6.1,6,0.002826,S33,Row,Public,2326
3850,N/A,S33,GLTR,Gleditsia triacanthos 'Skyline',Gleditsia,-73.642235,45.465149,10.8,11,0.0094985,S33,Row,Public,2327
3898,N/A,S34,GLTR,Gleditsia triacanthos 'Spectrum',Gleditsia,-73.637831,45.461623,6.5,7,0.0038465,S34,Row,Public,2346
