"","fid","ObjectId","GlobalID","Date_relev","Classification","GS.Type","Sample.Site","No_civique","Site.Code","DBH","Species.Code","Species_Common","Species.Latin","Genus","Latitude","Longitude","Area_Site"
"1","6779","198388","4002bec5-2b8d-4242-8d39-91ba8d06c5f1","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3028","S120",13,"ABBA","Balsam Fir","Abies balsamea","Abies",45.491864,-73.59033,"1066.278657"
"2","7643","198480","27e221f3-cec7-4c59-9245-5e42a757fdee","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3028","S120",20,"ABBA","Balsam Fir","Abies balsamea","Abies",45.491852,-73.590378,"1066.278657"
"3","7651","198488","1c67436f-be78-4508-a5c6-c342b53ecfdc","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3028","S120",7,"ABBA","Balsam Fir","Abies balsamea","Abies",45.491858,-73.590355,"1066.278657"
"4","7659","198496","0861326a-ac94-45be-9aff-43ae8a68dfbf","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3028","S120",7,"ABBA","Balsam Fir","Abies balsamea","Abies",45.491845,-73.590414,"1066.278657"
"5","7665","198502","3f4a4864-af70-4608-aee2-ceb55767ffe5","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3028","S120",18,"ABBA","Balsam Fir","Abies balsamea","Abies",45.491839,-73.59044,"1066.278657"
"6","7815","198652","661d9c75-a9fd-4c0b-886c-80d7dcce5ac7","11/2/2006 12:00:00 AM","Public","Street","Chemin Saint-Sulpice","3074","S127",25,"ACNE","Manitoba Maple","Acer negundo","Acer",45.493377,-73.590876,"1396.191902"
"7","4528","196540","6e53a620-6d61-4715-9042-b772fe3aaba2","4/3/2012 12:00:00 AM","Public","Street","Avenue Seaforth","N/A","",52,"ACNE","Manitoba Maple","Acer negundo","Acer",45.496039,-73.585863,NA
"8","3444","43947","a6d446e2-1995-4e5e-96cf-3bdccf268516","12/5/2016 12:00:00 AM","Public","Parc","CABOT","N/A","P1",18,"ACNIGC","Green Column Black Maple","Acer nigrum 'Green Column'","Acer",45.489548,-73.583822,"8799.965514"
"9","14212","205047","cb9caca9-a07f-4075-8e73-c444663893cb","10/23/2015 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2168","S3",20,"ACPL","Norway Maple","Acer platanoides","Acer",45.492237,-73.586419,"992.0535921"
"10","14216","205051","19544009-3b7c-457c-b8d7-8cb5f6a93128","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2330","S5",24,"ACPL","Norway Maple","Acer platanoides","Acer",45.491812,-73.587112,"857.110891"
"11","14188","205023","4c74ee3a-81b2-40dc-8d25-bfe91bc140e9","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1950","S25",28,"ACPL","Norway Maple","Acer platanoides","Acer",45.494072,-73.583797,"978.307623"
"12","13196","204420","89af2d89-b601-4422-9d9d-a61feb7384c8","6/27/2017 12:00:00 AM","Public","Street","Rue Saint-Marc","2295","S29",32,"ACPL","Norway Maple","Acer platanoides","Acer",45.494412,-73.583003,"405.2754584"
"13","13624","204461","a195e3d6-abaf-4246-9a42-0703217d50ab","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","N/A","S45",29,"ACPL","Norway Maple","Acer platanoides","Acer",45.495948,-73.582687,"554.4580154"
"14","13634","204471","f760d59c-a280-4ed2-b211-4b5ca349e7d9","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","N/A","S62",31,"ACPL","Norway Maple","Acer platanoides","Acer",45.493403,-73.578336,"1681.479666"
"15","12906","204130","eaf1b702-bcbe-49ff-86d7-7b28b575b47e","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1170","S65",40,"ACPL","Norway Maple","Acer platanoides","Acer",45.492598,-73.577277,"627.0890236"
"16","12914","204138","b203229e-75a6-4b1a-a7df-65ced3d05b72","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1182","S65",48,"ACPL","Norway Maple","Acer platanoides","Acer",45.492666,-73.577407,"627.0890236"
"17","13018","204242","8ca82cc3-c5c0-4265-9e2b-fa4f46c6282e","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1190","S65",47,"ACPL","Norway Maple","Acer platanoides","Acer",45.492751,-73.577541,"627.0890236"
"18","8644","199461","a5da52ac-9b18-47fb-b01b-3bc26b44806e","1/19/2012 12:00:00 AM","Public","Street","Rue Baile","1901","S75",18,"ACPL","Norway Maple","Acer platanoides","Acer",45.491648,-73.57926,"874.0620801"
"19","14301","205136","b05aa8ea-3536-4e14-8135-b51103c561cf","1/10/2012 12:00:00 AM","Public","Street","Rue Towers","1409","S85",18,"ACPL","Norway Maple","Acer platanoides","Acer",45.492546,-73.581197,"581.1950157"
"20","14321","205156","5252dbb4-442e-4e01-bad0-fb1a7c5f885c","1/10/2012 12:00:00 AM","Public","Street","Rue Towers","1411","S85",23,"ACPL","Norway Maple","Acer platanoides","Acer",45.492609,-73.581307,"581.1950157"
"21","14332","205167","dfb5165c-e14d-409c-83bd-4377c26a8894","1/10/2012 12:00:00 AM","Public","Street","Rue Towers","1455","S85",23,"ACPL","Norway Maple","Acer platanoides","Acer",45.492865,-73.581749,"581.1950157"
"22","14337","205172","af127eb6-7003-43d0-ae79-174c3c7d347b","1/10/2012 12:00:00 AM","Public","Street","Rue Towers","1420","S86",20,"ACPL","Norway Maple","Acer platanoides","Acer",45.492784,-73.581837,"590.3660653"
"23","4324","195947","745dc6b3-e300-45eb-a922-ef920de43308","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","N/A","S110",34,"ACPL","Norway Maple","Acer platanoides","Acer",45.490941,-73.587503,"1777.440272"
"24","6760","198369","40eb9a14-be55-4875-86ad-842498b65aca","2/29/2012 12:00:00 AM","Public","Street","Chemin De Breslay","3000","S120",26,"ACPL","Norway Maple","Acer platanoides","Acer",45.492027,-73.589493,"1066.278657"
"25","4564","196576","a171d119-3505-455c-9a48-bc8c1e719231","6/1/2012 12:00:00 AM","Public","Street","Avenue Lincoln","2094","S20",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.492355,-73.584638,"989.5698385"
"26","15549","205968","c2030936-3e97-406b-b845-1b78effe25b6","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S22",34,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493139,-73.585291,"1647.856765"
"27","15108","206324","38b99f73-869d-490d-adbb-671211028318","6/1/2012 12:00:00 AM","Public","Street","Rue du Fort","N/A","S26",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493434,-73.584049,"425.1859865"
"28","4532","196544","13e8cba4-0ee1-4a08-a465-2c9fb502e896","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1955","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493845,-73.583013,"972.8749623"
"29","4533","196545","a4c14b46-1ecd-4f1e-b3d2-2bef0a9ce3fe","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1955","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493755,-73.583128,"972.8749623"
"30","4534","196546","01417d3d-9e15-4fe7-b0f5-33c8b16978b9","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1955","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.49371,-73.583185,"972.8749623"
"31","4535","196547","d552584f-fcf0-493c-96f2-69ddae16eacd","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1981","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493453,-73.5835,"972.8749623"
"32","4536","196548","afa146b2-5e59-45ce-aa5e-939f7b4d4d0f","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1981","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493401,-73.583566,"972.8749623"
"33","4537","196549","46d8d008-a879-4b0d-9de1-e81ea5d70ccf","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1981","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493353,-73.583624,"972.8749623"
"34","4538","196550","3822dbc9-5bc7-4f94-ac41-3f133408ca2a","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","1981","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493296,-73.583691,"972.8749623"
"35","4546","196558","fa73fd9d-adae-4cc8-a43a-cce3fe9a057b","5/24/2013 12:00:00 AM","Public","Street","Avenue Lincoln","N/A","S27",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493897,-73.582954,"972.8749623"
"36","4549","196561","11f5900d-dc76-4d80-a467-1481607f77ff","6/1/2012 12:00:00 AM","Public","Street","Avenue Lincoln","1850","S40",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.494169,-73.582419,"951.70404"
"37","13649","204486","66f345e4-b4bc-47dd-8b6d-6fd89445da84","6/4/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1278","S63",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.493533,-73.578898,"603.8445663"
"38","12904","204128","1235be5b-b218-440a-a9dc-d30c35eda634","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1160","S65",8,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.492432,-73.576993,"627.0890236"
"39","13201","204425","349d1621-1301-467b-975e-06f706168860","1/12/2012 12:00:00 AM","Public","Street","Rue Saint-Marc","1220","S78",6,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.491954,-73.57906,"331.4238512"
"40","14378","205213","75b1711d-9321-4990-8811-a9671b086370","1/19/2012 12:00:00 AM","Public","Street","Rue Tupper","1950","S79",12,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.491665,-73.580117,"699.9828115"
"41","14354","205189","b5cfae6d-81c3-4531-ab1e-08886c7a7fdf","6/1/2012 12:00:00 AM","Public","Street","Rue Tupper","1961","S80",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.491534,-73.580411,"750.2063616"
"42","14355","205190","21891407-370a-4fac-aa95-f333b4f8abab","6/1/2012 12:00:00 AM","Public","Street","Rue Tupper","1961","S80",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.491453,-73.580504,"750.2063616"
"43","14312","205147","2ec3e0f2-9caf-4edf-a4b5-d8502b64015d","5/30/2012 12:00:00 AM","Public","Street","Rue Towers","1409","S85",5,"ACPLCO","Columnare Norway Maple","Acer platanoides 'Columnare'","Acer",45.492488,-73.5811,"581.1950157"
"44","901","40297","275903aa-05b6-4065-aba4-b08831f1cd49","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",16,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491255,-73.577772,"723.3600645"
"45","902","40298","958333c1-528a-49d4-b705-2dc4a03f6f70","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",16,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491306,-73.577866,"723.3600645"
"46","903","40299","4267e315-8889-43ca-867b-54bbd75f2e8c","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",16,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491351,-73.57795,"723.3600645"
"47","904","40300","e701b493-d4e6-4a1d-8a48-8e0052aa3325","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",14,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.49139,-73.578015,"723.3600645"
"48","905","40301","00b28b84-9c13-4d68-89bf-d793db04d831","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",15,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491438,-73.578099,"723.3600645"
"49","906","40302","2fa08075-1975-420e-9136-5b7057d2d840","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",16,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491481,-73.578177,"723.3600645"
"50","907","40303","a7fb3532-1dfa-4ead-8fa8-75b09a4e5662","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",13,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491526,-73.578256,"723.3600645"
"51","908","40304","de8f971d-f155-4b6b-a659-15468429338e","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",14,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491575,-73.578337,"723.3600645"
"52","909","40305","fb47f67f-dac6-409d-ba26-49395b79e84c","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",15,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491619,-73.578421,"723.3600645"
"53","910","40306","1be060c2-e36b-4afb-8c37-87ce0b1e0301","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",16,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491665,-73.578496,"723.3600645"
"54","911","40307","a16d0b9a-c370-448c-9629-a5701ba00de6","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",14,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491713,-73.578577,"723.3600645"
"55","912","40308","b8b55af0-a74a-487e-9d3f-7e6a0b0c5708","12/11/2019 12:00:00 AM","Public","Parc","SAINT-MARC/RENÉ-LÉVESQUE","N/A","S73",14,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.491766,-73.578645,"723.3600645"
"56","4322","195945","9d90a5e0-3639-4086-b50f-c2d573066b58","4/20/2010 12:00:00 AM","Public","Street","Avenue Atwater","N/A","S110",5,"ACPLDE","Deborah Norway Maple","Acer platanoides 'Deborah'","Acer",45.490624,-73.586965,"1777.440272"
"57","14211","205046","c540b6c1-84a6-4761-ade2-5cc2f0136138","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2162","S3",6,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.492304,-73.586314,"992.0535921"
"58","4224","195475","17c38087-d415-4bb3-94ec-e472d3cd85c8","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","2021","S10",6,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.490661,-73.586565,"457.1318206"
"59","13214","204446","6f9cb94b-bd6f-4221-acfa-f0f24591d340","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1185","S62",26,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.492971,-73.577573,"1681.479666"
"60","13040","204264","11d32f1f-6340-41e2-9a38-c6f482ad4265","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1220","S64",7,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.493066,-73.578086,"459.8356318"
"61","14338","205173","f1efb16f-2228-4fa1-8f15-47bcc5ba7b54","4/12/2012 12:00:00 AM","Public","Street","Rue Towers","1420","S86",14,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.492865,-73.581971,"590.3660653"
"62","4326","195949","c66a30ea-22dd-4788-aa65-509b6a7db069","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","N/A","S110",11,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.490528,-73.586799,"1777.440272"
"63","12821","204445","84463759-362b-4326-8682-1b06c612ef36","1/10/2012 12:00:00 AM","Public","Street","Rue Saint-Mathieu","1185","",5,"ACPLEQ","Emerald Queen Norway Maple","Acer platanoides 'Emerald Queen'","Acer",45.492913,-73.57747,NA
"64","14213","205048","b05321e8-09f0-405d-91cf-677fd806a154","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2174","S3",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492154,-73.58656,"992.0535921"
"65","14215","205050","c4892a4b-c8b1-4121-a1a7-8fa8e4514058","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2330","S5",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.491563,-73.587438,"857.110891"
"66","4121","195130","0f202b0a-5468-4a61-b095-3bde65b974ed","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","2021","S10",22,"ACSA","Silver Maple","Acer saccharinum","Acer",45.490369,-73.586071,"457.1318206"
"67","4123","195139","5a9b7f27-b45b-4865-9a1c-c4cb2ed63deb","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","2021","S10",40,"ACSA","Silver Maple","Acer saccharinum","Acer",45.490612,-73.586482,"457.1318206"
"68","4125","195245","37f4cd83-9a07-48a7-a7f5-be0abbae582d","1/23/2012 12:00:00 AM","Public","Street","Avenue Atwater","2021","S10",33,"ACSA","Silver Maple","Acer saccharinum","Acer",45.490446,-73.586196,"457.1318206"
"69","15529","205948","4785ff36-bc24-471a-89d3-cc0ce2bff470","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S15",30,"ACSA","Silver Maple","Acer saccharinum","Acer",45.491986,-73.587224,"877.500168"
"70","15531","205950","74c6c4c3-8c41-456e-86bb-6f7803e7edd7","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S15",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.491738,-73.587559,"877.500168"
"71","15532","205951","7d10319e-5465-452f-bd11-048dd707fdee","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S15",23,"ACSA","Silver Maple","Acer saccharinum","Acer",45.491534,-73.587818,"877.500168"
"72","15535","205954","aae67a20-db9d-4545-9afe-b47184f09eab","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",37,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492389,-73.586562,"1050.350953"
"73","15536","205955","17663612-1063-4219-a12f-30d64261c782","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",33,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492745,-73.585954,"1050.350953"
"74","15537","205956","db499b53-e67e-40f6-9aae-b0dc49f9dce3","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",50,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492202,-73.586879,"1050.350953"
"75","15538","205957","505c3958-b399-49ec-b0d3-c4f5303be57d","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492615,-73.586195,"1050.350953"
"76","15541","205960","f847cfb9-777c-4500-bfb7-e8cf186718bf","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",28,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492437,-73.586484,"1050.350953"
"77","15542","205961","9cb6b5f7-dc50-4d51-967a-f14c6496244b","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",30,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492346,-73.586636,"1050.350953"
"78","15543","205962","b7c259be-1841-492f-94d4-9adedd759e79","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492252,-73.586794,"1050.350953"
"79","15545","205964","cde97cc0-5635-4036-bfd4-c8004404368d","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",29,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492645,-73.58613,"1050.350953"
"80","15576","205995","7ffac6e8-1f99-4c57-bab7-632eec1cb9f4","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S16",28,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492799,-73.585864,"1050.350953"
"81","14194","205029","30170c49-5f70-43c4-974c-cf27cc930736","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2068","S18",25,"ACSA","Silver Maple","Acer saccharinum","Acer",45.493145,-73.584903,"1095.370533"
"82","14201","205036","41b6e653-42ff-467f-8bd1-fede78fff472","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2090","S18",20,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492783,-73.585507,"1095.370533"
"83","14202","205037","92ab0047-535f-4404-8e1d-1aad5519fd13","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","2090","S18",28,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492828,-73.585435,"1095.370533"
"84","15515","205934","98d2a470-d383-4d98-8a2a-9db812f191a7","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1931","S22",22,"ACSA","Silver Maple","Acer saccharinum","Acer",45.493624,-73.584523,"1647.856765"
"85","15551","205970","4d5b2619-d7a2-43f8-918a-256c4b7189d9","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","N/A","S22",26,"ACSA","Silver Maple","Acer saccharinum","Acer",45.492959,-73.5856,"1647.856765"
"86","15517","205936","902f0090-a51d-4dca-9e0f-cbdd58ef7d4e","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1931","S24",26,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494646,-73.583582,"1473.363405"
"87","15518","205937","2995a729-8c1f-42ab-85d7-09d6261f8dbf","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1931","S24",25,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494473,-73.583721,"1473.363405"
"88","15519","205938","ee581a1f-bddc-4e28-91ad-33f2ad1764e9","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1931","S24",22,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494392,-73.583804,"1473.363405"
"89","14189","205024","b7b21710-4a9a-46d2-bc39-5c671637ecce","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1950","S25",22,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494138,-73.583738,"978.307623"
"90","13195","204419","6e590371-9abd-4c5e-bc41-5e4aa2ba0abb","5/30/2019 12:00:00 AM","Public","Street","Rue Saint-Marc","2295","S29",5,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494483,-73.583097,"405.2754584"
"91","13197","204421","3ee296f1-3f65-47d4-9da9-629273c8fa5d","6/12/2018 12:00:00 AM","Public","Street","Rue Saint-Marc","2295","S29",5,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494561,-73.583232,"405.2754584"
"92","12419","204440","884b204b-2f1a-4960-a559-7c34237f7f4e","6/27/2017 12:00:00 AM","Public","Street","Rue Saint-Marc","2000","S32",27,"ACSA","Silver Maple","Acer saccharinum","Acer",45.493711,-73.582091,"524.5353896"
"93","12812","204442","2d94027a-5f83-4ee7-acc2-384aeb8de249","6/10/2011 12:00:00 AM","Public","Street","Rue Saint-Marc","2150","S32",5,"ACSA","Silver Maple","Acer saccharinum","Acer",45.493904,-73.582421,"524.5353896"
"94","7982","198819","f0cd8fad-5a20-44f9-8d5f-9c1112e8077c","3/6/2012 12:00:00 AM","Public","Street","Boulevard de Maisonneuve Ouest","1939","S33",44,"ACSA","Silver Maple","Acer saccharinum","Acer",45.493139,-73.582327,"760.3387808"
"95","15252","205672","0a5c628b-de58-4f35-9a3e-e5405cc1fb52","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",30,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494748,-73.583491,"1248.190326"
"96","15334","205753","55d9342f-9ecf-4078-bade-e773c4c36265","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",29,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494961,-73.583306,"1248.190326"
"97","15349","205768","ca408380-dae9-4075-9ea5-21699382f358","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",71,"ACSA","Silver Maple","Acer saccharinum","Acer",45.49516,-73.583131,"1248.190326"
"98","15511","205930","03dae0da-bedb-4c26-a930-7b7ed8243593","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",24,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494889,-73.583368,"1248.190326"
"99","15512","205931","7ad714fd-589c-48e4-a5b1-42c6368cfa77","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",25,"ACSA","Silver Maple","Acer saccharinum","Acer",45.495571,-73.582771,"1248.190326"
"100","15513","205932","bd4d8507-97b6-48f3-b152-940e476a3c7a","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1669","S35",20,"ACSA","Silver Maple","Acer saccharinum","Acer",45.495479,-73.582848,"1248.190326"
"101","14174","205009","31df6309-54d9-4e8b-9080-b9c7c8535eb9","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1836","S36",25,"ACSA","Silver Maple","Acer saccharinum","Acer",45.495081,-73.582905,"938.9506061"
"102","14177","205012","053347c5-e6ae-4e3e-aeb7-26ca459e8235","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1850","S36",31,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494751,-73.583193,"938.9506061"
"103","14183","205018","5a22afa5-bfb0-4c24-9b7c-8d6efadde963","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1850","S36",29,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494671,-73.583268,"938.9506061"
"104","14185","205020","dc1ef93c-9d8a-4e72-94ad-9de3306710bd","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1850","S36",30,"ACSA","Silver Maple","Acer saccharinum","Acer",45.494854,-73.583111,"938.9506061"
"105","15938","205575","4e3bd01c-cc65-4c02-944a-b78d3425a144","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1814","S36",46,"ACSA","Silver Maple","Acer saccharinum","Acer",45.495439,-73.582591,"938.9506061"
"106","15940","205577","fd3b93af-fa04-4494-8f32-8ae566665bb1","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1826","S36",51,"ACSA","Silver Maple","Acer saccharinum","Acer",45.495234,-73.58277,"938.9506061"
"107","15934","205571","1106b28c-874f-4592-a257-c6f8dfed5e23","3/6/2012 12:00:00 AM","Public","Street","Rue Sherbrooke Ouest","1620","S43",31,"ACSA","Silver Maple","Acer saccharinum","Acer",45.496159,-73.581953,"677.6550635"
