fid,ObjectId,GlobalID,Date_relev,Classification,GS Type,Sample Site,No_civique,Site Code,DBH,Species Code,Species_Common,Species Latin,Genus,Latitude,Longitude,Area_Site
6499,198108,5fb13008-51a3-4ca8-a175-57581be42f48,10/6/2016 12:00:00 AM,Public,Street,Chemin Barat,3030,S113,5,AMGRAB,Autumn Brillance Serviceberry,Amelanchier x grandiflora 'Autumn Brillance',Amelanchier,45.491004,-73.589344,1065.695663
6500,198109,aaf35215-1a70-48c1-a225-6c8a08f37f0e,10/6/2016 12:00:00 AM,Public,Street,Chemin Barat,N/A,S113,5,AMGRAB,Autumn Brillance Serviceberry,Amelanchier x grandiflora 'Autumn Brillance',Amelanchier,45.491391,-73.588914,1065.695663
4610,196622,9d04ce2f-4cad-44e6-91ba-e1e7ccf93eed,5/10/2016 12:00:00 AM,Public,Street,Avenue Selkirk,1617,,5,AMGRAB,Autumn Brillance Serviceberry,Amelanchier x grandiflora 'Autumn Brillance',Amelanchier,45.496127,-73.583409,
4612,196624,70a771a6-c3b2-4764-a4d5-053142bce90e,5/10/2016 12:00:00 AM,Public,Street,Avenue Selkirk,1619,,5,AMGRAB,Autumn Brillance Serviceberry,Amelanchier x grandiflora 'Autumn Brillance',Amelanchier,45.496077,-73.583453,
7821,198658,1c7c8437-dcd8-4c12-b2da-f80407e8973c,9/21/2019 12:00:00 AM,Public,Street,Chemin Saint-Sulpice,3130,S124,5,BENIHE,Heritage River Birch,Betula nigra 'Heritage',Betula,45.492576,-73.592454,1915.328249
10602,201028,2dd2b7a1-d5fb-4d50-8244-50103b05fe0c,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491486,-73.586112,885.4552746
10618,201044,89357b91-f902-4897-8079-e0d41177b2eb,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491531,-73.586181,885.4552746
10619,201045,44132202-2328-4645-b8d7-40ec7abde10a,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.49158,-73.586264,885.4552746
10620,201046,761c4d53-ea1c-45c2-bf44-72687779c6a7,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491624,-73.586344,885.4552746
10621,201047,1ba59c19-523e-4dd1-a6e2-8a3dca17906c,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491672,-73.586426,885.4552746
10622,201048,2cefda73-7a56-46e8-b957-5bc2327e05ff,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491719,-73.586505,885.4552746
10623,201049,00cc3c58-8a2b-42e8-ad6d-3d177330a5d5,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491768,-73.586587,885.4552746
10624,201050,d8cc06c6-267d-440a-bab3-4391661bd84b,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.491818,-73.586675,885.4552746
10625,201051,d3f22fb6-9e43-435b-bc75-7aae3b6f24ce,9/17/2016 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.49187,-73.586763,885.4552746
10626,201052,86d1e274-25f1-4003-b77d-1d50115bc3ed,9/30/2019 12:00:00 AM,Public,Street,Rue Lambert-Closse,N/A,S1,5,CRCO,Bitternut Hickory,Carya cordiformis,Carya,45.49144,-73.58603,885.4552746
13188,204412,0e6c57d0-303f-4a5c-80ff-84a8312facdd,1/12/2012 12:00:00 AM,Public,Street,Rue Saint-Marc,2005,S34,6,CTSP,Western Catalpa,Catalpa speciosa,Catalpa,45.493706,-73.581803,501.0228089
7996,198833,ec4e0dd9-4cf9-4785-a179-7a0aa0fb8cc2,3/6/2012 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,2305,S9,24,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490815,-73.585055,647.7857957
7997,198834,9d9c421a-71ed-4c3f-bcbf-dfb9fe602556,10/26/2016 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,2325,S9,20,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490518,-73.585407,647.7857957
7983,198820,e5de91ae-93ad-4741-91b7-08cf58fa9159,3/6/2012 12:00:00 AM,Public,Street,Boulevard de Maisonneuve Ouest,1945,S33,34,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.493018,-73.582481,760.3387808
13156,204380,bbd19358-d7af-4841-87ca-a6ddf70d0acb,10/5/2011 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1258,S63,14,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.493403,-73.578672,603.8445663
13028,204252,1a5c55f6-5419-4844-87ad-0b57bce1dee3,1/10/2012 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1194,S65,5,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.492791,-73.577613,627.0890236
14368,205203,301a0fe0-cef0-4380-9385-aecef1aa1586,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1804,S66,18,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.493155,-73.578479,883.5663647
14370,205205,b68739e9-6a45-4bd3-a520-7b993dd6c2e5,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1820,S66,22,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.492921,-73.578746,883.5663647
14371,205206,fdb4a952-e541-4ceb-8edc-79f8365ce04d,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1824,S66,24,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.49284,-73.578842,883.5663647
14347,205182,d5e91172-532c-4e80-9666-49c2110e6934,8/2/2006 12:00:00 AM,Public,Street,Rue Tupper,1847,S67,13,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.492601,-73.579264,357.6530181
14376,205211,f129c4bf-c868-4ba0-ae88-1bc828287c6a,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1900,S79,25,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.492048,-73.579664,699.9828115
14377,205212,28385a0a-26a3-4582-9436-5485a7a92e6d,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1938,S79,29,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491737,-73.58003,699.9828115
14380,205215,5453fbb8-64e4-4bb8-9de4-c8bcb64dc5c5,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1958,S79,13,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491413,-73.58041,699.9828115
13595,204015,c18a8f7d-5f9f-4b0a-8cae-84cca32393b6,3/6/2012 12:00:00 AM,Public,Street,Rue Sainte-Catherine Ouest,1931,S82,16,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.492497,-73.580935,792.9908797
4619,196631,69a26af2-50d1-4c83-b079-e8b100c0cd4f,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1165,S88,29,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.49005,-73.579815,973.9199529
4629,196641,f054f724-7abb-48d4-a77d-0ee15b164818,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1181,S88,35,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490194,-73.580124,973.9199529
4630,196642,356336dc-0e5e-4bac-861e-88ecde7897d0,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1189,S88,31,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490234,-73.580207,973.9199529
4632,196644,c03f4a1d-f328-458b-8bce-bebf8293c96a,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1199,S88,27,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490369,-73.580497,973.9199529
4634,196646,1f00fe41-6c1a-4a5a-8948-f265e375470d,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1215,S88,32,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490504,-73.580771,973.9199529
4635,196647,34e070d9-9247-4b1a-9e58-d5d8517bf933,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1225,S88,20,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490629,-73.581038,973.9199529
4636,196648,a19d449c-1aaf-40e6-94b4-b7e0ebfff543,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S88,44,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489944,-73.579593,973.9199529
4637,196649,23cea345-7f6e-4730-80e5-8fd4f4b39b25,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S88,38,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490001,-73.579719,973.9199529
4639,196651,fff5b360-344c-49f2-bf05-b4fdb9347bbd,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1198,S89,36,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490225,-73.58044,1074.597133
4640,196652,902c3f85-8b8b-4632-a169-16818e03b511,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1206,S89,36,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490292,-73.580586,1074.597133
4642,196654,b7a59085-4631-4309-be97-38b8f6ad2cf4,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1222,S89,24,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490418,-73.580849,1074.597133
4644,196656,88ffddf7-b898-49fe-b392-ea43f7c7a5d1,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1226,S89,26,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490566,-73.581162,1074.597133
4645,196657,8d804cad-a2bd-442e-8d7c-59864fbc4d1f,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,1226,S89,24,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490526,-73.581072,1074.597133
4646,196658,e2e6ab0f-1605-4007-afb7-6d593ed1eb7c,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S89,34,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490003,-73.579999,1074.597133
4647,196659,2c8c11fc-1e2c-43b7-a2e1-dacb7bea57a8,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S89,14,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489848,-73.579673,1074.597133
4648,196660,9386c4d1-0dbc-4477-a81f-8876f2f80344,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S89,29,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.48991,-73.579806,1074.597133
4649,196661,a15d56db-7428-4c78-984c-b6851709053d,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S89,40,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489954,-73.579899,1074.597133
4650,196662,7fe09b96-f0ee-4a36-9c18-e1af176226e4,1/19/2012 12:00:00 AM,Public,Street,Avenue Seymour,N/A,S89,30,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490044,-73.58009,1074.597133
14382,205217,a8e5971b-5a89-4ef3-ac43-34410338613c,5/5/2010 12:00:00 AM,Public,Street,Rue Tupper,2064,S90,5,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490972,-73.58083,347.2717786
14385,205220,ac577974-8a6e-4fb5-9ac2-39afb1583255,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,2112,S91,31,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490456,-73.581472,618.7243831
14387,205222,080b6160-aa55-4160-ad05-51c9672b4e39,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,2134,S91,6,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490242,-73.58174,618.7243831
14356,205191,2fe2197d-31dc-4971-a52a-6f192a815954,7/29/2021 1:57:06 PM,Public,Street,Rue Tupper,2055,S92,13.8,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491012,-73.581039,893.2151242
14361,205196,9acab215-8806-4a30-9efa-e4be172909ab,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,2121,S93,22,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490404,-73.581761,980.8444199
14366,205201,90456830-e2aa-4daf-83f4-8c0ce0ec73b3,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,2165,S93,32,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.490217,-73.582006,980.8444199
4383,196006,0804fd7e-babb-4f86-b310-309305a2b5dc,1/19/2012 12:00:00 AM,Public,Street,Avenue Hope,1187,S95,49,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489788,-73.580934,747.8973697
5030,196229,eb1e2bab-bb2f-4fec-b317-8f955cab8076,1/19/2012 12:00:00 AM,Public,Street,Avenue Hope,N/A,S95,28,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489591,-73.580509,747.8973697
5037,196236,3e8f9508-d811-4675-ada4-cb8cb47a2e3e,1/19/2012 12:00:00 AM,Public,Street,Avenue Hope,N/A,S95,30,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489531,-73.580376,747.8973697
15320,205739,bfe7466a-f1f9-421f-a548-c7536536da63,2/17/2015 12:00:00 AM,Public,Street,Rue Sussex,N/A,P3,10,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.489399,-73.58125,2644.025357
5010,196209,90a78cc0-433e-492d-a19e-fc1c8665d7ac,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3454,S117,62,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491109,-73.589798,1030.560736
5011,196210,05e29676-cfcf-4356-bf02-3bb4b357ae0e,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3458,S117,46,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491176,-73.589961,1030.560736
5012,196211,d005e9e6-5112-42a4-9d90-e7979e073e2f,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3458,S117,51,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491221,-73.590106,1030.560736
5013,196212,9c7dcebe-60c0-44e2-8242-f3651705bb42,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3470,S117,46,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491266,-73.590441,1030.560736
5014,196213,05434778-4b40-423a-839b-ef94acf4949f,10/17/2017 12:00:00 AM,Public,Street,Avenue Holton,3470,S117,52,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491257,-73.590312,1030.560736
5015,196214,922cafac-b1c7-4033-bf65-cb28878f6a9c,10/17/2017 12:00:00 AM,Public,Street,Avenue Holton,3478,S117,58,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491266,-73.590536,1030.560736
5016,196215,c40850f9-0b88-4a49-b246-1b46dc603341,10/17/2017 12:00:00 AM,Public,Street,Avenue Holton,3482,S117,54,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491252,-73.59077,1030.560736
5017,196216,6ac6cb05-fa5d-4a5f-9563-ddaa50fea7e9,10/17/2017 12:00:00 AM,Public,Street,Avenue Holton,3488,S117,66,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491238,-73.590891,1030.560736
5019,196218,1e0d09cf-89a0-4942-b2d2-e852c2e73e9c,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,N/A,S117,64,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491056,-73.589693,1030.560736
5005,196204,d9b8283e-d6a0-4e4d-b2a7-91c8e6f6489c,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3463,S119,49,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491311,-73.59001,637.2535066
5006,196205,68dd2083-ad66-4755-a66c-300f8288679c,2/29/2012 12:00:00 AM,Public,Street,Avenue Holton,3469,S119,60,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491347,-73.590148,637.2535066
7671,198508,0db6899b-307f-4153-a25c-3db19bea740b,2/10/2021 12:00:00 AM,Public,Street,Chemin De Breslay,3030,S120,10,CEOC,Common Hackberry,Celtis occidentalis,Celtis,45.491734,-73.590665,1066.278657
13667,204504,b01976f2-c083-4651-884d-8397fc8a3d95,11/9/2017 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1420,S55,5,CDJA,Katsura Tree,Cercidiphyllum japonicum,Cercidiphyllum,45.49411,-73.579862,844.6643139
3347,43850,52bf721b-b14e-4825-9156-f312c5865d44,7/14/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,9,CG,Hawthorn,Crataegus,Crataegus,45.489742,-73.582252,2460.780773
3345,43848,10cad761-6983-43db-9859-0efa2aafa26b,7/14/2017 12:00:00 AM,Public,Parc,HENRI-DUNANT,N/A,P2,6,CGMO,Hawthorn,Crataegus x mordensis,Crataegus,45.489725,-73.58221,2460.780773
2913,43019,c0ed358c-edc5-4f4f-bd94-4752ce9e6efe,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,24,FR,Ash,Fraxinus,Fraxinus,45.492841,-73.581129,
3019,43125,c12bf881-2f4d-41bc-9e54-a123f5d2e256,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,23,FR,Ash,Fraxinus,Fraxinus,45.492803,-73.581119,
3030,43136,b41cf240-1f4b-465a-95ea-46a992351a6b,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,23,FR,Ash,Fraxinus,Fraxinus,45.492818,-73.581077,
3038,43144,6b9d76b4-e301-422d-8c94-3a20a393c4bd,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,28,FR,Ash,Fraxinus,Fraxinus,45.492807,-73.581053,
3047,43153,9e277426-1fec-427d-8a37-42213d967b61,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,24,FR,Ash,Fraxinus,Fraxinus,45.492799,-73.581047,
3049,43155,5f10a6dd-daf3-46c3-bb10-f39760f2dc57,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,25,FR,Ash,Fraxinus,Fraxinus,45.492785,-73.581074,
3266,43769,b50ba4f1-6457-4874-9f5e-7d67a89c1fa8,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,24,FR,Ash,Fraxinus,Fraxinus,45.492753,-73.581232,
3267,43770,827f3876-f3df-4892-a2a0-8df1a8aac02c,3/16/2016 12:00:00 AM,Public,Parc,SAINTE-CATHERINE/ARRIÈRE 1901-1933,N/A,,21,FR,Ash,Fraxinus,Fraxinus,45.492848,-73.581117,
11108,201926,3208066b-2e13-4099-af4e-93407bd60f57,9/30/2014 12:00:00 AM,Public,Street,Rue Lambert-Closse,2211,S2,27,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.491768,-73.586272,509.8258925
11101,201919,c3ce684d-a3aa-4871-a64c-73c6d00141e5,9/30/2014 12:00:00 AM,Public,Street,Rue Lambert-Closse,2045,S11,36,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.491189,-73.585277,702.947009
15530,205949,81f04eb9-574c-45d2-a935-ee47c392a5bb,10/2/2014 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,N/A,S15,23,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.491869,-73.587383,877.500168
15539,205958,317e2b94-47d8-432a-9495-74b59404d32b,10/2/2014 12:00:00 AM,Public,Street,Rue Sherbrooke Ouest,N/A,S16,30,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.492543,-73.586299,1050.350953
13664,204501,feef55b8-1b4c-4314-983e-72f36b624410,10/3/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1420,S55,31.2,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.494301,-73.580222,844.6643139
13669,204506,376244aa-7b1f-42ed-a57c-4ce696d9251f,10/17/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1448,S55,24,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.494378,-73.580351,844.6643139
13670,204507,eec5475e-fea7-481a-be47-d01088f0337f,10/3/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,1456,S55,19,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.494436,-73.580454,844.6643139
14372,205207,8a7400f1-e42e-4dc9-968b-46adbd6f865a,1/19/2012 12:00:00 AM,Public,Street,Rue Tupper,1836,S66,25,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.492728,-73.57897,883.5663647
14357,205192,23ac1cfc-ffc2-4351-b955-9daf8be4ed04,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2077,S92,35,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.49094,-73.581133,893.2151242
14358,205193,f6330bb9-bbcf-44eb-8ef5-c8f8b7414583,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2085,S92,49,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.490886,-73.5812,893.2151242
15319,205738,9fe29766-2432-45f3-90df-3ead8bf33523,9/30/2014 12:00:00 AM,Public,Street,Rue Sussex,N/A,P3,48,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.489253,-73.580942,2644.025357
15321,205740,106c1638-0392-4450-9e9d-ce7e123ba9af,6/24/2015 12:00:00 AM,Public,Street,Rue Sussex,N/A,P3,38,FRPE,Red Ash,Fraxinus pennsylvanica,Fraxinus,45.48932,-73.58109,2644.025357
13631,204468,feb2b417-50ee-4147-8ec9-2926a8558653,10/1/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S62,29,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.493167,-73.57794,1681.479666
13632,204469,9e5a2375-77ae-468c-8747-1b4383d74f47,10/1/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S62,35,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.49322,-73.578028,1681.479666
13633,204470,4b9b596a-49b5-45af-8d4a-348d7ed9a5f0,10/1/2014 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S62,37,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.493292,-73.578149,1681.479666
13635,204472,a23ba2da-3453-428b-833b-5f3a042b099b,1/1/1900 12:00:00 AM,Public,Street,Rue Saint-Mathieu,N/A,S62,0,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.493464,-73.578446,1681.479666
14381,205216,d6fa3f4b-6bf6-4afb-a5ec-73b9a57be409,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2060,S90,19,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.491039,-73.580749,347.2717786
14383,205218,62057449-93f5-4691-9366-f6aa60e6e073,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2086,S90,31,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.4908,-73.581047,347.2717786
14384,205219,0e8575c0-ad57-49ba-b23c-983cc055cd6c,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2104,S91,33,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.490553,-73.581357,618.7243831
14386,205221,77538907-f28f-4330-b2b2-4755afef5352,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2116,S91,31,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.490391,-73.58156,618.7243831
14359,205194,2296e9fb-c5ed-449e-8a2c-65771be6834b,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2105,S92,32,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.490688,-73.581446,893.2151242
14360,205195,da25acc6-35c9-4eb6-8187-0b47244541a4,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,2115,S93,38,FRPEMS,Marshall Seedless Red Ash,Fraxinus pennsylvanica 'Marshall Seedless',Fraxinus,45.490584,-73.581538,980.8444199
14390,205225,a60fb4c3-13a1-40c8-9830-3a6fc222bb8a,9/30/2014 12:00:00 AM,Public,Street,Rue Tupper,N/A,S90,22,FRPESU,Summit Red Ash,Fraxinus pennsylvanica 'Summit',Fraxinus,45.49116,-73.58059,347.2717786
9599,200415,fd00a17b-18cf-4b0b-b1e4-ea07ac846509,4/23/2010 12:00:00 AM,Public,Street,Rue Chomedey,2255,S17,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492388,-73.584991,528.6158868
9600,200416,0ba2f7ac-54a2-4a14-ac34-2bddf22ff7c9,4/23/2010 12:00:00 AM,Public,Street,Rue Chomedey,2255,S17,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492482,-73.585153,528.6158868
9601,200417,11f5706d-4f06-42fb-bafc-20bcd2053e3b,4/23/2010 12:00:00 AM,Public,Street,Rue Chomedey,2305,S17,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492592,-73.585347,528.6158868
9602,200418,d7561d36-c6a9-4a8d-b423-715e5bd4db1a,4/23/2010 12:00:00 AM,Public,Street,Rue Chomedey,2305,S17,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492661,-73.585459,528.6158868
13176,204400,856d73d3-e9c5-4b88-a06b-c05d4e8df1f4,1/12/2012 12:00:00 AM,Public,Street,Rue Saint-Marc,1237,S71,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492201,-73.579207,362.2393907
13206,204430,f4b0d958-7e6c-4d32-a4ca-fdafc8601ad5,5/30/2019 12:00:00 AM,Public,Street,Rue Saint-Marc,1254,S77,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492403,-73.579829,547.3086185
13207,204431,783b84fd-e109-4eec-811f-b55c263f4564,5/31/2021 12:00:00 AM,Public,Street,Rue Saint-Marc,1254,S77,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.492356,-73.579754,547.3086185
15120,206336,ba2177c3-c682-47c6-8bbf-190e823615fd,9/25/2019 12:00:00 AM,Public,Street,Rue du Fort,N/A,S87,7,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.490307,-73.579001,1149.705464
9584,200400,54a6582a-7928-41a2-8a16-85928d20c5e9,6/11/2018 12:00:00 AM,Public,Street,Rue Chomedey,1405,S98,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.491083,-73.582727,805.1522093
692,41996,dd90300d-02c4-4c2e-b750-ff6672441db0,9/21/2015 12:00:00 AM,Public,Parc,HECTOR-TOE-BLAKE,N/A,P3,5,GIBI,Maidenhair Tree,Ginkgo biloba,Ginkgo,45.489336,-73.581028,2644.025357
