Column1,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1,Dawson,1,Private,Institutional,I,I6,AB,ABBA,ABBA,Abies balsamea,Balsam fir,2.2,Y,Y,USDA/TC/LM,
2,Dawson,1,Private,Institutional,I,I6,AB,ABBA,ABBA,Abies balsamea,Balsam fir,26,Y,Y,USDA/TC/LM,
3,Dawson,1,Private,Private,Y,Y100,AB,ABBA,ABBA,Abies balsamea,Balsam fir,12.8,Y,Y,USDA/TC/LM,
4,Dawson,1,Private,Private,Y,Y132,AB,ABBA,ABBA,Abies balsamea,Balsam fir,10.9,Y,Y,USDA/TC/LM,
5,Dawson,1,Public,Street,S,S120,AB,ABBA,ABBA,Abies balsamea,Balsam fir,13,Y,Y,USDA/TC/LM,
6,Dawson,1,Public,Street,S,S120,AB,ABBA,ABBA,Abies balsamea,Balsam fir,20,Y,Y,USDA/TC/LM,
7,Dawson,1,Public,Street,S,S120,AB,ABBA,ABBA,Abies balsamea,Balsam fir,7,Y,Y,USDA/TC/LM,
8,Dawson,1,Public,Street,S,S120,AB,ABBA,ABBA,Abies balsamea,Balsam fir,7,Y,Y,USDA/TC/LM,
9,Dawson,1,Public,Street,S,S120,AB,ABBA,ABBA,Abies balsamea,Balsam fir,18,Y,Y,USDA/TC/LM,
10,Dawson,1,Private,Institutional,I,I6,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,7,Y,Y,Mortens/LM,Hybrid of silver &red
11,Dawson,1,Private,Institutional,I,I6,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,6,Y,Y,Mortens/LM,Hybrid of silver &red
12,Dawson,1,Private,Institutional,I,I6,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,5,Y,Y,Mortens/LM,Hybrid of silver &red
13,Dawson,1,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,35.7,Y,Y,Mortens/LM,Hybrid of silver &red
14,Dawson,1,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,26.4,Y,Y,Mortens/LM,Hybrid of silver &red
15,Dawson,1,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,23.1,Y,Y,Mortens/LM,Hybrid of silver &red
16,Dawson,1,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,10,Y,Y,Mortens/LM,Hybrid of silver &red
17,Dawson,1,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,5,Y,Y,Mortens/LM,Hybrid of silver &red
18,Dawson,1,Private,Private,Y,Y4,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,45.4,Y,Y,Mortens/LM,Hybrid of silver &red
19,Dawson,1,Private,Private,Y,Y103,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,39.7,Y,Y,Mortens/LM,Hybrid of silver &red
20,Dawson,1,Private,Private,Y,Y103,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,37.7,Y,Y,Mortens/LM,Hybrid of silver &red
21,Dawson,1,Private,Private,Y,Y113,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,14.5,Y,Y,Mortens/LM,Hybrid of silver &red
22,Dawson,1,Public,Parc,P,P1,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
23,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
24,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
25,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
26,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
27,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
28,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
29,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
30,Dawson,1,Public,Street,S,S8,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
31,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
32,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
33,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
34,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
35,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
36,Dawson,1,Public,Street,S,S12,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
37,Dawson,1,Public,Street,S,S24,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
38,Dawson,1,Public,Street,S,S55,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
39,Dawson,1,Public,Street,S,S62,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
40,Dawson,1,Public,Street,S,S62,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
41,Dawson,1,Public,Street,S,S63,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
42,Dawson,1,Public,Street,S,S72,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
43,Dawson,1,Public,Street,S,S88,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
44,Dawson,1,Public,Street,S,S96,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
45,Dawson,1,Public,Street,S,S96,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
46,Dawson,1,Public,Street,S,S96,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
47,Dawson,1,Public,Street,S,S101,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
48,Dawson,1,Public,Street,S,S112,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
49,Dawson,1,Public,Street,S,S112,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
50,Dawson,1,Public,Street,S,S112,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,Y,Y,Mortens/LM,Hybrid of silver &red
51,Dawson,1,Public,Street,S,S112,AC,ACFR,ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,8,Y,Y,Mortens/LM,Hybrid of silver &red
52,Dawson,1,Private,Institutional,I,I2,AC,ACGI,ACGI,Acer ginnala,Armur Maple,22.1,N,N,USDA/TC/Mortens,
53,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,3.3,N,N,USDA/TC/Mortens,
54,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,6.3,N,N,USDA/TC/Mortens,
55,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,19.3,N,N,USDA/TC/Mortens,
56,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,12.2,N,N,USDA/TC/Mortens,
57,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,16,N,N,USDA/TC/Mortens,
58,Dawson,1,Private,Private,Y,Y118,AC,ACGI,ACGI,Acer ginnala,Armur Maple,5.4,N,N,USDA/TC/Mortens,
59,Dawson,1,Private,Private,Y,Y156,AC,ACGI,ACGI,Acer ginnala,Armur Maple,11,N,N,USDA/TC/Mortens,
60,Dawson,1,Public,Alley,A,A1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.6,N,Y,USDA/TC/LM/Mortens,
61,Dawson,1,Public,Alley,A,A1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,15.5,N,Y,USDA/TC/LM/Mortens,
62,Dawson,1,Public,Alley,A,A1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,27.4,N,Y,USDA/TC/LM/Mortens,
63,Dawson,1,Public,Alley,A,A2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,27.2,N,Y,USDA/TC/LM/Mortens,
64,Dawson,1,Public,Alley,A,A2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.8,N,Y,USDA/TC/LM/Mortens,
65,Dawson,1,Public,Alley,A,A2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,21.6,N,Y,USDA/TC/LM/Mortens,
66,Dawson,1,Public,Alley,A,A3,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.6,N,Y,USDA/TC/LM/Mortens,
67,Dawson,1,Public,Alley,A,A4,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.2,N,Y,USDA/TC/LM/Mortens,
68,Dawson,1,Public,Alley,A,A4,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,31,N,Y,USDA/TC/LM/Mortens,
69,Dawson,1,Public,Alley,A,A6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,19.3,N,Y,USDA/TC/LM/Mortens,
70,Dawson,1,Public,Alley,A,A7,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,35.1,N,Y,USDA/TC/LM/Mortens,
71,Dawson,1,Public,Alley,A,A8,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.2,N,Y,USDA/TC/LM/Mortens,
72,Dawson,1,Public,Alley,A,A8,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,48.1,N,Y,USDA/TC/LM/Mortens,
73,Dawson,1,Public,Alley,A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,54.4,N,Y,USDA/TC/LM/Mortens,
74,Dawson,1,Public,Alley,A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.4,N,Y,USDA/TC/LM/Mortens,
75,Dawson,1,Public,Alley,A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,9.8,N,Y,USDA/TC/LM/Mortens,
76,Dawson,1,Public,Alley,A,A10,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.8,N,Y,USDA/TC/LM/Mortens,
77,Dawson,1,Public,Alley,A,A13,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,4.9,N,Y,USDA/TC/LM/Mortens,
78,Dawson,1,Public,Alley,A,A13,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,29.9,N,Y,USDA/TC/LM/Mortens,
79,Dawson,1,Public,Alley,A,A13,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,4.8,N,Y,USDA/TC/LM/Mortens,
80,Dawson,1,Public,Alley,A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30.4,N,Y,USDA/TC/LM/Mortens,
81,Dawson,1,Public,Alley,A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.3,N,Y,USDA/TC/LM/Mortens,
82,Dawson,1,Public,Alley,A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,36.9,N,Y,USDA/TC/LM/Mortens,
83,Dawson,1,Public,Alley,A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,35.2,N,Y,USDA/TC/LM/Mortens,
84,Dawson,1,Public,Alley,A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,45.1,N,Y,USDA/TC/LM/Mortens,
85,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11,N,Y,USDA/TC/LM/Mortens,
86,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
87,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
88,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,33,N,Y,USDA/TC/LM/Mortens,
89,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,4,N,Y,USDA/TC/LM/Mortens,
90,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42,N,Y,USDA/TC/LM/Mortens,
91,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,15,N,Y,USDA/TC/LM/Mortens,
92,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
93,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,1,N,Y,USDA/TC/LM/Mortens,
94,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,3,N,Y,USDA/TC/LM/Mortens,
95,Dawson,1,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,15,N,Y,USDA/TC/LM/Mortens,
96,Dawson,1,Private,Institutional,I,I1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,17,N,Y,USDA/TC/LM/Mortens,
97,Dawson,1,Private,Institutional,I,I1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,23.7,N,Y,USDA/TC/LM/Mortens,
98,Dawson,1,Private,Institutional,I,I3,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,7,N,Y,USDA/TC/LM/Mortens,
99,Dawson,1,Private,Institutional,I,I3,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5.1,N,Y,USDA/TC/LM/Mortens,
100,Dawson,1,Private,Private,Y,Y15,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.6,N,Y,USDA/TC/LM/Mortens,
101,Dawson,1,Private,Private,Y,Y15,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,40.4,N,Y,USDA/TC/LM/Mortens,
102,Dawson,1,Private,Private,Y,Y19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,16,N,Y,USDA/TC/LM/Mortens,
103,Dawson,1,Private,Private,Y,Y19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,8.2,N,Y,USDA/TC/LM/Mortens,
104,Dawson,1,Private,Private,Y,Y19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,7,N,Y,USDA/TC/LM/Mortens,
105,Dawson,1,Private,Private,Y,Y19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
106,Dawson,1,Private,Private,Y,Y20,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,8.3,N,Y,USDA/TC/LM/Mortens,
107,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30.8,N,Y,USDA/TC/LM/Mortens,
108,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,52.3,N,Y,USDA/TC/LM/Mortens,
109,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11.5,N,Y,USDA/TC/LM/Mortens,
110,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11.3,N,Y,USDA/TC/LM/Mortens,
111,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,7,N,Y,USDA/TC/LM/Mortens,
112,Dawson,1,Private,Private,Y,Y22,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
113,Dawson,1,Private,Private,Y,Y26,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,95.9,N,Y,USDA/TC/LM/Mortens,
114,Dawson,1,Private,Private,Y,Y26,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,51.6,N,Y,USDA/TC/LM/Mortens,
115,Dawson,1,Private,Private,Y,Y28,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.1,N,Y,USDA/TC/LM/Mortens,
116,Dawson,1,Private,Private,Y,Y34,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,70.3,N,Y,USDA/TC/LM/Mortens,
117,Dawson,1,Private,Private,Y,Y35,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,69.2,N,Y,USDA/TC/LM/Mortens,
118,Dawson,1,Private,Private,Y,Y40,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.6,N,Y,USDA/TC/LM/Mortens,
119,Dawson,1,Private,Private,Y,Y40,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,43.7,N,Y,USDA/TC/LM/Mortens,
120,Dawson,1,Private,Private,Y,Y12,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,45.5,N,Y,USDA/TC/LM/Mortens,
121,Dawson,1,Private,Private,Y,Y42,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.6,N,Y,USDA/TC/LM/Mortens,
122,Dawson,1,Private,Private,Y,Y42,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,75.7,N,Y,USDA/TC/LM/Mortens,
123,Dawson,1,Private,Private,Y,Y44,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,18,N,Y,USDA/TC/LM/Mortens,
124,Dawson,1,Private,Private,Y,Y63,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,4.7,N,Y,USDA/TC/LM/Mortens,
125,Dawson,1,Private,Private,Y,Y73,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42.1,N,Y,USDA/TC/LM/Mortens,
126,Dawson,1,Private,Private,Y,Y73,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,38.3,N,Y,USDA/TC/LM/Mortens,
127,Dawson,1,Private,Private,Y,Y83,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.8,N,Y,USDA/TC/LM/Mortens,
128,Dawson,1,Private,Private,Y,Y83,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,37.9,N,Y,USDA/TC/LM/Mortens,
129,Dawson,1,Private,Private,Y,Y84,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,21.6,N,Y,USDA/TC/LM/Mortens,
130,Dawson,1,Private,Private,Y,Y84,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,65.8,N,Y,USDA/TC/LM/Mortens,
131,Dawson,1,Private,Private,Y,Y2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,41.1,N,Y,USDA/TC/LM/Mortens,
132,Dawson,1,Private,Private,Y,Y1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42.2,N,Y,USDA/TC/LM/Mortens,
133,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,29.6,N,Y,USDA/TC/LM/Mortens,
134,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.7,N,Y,USDA/TC/LM/Mortens,
135,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,33.2,N,Y,USDA/TC/LM/Mortens,
136,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,19,N,Y,USDA/TC/LM/Mortens,
137,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,18,N,Y,USDA/TC/LM/Mortens,
138,Dawson,1,Private,Private,Y,Y113,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,21,N,Y,USDA/TC/LM/Mortens,
139,Dawson,1,Private,Private,Y,Y114,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30.4,N,Y,USDA/TC/LM/Mortens,
140,Dawson,1,Private,Private,Y,Y114,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,14.6,N,Y,USDA/TC/LM/Mortens,
141,Dawson,1,Private,Private,Y,Y114,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,15,N,Y,USDA/TC/LM/Mortens,
142,Dawson,1,Private,Private,Y,Y118,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.4,N,Y,USDA/TC/LM/Mortens,
143,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,7.4,N,Y,USDA/TC/LM/Mortens,
144,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,7.9,N,Y,USDA/TC/LM/Mortens,
145,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
146,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
147,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,6.2,N,Y,USDA/TC/LM/Mortens,
148,Dawson,1,Private,Private,Y,Y119,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
149,Dawson,1,Private,Private,Y,Y127,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,15.2,N,Y,USDA/TC/LM/Mortens,
150,Dawson,1,Private,Private,Y,Y127,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,19.2,N,Y,USDA/TC/LM/Mortens,
151,Dawson,1,Private,Private,Y,Y129,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24.1,N,Y,USDA/TC/LM/Mortens,
152,Dawson,1,Private,Private,Y,Y132,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,10.1,N,Y,USDA/TC/LM/Mortens,
153,Dawson,1,Private,Private,Y,Y139,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
154,Dawson,1,Private,Private,Y,Y139,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11,N,Y,USDA/TC/LM/Mortens,
155,Dawson,1,Private,Private,Y,Y140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,31.4,N,Y,USDA/TC/LM/Mortens,
156,Dawson,1,Private,Private,Y,Y140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,40,N,Y,USDA/TC/LM/Mortens,
157,Dawson,1,Private,Private,Y,Y140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,34.3,N,Y,USDA/TC/LM/Mortens,
158,Dawson,1,Private,Private,Y,Y140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,44.1,N,Y,USDA/TC/LM/Mortens,
159,Dawson,1,Private,Private,Y,Y141,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,17.4,N,Y,USDA/TC/LM/Mortens,
160,Dawson,1,Private,Private,Y,Y149,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,10.7,N,Y,USDA/TC/LM/Mortens,
161,Dawson,1,Private,Private,Y,Y150,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5.9,N,Y,USDA/TC/LM/Mortens,
162,Dawson,1,Private,Private,Y,Y152,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,13.5,N,Y,USDA/TC/LM/Mortens,
163,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,4.3,N,Y,USDA/TC/LM/Mortens,
164,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,73.1,N,Y,USDA/TC/LM/Mortens,
165,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24,N,Y,USDA/TC/LM/Mortens,
166,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,13,N,Y,USDA/TC/LM/Mortens,
167,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,30,N,Y,USDA/TC/LM/Mortens,
168,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,24,N,Y,USDA/TC/LM/Mortens,
169,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,92.5,N,Y,USDA/TC/LM/Mortens,
170,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,50.9,N,Y,USDA/TC/LM/Mortens,
171,Dawson,1,Private,Private,Y,Y161,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,44.5,N,Y,USDA/TC/LM/Mortens,
172,Dawson,1,Private,Private,Y,Y163,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,5,N,Y,USDA/TC/LM/Mortens,
173,Dawson,1,Public,Street,S,S127,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,25,N,Y,USDA/TC/LM/Mortens,
174,Dawson,1,Public,Parc,P,P1,AC,ACNI,ACNIGC,Acer nigrum 'Green Column',Green Column Black Maple,18,N,N,USDA/TC/LM,
175,Dawson,1,Private,Institutional,I,I6,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,12,N,N,USDA/TC/Mortens,
176,Dawson,1,Private,Institutional,I,I6,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,13,N,N,USDA/TC/Mortens,
