Column1,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1943,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,26.4,Y,Y,USDA/TC/LM,
1944,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25.6,Y,Y,USDA/TC/LM,
1945,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.2,Y,Y,USDA/TC/LM,
1946,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,16.5,Y,Y,USDA/TC/LM,
1947,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,31.6,Y,Y,USDA/TC/LM,
1948,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,21,Y,Y,USDA/TC/LM,
1949,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.1,Y,Y,USDA/TC/LM,
1950,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7.9,Y,Y,USDA/TC/LM,
1951,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.4,Y,Y,USDA/TC/LM,
1952,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,19.5,Y,Y,USDA/TC/LM,
1953,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,16.5,Y,Y,USDA/TC/LM,
1954,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.6,Y,Y,USDA/TC/LM,
1955,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,36.4,Y,Y,USDA/TC/LM,
1956,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,17.1,Y,Y,USDA/TC/LM,
1957,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,30.4,Y,Y,USDA/TC/LM,
1958,Dawson,1,Private,Private,Y,Y113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,17.6,Y,Y,USDA/TC/LM,
1959,Dawson,1,Private,Private,Y,Y115,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,19.8,Y,Y,USDA/TC/LM,
1960,Dawson,1,Private,Private,Y,Y115,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,20.8,Y,Y,USDA/TC/LM,
1961,Dawson,1,Private,Private,Y,Y115,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,22.4,Y,Y,USDA/TC/LM,
1962,Dawson,1,Private,Private,Y,Y115,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,15,Y,Y,USDA/TC/LM,
1963,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.9,Y,Y,USDA/TC/LM,
1964,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7.6,Y,Y,USDA/TC/LM,
1965,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.7,Y,Y,USDA/TC/LM,
1966,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.8,Y,Y,USDA/TC/LM,
1967,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7.5,Y,Y,USDA/TC/LM,
1968,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
1969,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.7,Y,Y,USDA/TC/LM,
1970,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.6,Y,Y,USDA/TC/LM,
1971,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,3.2,Y,Y,USDA/TC/LM,
1972,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,2.8,Y,Y,USDA/TC/LM,
1973,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,2.6,Y,Y,USDA/TC/LM,
1974,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,2.9,Y,Y,USDA/TC/LM,
1975,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.9,Y,Y,USDA/TC/LM,
1976,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.5,Y,Y,USDA/TC/LM,
1977,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,3.8,Y,Y,USDA/TC/LM,
1978,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.3,Y,Y,USDA/TC/LM,
1979,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,3.4,Y,Y,USDA/TC/LM,
1980,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.6,Y,Y,USDA/TC/LM,
1981,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,3,Y,Y,USDA/TC/LM,
1982,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.5,Y,Y,USDA/TC/LM,
1983,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.9,Y,Y,USDA/TC/LM,
1984,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5,Y,Y,USDA/TC/LM,
1985,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5,Y,Y,USDA/TC/LM,
1986,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5,Y,Y,USDA/TC/LM,
1987,Dawson,1,Private,Private,Y,Y118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5,Y,Y,USDA/TC/LM,
1988,Dawson,1,Private,Private,Y,Y119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
1989,Dawson,1,Private,Private,Y,Y119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.4,Y,Y,USDA/TC/LM,
1990,Dawson,1,Private,Private,Y,Y119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5,Y,Y,USDA/TC/LM,
1991,Dawson,1,Private,Private,Y,Y119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10,Y,Y,USDA/TC/LM,
1992,Dawson,1,Private,Private,Y,Y132,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.1,Y,Y,USDA/TC/LM,
1993,Dawson,1,Private,Private,Y,Y132,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10,Y,Y,USDA/TC/LM,
1994,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,15.5,Y,Y,USDA/TC/LM,
1995,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14,Y,Y,USDA/TC/LM,
1996,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.9,Y,Y,USDA/TC/LM,
1997,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,17.7,Y,Y,USDA/TC/LM,
1998,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,16.3,Y,Y,USDA/TC/LM,
1999,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.5,Y,Y,USDA/TC/LM,
2000,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.4,Y,Y,USDA/TC/LM,
2001,Dawson,1,Private,Private,Y,Y134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.9,Y,Y,USDA/TC/LM,
2002,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.9,Y,Y,USDA/TC/LM,
2003,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9,Y,Y,USDA/TC/LM,
2004,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.4,Y,Y,USDA/TC/LM,
2005,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.5,Y,Y,USDA/TC/LM,
2006,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7,Y,Y,USDA/TC/LM,
2007,Dawson,1,Private,Private,Y,Y135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
2008,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.4,Y,Y,USDA/TC/LM,
2009,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.8,Y,Y,USDA/TC/LM,
2010,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8,Y,Y,USDA/TC/LM,
2011,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.6,Y,Y,USDA/TC/LM,
2012,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7.1,Y,Y,USDA/TC/LM,
2013,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.7,Y,Y,USDA/TC/LM,
2014,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.3,Y,Y,USDA/TC/LM,
2015,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.6,Y,Y,USDA/TC/LM,
2016,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.7,Y,Y,USDA/TC/LM,
2017,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,23.8,Y,Y,USDA/TC/LM,
2018,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,23.6,Y,Y,USDA/TC/LM,
2019,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,11.7,Y,Y,USDA/TC/LM,
2020,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.5,Y,Y,USDA/TC/LM,
2021,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,25,Y,Y,USDA/TC/LM,
2022,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
2023,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
2024,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,23.6,Y,Y,USDA/TC/LM,
2025,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,12.2,Y,Y,USDA/TC/LM,
2026,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,13.8,Y,Y,USDA/TC/LM,
2027,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.4,Y,Y,USDA/TC/LM,
2028,Dawson,1,Private,Private,Y,Y137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,28.3,Y,Y,USDA/TC/LM,
2029,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,34.9,Y,Y,USDA/TC/LM,
2030,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,16.8,Y,Y,USDA/TC/LM,
2031,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,33.4,Y,Y,USDA/TC/LM,
2032,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.1,Y,Y,USDA/TC/LM,
2033,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,23.1,Y,Y,USDA/TC/LM,
2034,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,21.3,Y,Y,USDA/TC/LM,
2035,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.3,Y,Y,USDA/TC/LM,
2036,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.3,Y,Y,USDA/TC/LM,
2037,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,24.9,Y,Y,USDA/TC/LM,
2038,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,21.5,Y,Y,USDA/TC/LM,
2039,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,39.6,Y,Y,USDA/TC/LM,
2040,Dawson,1,Private,Private,Y,Y138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.9,Y,Y,USDA/TC/LM,
2041,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7.6,Y,Y,USDA/TC/LM,
2042,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.8,Y,Y,USDA/TC/LM,
2043,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
2044,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.1,Y,Y,USDA/TC/LM,
2045,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8,Y,Y,USDA/TC/LM,
2046,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
2047,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.8,Y,Y,USDA/TC/LM,
2048,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.3,Y,Y,USDA/TC/LM,
2049,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,3.8,Y,Y,USDA/TC/LM,
2050,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.9,Y,Y,USDA/TC/LM,
2051,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
2052,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.8,Y,Y,USDA/TC/LM,
2053,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.2,Y,Y,USDA/TC/LM,
2054,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,4.8,Y,Y,USDA/TC/LM,
2055,Dawson,1,Private,Private,Y,Y143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.1,Y,Y,USDA/TC/LM,
2056,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,15.7,Y,Y,USDA/TC/LM,
2057,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9,Y,Y,USDA/TC/LM,
2058,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,36.9,Y,Y,USDA/TC/LM,
2059,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.4,Y,Y,USDA/TC/LM,
2060,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,11.5,Y,Y,USDA/TC/LM,
2061,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.5,Y,Y,USDA/TC/LM,
2062,Dawson,1,Private,Private,Y,Y149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,11.8,Y,Y,USDA/TC/LM,
2063,Dawson,1,Private,Private,Y,Y152,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,26.6,Y,Y,USDA/TC/LM,
2064,Dawson,1,Private,Private,Y,Y152,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,44.1,Y,Y,USDA/TC/LM,
2065,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,28.1,Y,Y,USDA/TC/LM,
2066,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,6.6,Y,Y,USDA/TC/LM,
2067,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,17.1,Y,Y,USDA/TC/LM,
2068,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,7,Y,Y,USDA/TC/LM,
2069,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,14.1,Y,Y,USDA/TC/LM,
2070,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,30.2,Y,Y,USDA/TC/LM,
2071,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,31.7,Y,Y,USDA/TC/LM,
2072,Dawson,1,Private,Private,Y,Y157,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,17.9,Y,Y,USDA/TC/LM,
2073,Dawson,1,Private,Private,Y,Y161,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,13.9,Y,Y,USDA/TC/LM,
2074,Dawson,1,Private,Private,Y,Y161,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,18.4,Y,Y,USDA/TC/LM,
2075,Dawson,1,Private,Private,Y,Y161,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,30.7,Y,Y,USDA/TC/LM,
2076,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,13.3,Y,Y,USDA/TC/LM,
2077,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
2078,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.5,Y,Y,USDA/TC/LM,
2079,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,5.8,Y,Y,USDA/TC/LM,
2080,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.1,Y,Y,USDA/TC/LM,
2081,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,31.5,Y,Y,USDA/TC/LM,
2082,Dawson,1,Private,Private,Y,Y163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,12.7,Y,Y,USDA/TC/LM,
2083,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,36,Y,Y,Mortens/LM,
2084,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,43,Y,Y,Mortens/LM,
2085,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,59,Y,Y,Mortens/LM,
2086,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,36,Y,Y,Mortens/LM,
2087,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,53,Y,Y,Mortens/LM,
2088,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,39,Y,Y,Mortens/LM,
2089,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,39,Y,Y,Mortens/LM,
2090,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
2091,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,97,Y,Y,Mortens/LM,
2092,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,46,Y,Y,Mortens/LM,
2093,Dawson,1,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,58,Y,Y,Mortens/LM,
2094,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
2095,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,48,Y,Y,Mortens/LM,
2096,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,41,Y,Y,Mortens/LM,
2097,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
2098,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,44,Y,Y,Mortens/LM,
2099,Dawson,1,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,37,Y,Y,Mortens/LM,
2100,Dawson,1,Private,Private,Y,Y154,TI,TIAM,TIAMHE,Tilia americana var. heterophylla,NA,95,Y,Y,USDA/TC/LM,NA
2101,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,10.8,N,N,USDA,
2102,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,41.2,N,N,USDA,
2103,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,56.4,N,N,USDA,
2104,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44.1,N,N,USDA,
2105,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,12.8,N,N,USDA,
2106,Dawson,1,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48.4,N,N,USDA,
2107,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,99.7,N,N,USDA,
2108,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,119,N,N,USDA,
2109,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,79.7,N,N,USDA,
2110,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,108,N,N,USDA,
2111,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,56.5,N,N,USDA,
2112,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,59,N,N,USDA,
2113,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,64.9,N,N,USDA,
2114,Dawson,1,Private,Institutional,I,I1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,129.1,N,N,USDA,
2115,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,51,N,N,USDA,
2116,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48,N,N,USDA,
2117,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43,N,N,USDA,
2118,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,35,N,N,USDA,
2119,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,50,N,N,USDA,
2120,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44,N,N,USDA,
2121,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43,N,N,USDA,
2122,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42,N,N,USDA,
2123,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,22,N,N,USDA,
2124,Dawson,1,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,49,N,N,USDA,
2125,Dawson,1,Public,Parc,P,P3,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42,N,N,USDA,
2126,Dawson,1,Private,Private,Y,Y18,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,57,N,N,USDA,
2127,Dawson,1,Private,Private,Y,Y37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,39.3,N,N,USDA,
2128,Dawson,1,Private,Private,Y,Y37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,47.3,N,N,USDA,
2129,Dawson,1,Private,Private,Y,Y37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,37.3,N,N,USDA,
2130,Dawson,1,Private,Private,Y,Y96,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,48.8,N,N,USDA,
2131,Dawson,1,Private,Private,Y,Y103,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,38.4,N,N,USDA,
2132,Dawson,1,Private,Private,Y,Y118,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44.7,N,N,USDA,
2133,Dawson,1,Private,Private,Y,Y118,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,55.4,N,N,USDA,
2134,Dawson,1,Private,Private,Y,Y147,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,55.5,N,N,USDA,
