Private_trees_10_04_3,,,,,,,,,,,,,,,,
Global_ID,Date_Relev,Classification,GS Type,Sample Site,Site Code,DBH,Species_Code,Species_Common,Species Latin,Genus,Latitude,Longitude,Accuracy,UTM_Northing_11_Location_of_Tree,UTM_Easting_11_Location_of_Tree,UTM_Zone_11_Location_of_Tree
dc5741dd-0d45-4c23-8051-e4ccbc0f57ee,2021-06-29T13:16:06.425Z,Private,Private,1_Bellevue_Avenue,R13,35,ACPA,Japanese_Maple,Acer palmatum,Acer,45.488864,-73.605356,65,5038205,608980,18T
aa879005-9112-4534-abbe-f8603a4cd61d,2021-06-29T13:19:00.945Z,Private,Private,1_Bellevue_Avenue,R13,26.7,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.489024,-73.605472,65,5038222,608971,18T
512c9325-5815-4307-9ff4-86fe11d1e46b,2021-06-29T13:21:24.099Z,Private,Private,1_Bellevue_Avenue,R13,20.8,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.488884,-73.605508,65,5038207,608968,18T
918db561-2a8e-49f4-a945-50bb9bd8312c,2021-06-29T13:24:26.734Z,Private,Private,1_Bellevue_Avenue,R13,13.8,MA,Magnolia_X,Magnolia x ,Magnolia,45.488851,-73.605267,65,5038203,608987,18T
0464d417-a93d-4b89-9ac1-926cfa2b1863,2021-06-29T13:27:37.218Z,Private,Private,1_Bellevue_Avenue,R13,20.9,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.488954,-73.605277,65,5038215,608986,18T
4abb6943-bf2e-4f60-b473-d7576a5f9633,2021-06-29T13:29:20.583Z,Private,Private,1_Bellevue_Avenue,R13,46,ULAM,American_Elm,Ulmus americana,Ulmus,45.489117,-73.605372,65,5038233,608978,18T
8fe64e69-a318-47e8-b941-7d039ac8dd10,2021-06-29T13:29:56.899Z,Private,Private,1_Bellevue_Avenue,R13,43,ULAM,American_Elm,Ulmus americana,Ulmus,45.489064,-73.605292,65,5038227,608984,18T
5996cf61-0167-4823-963b-5f7f9d2a83f9,2021-06-29T13:31:25.330Z,Private,Private,1_Bellevue_Avenue,R13,31.3,ULAM,American_Elm,Ulmus americana,Ulmus,45.488873,-73.60553,65,5038206,608966,18T
a13dd1c5-26fd-4c78-8e8a-d304cdb7c6cf,2021-06-29T13:39:40.982Z,Private,Private,1_Bellevue_Avenue,R13,59.1,QURU,Northern_Red_Oak,Quercus rubra,Quercus,45.488881,-73.605912,65,5038206,608936,18T
a7c0caf2-a2d5-48ab-897d-708d0963d6f8,2021-06-29T13:40:43.111Z,Private,Private,1_Bellevue_Avenue,R13,31.6,JUNI,Black_Walnut,Juglans Nigra,Juglans,45.488994,-73.605316,65,5038219,608983,18T
f36e55c7-5368-4e3d-89aa-de23a4b76cbe,2021-06-29T13:41:26.733Z,Private,Private,1_Bellevue_Avenue,R13,15.1,GIBI,Ginkgo_biloba,Ginkgo biloba,Ginkgo,45.488877,-73.605876,65,5038206,608939,18T
04044ddf-9022-4d63-98b6-aa9d535aa99b,2021-06-29T13:43:46.774Z,Private,Private,1_Bellevue_Avenue,R13,49,BEPA,Paper_Birch,Betula papyrifera,Betula,45.488873,-73.605707,65,5038205,608952,18T
1fac446e-2cb1-4cb7-901d-954f455870b0,2021-06-29T13:51:40.760Z,Private,Private,1_Bellevue_Avenue,R13,13,GLTR,Honeylocust,Gleditsia triacanthos,Gleditsia,45.488925,-73.605655,65,5038211,608956,18T
4345f2b8-c713-44c2-b90f-0affd07e92de,2021-06-29T13:53:43.915Z,Private,Private,1_Bellevue_Avenue,R13,18.8,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.488745,-73.605756,65,5038191,608949,18T
2167f56d-5980-4d55-a853-41e938f1e43a,2021-06-29T13:56:47.362Z,Private,Private,1_Bellevue_Avenue,R13,13.9,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.48883,-73.60531,65,5038201,608984,18T
94e1ecb8-60d1-49cf-837a-6cf6408274c2,2021-06-29T15:05:08.680Z,Private,Private,1_de_casson,R14,26.1,PIAB,Norway_spruce,Picea abies,Picea,45.490656,-73.590118,65,5038425,610167,18T
64aaf788-1736-41d1-aa78-2229e984afbb,2021-06-29T15:08:48.542Z,Private,Private,1_de_casson,R14,5.2,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.490718,-73.589677,65,5038432,610201,18T
0312c4d2-b452-40fe-bfe5-293512b6a2ce,2021-06-29T15:14:41.008Z,Private,Private,1_de_casson,R14,20.7,PIAB,Norway_Spruce,Picea abies,Picea,45.490661,-73.589907,65,5038425,610184,18T
6bca744d-9abb-4259-b1d0-985afd2dd10c,2021-07-07T17:42:17.360Z,Private,Private,1175 Ave Hope,R15,24.6,ACNE,Manitoba_Maple,Acer negundo,Acer,45.489873,-73.580398,65,5038351,610928,18T
f32eb5b4-28a6-4f1a-b244-8f5365efba54,2021-07-07T17:43:26.334Z,Private,Private,1175 Ave Hope,R15,40.4,ACNE,Manitoba_Maple,Acer negundo,Acer,45.489885,-73.580443,65,5038352,610925,18T
b90ae4fd-43d5-47ed-bded-63a7a378c996,2021-08-06T15:25:41.181Z,Private,Private,1176_saint_mathieu,R16,8.4,ACPL,Norway_maple,Acer platanoides,Acer,45.492535,-73.577038,65,5038651,611185,18T
99cfd133-3855-49b3-a778-96b2aeb3bf00,2021-07-29T13:19:02.787Z,Private,Private,1177 Tupper,R17,14.2,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.489469,-73.580685,65,5038306,610907,18T
a5af1255-967b-43ad-8d08-ff323c3e323d,2021-07-27T14:19:35.782Z,Private,Private,118_St_Augustin,R18,57,TICO,Littleleaf_European_linden,Tilia cordata,Tilia,45.477095,-73.5798,65,5036932,611000,18T
b4c3ecef-efa4-452d-af8e-617cd11db06e,2021-07-27T14:20:56.554Z,Private,Private,118_St_Augustin,R18,22.6,CTSP,Northern_Catalpa,Catalpa speciosa,Catalpa,45.476916,-73.579739,65,5036912,611005,18T
6325f5e3-46bf-4f8d-8924-28f71986e3ac,2021-07-27T14:22:38.905Z,Private,Private,118_St_Augustin,R18,28.5,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.476904,-73.579991,65,5036911,610985,18T
f386d66f-b25c-462c-8b8a-998480a99622,2021-07-29T14:16:58.585Z,Private,Private,1180_fort,R19,39.6,ACPL,Norway_Maple,Acer platanoides,Acer,45.490605,-73.579241,65,5038434,611017,18T
342f228e-59e1-4dfb-b5eb-626004f99034,2021-07-29T14:17:11.933Z,Private,Private,1180_fort,R19,16,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490856,-73.579758,165,5038461,610976,18T
692f18d1-477c-44cf-b473-bdc6326f057f,2021-07-29T14:17:41.720Z,Private,Private,1180_fort,R19,8.2,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490856,-73.579758,165,5038461,610976,18T
9025a9c5-3160-4b34-b9c2-3e6fc5cc902d,2021-07-29T14:17:49.543Z,Private,Private,1180_fort,R19,39.8,ACPL,Norway_Maple,Acer platanoides,Acer,45.490621,-73.579322,65,5038436,611011,18T
aa3927d0-23ac-4836-8a10-b6158387e34e,2021-07-29T14:18:06.692Z,Private,Private,1180_fort,R19,7,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490873,-73.579881,65,5038463,610967,18T
036702bd-64da-44ce-85b2-c0b6b4795a77,2021-07-29T14:18:31.991Z,Private,Private,1180_fort,R19,6.7,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490873,-73.579881,65,5038463,610967,18T
5a2c1a00-be2b-4b9a-8051-337305734ad9,2021-07-29T14:19:49.357Z,Private,Private,1180_fort,R19,67,QUMA,Bur_oak,Quercus macrocarpa,Quercus,45.489901,-73.579628,65,5038355,610988,18T
db409e86-1e2c-4555-a16b-850a5d916112,2021-07-29T14:20:39.130Z,Private,Private,1180_fort,R19,32.8,QUMA,Bur_oak,Quercus macrocarpa,Quercus,45.490468,-73.579136,65,5038419,611026,18T
c246037f-dff8-4baa-8067-4ad3525dcd03,2021-07-29T14:25:47.821Z,Private,Private,1180_fort,R19,50.2,SOXXTH,Sorbus_x_thuringiaca,Sorbus_x_thuringiaca,Sorbus,45.490901,-73.579832,165,5038466,610970,18T
d6bff1b4-40c1-4ad7-833a-076ac8761428,2021-07-29T14:26:27.855Z,Private,Private,1180_fort,R19,5.4,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.49088,-73.579797,65,5038464,610973,18T
e01d7dd8-9453-4738-a137-6383ab1a684c,2021-07-07T17:39:36.935Z,Private,Private,1183 Ave Hope,R20,150.3,TIAM,American_Basswood,Tilia americana ,Tilia,45.489845,-73.580587,65,5038348,610913,18T
ae218094-bb9a-47aa-ba5e-94fb5169d2f1,2021-07-07T17:41:09.709Z,Private,Private,1183 Ave Hope,R20,39.9,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.489778,-73.580589,65,5038340,610913,18T
0fb38110-079a-404f-94a7-ce54c92a6e4c,2021-07-07T17:33:10.095Z,Private,Private,1185 Ave Hope,R20,8.3,ACNE,Manitoba_Maple,Acer negundo,Acer,45.489935,-73.58064,65,5038358,610909,18T
18708b70-e9db-4120-bb03-0e261d1dd114,2021-07-07T17:34:07.767Z,Private,Private,1185 Ave Hope,R20,5.9,RHTY,Sumac,Rhus typhina,Rhus,45.489975,-73.580724,65,5038362,610902,18T
34177a23-228c-40b0-ba50-ae95c00f5f11,2021-07-07T17:32:13.980Z,Private,Private,1187 Hope Ave,R21,7,CEOC,Hackberry,Celtis occidentalis ,Celtis,45.489975,-73.580641,65,5038362,610909,18T
ae5c0ef6-7d40-458a-93b8-9f84e4bcb218,2021-07-07T17:33:07.835Z,Private,Private,1187 Hope Ave,R21,3.4,CEOC,Hackberry,Celtis occidentalis ,Celtis,45.489925,-73.58103,65,5038356,610879,18T
3a657556-d544-4123-9779-8a3eb94fed0f,2021-07-29T14:13:44.594Z,Private,Private,1190_fort,R22,30.8,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490866,-73.579683,65,5038462,610982,18T
64d08c74-b2a9-4c1e-ab01-a258dc0634a2,2021-07-29T14:14:22.877Z,Private,Private,1190_fort,R22,14.3,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.490981,-73.579657,65,5038475,610984,18T
a59210a8-1242-4c1e-a482-89b0d38ec04b,2021-07-29T14:14:29.335Z,Private,Private,1190_fort,R22,52.3,ACNE,Manitoba_Maple,Acer negundo,Acer,45.489835,-73.578631,165,5038349,611066,18T
b0afaf61-0d87-4420-93a8-a96efdb566ed,2021-07-29T14:15:11.221Z,Private,Private,1190_fort,R22,11.5,ACNE,Manitoba_Maple,Acer negundo,Acer,45.4904,-73.579254,165,5038411,611017,18T
0979e93d-b04f-4e79-80e6-e1db229b54f1,2021-07-29T14:15:36.566Z,Private,Private,1190_fort,R22,11.3,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490821,-73.579437,65,5038458,611001,18T
472b3fc4-ac37-4c7d-b1e1-7da37c46f2ac,2021-07-29T14:15:57.400Z,Private,Private,1190_fort,R22,7,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490856,-73.579757,165,5038461,610976,18T
cb204db4-0fee-4031-8dfb-b048359f96b1,2021-07-29T14:16:01.170Z,Private,Private,1190_fort,R22,5,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490641,-73.579159,65,5038438,611023,18T
5aa887c5-36e6-4b7e-9305-f043488487cc,2021-07-29T15:31:41.346Z,Private,Private,1197 rue Saint-Marc,R23,47.3,ACPL,Norway_maple,Acer platanoides,Acer,,,,,,
d7010bdf-c49b-4385-b147-d162eae7f4a3,2021-06-23T13:55:07.167Z,Private,Private,12_av_Rosemont,R11,46,ACPL,Norway_Maple,Acer platanoides,Acer,45.487646,-73.593292,65,5038086,609925,18T
131792dd-8c0b-42e9-ad5c-beaf5200c3a9,2021-06-23T14:29:02.516Z,Private,Private,12_av_Rosemont,R11,42.4,ACPL,Norway_maple,Acer platanoides,Acer,45.487659,-73.593348,65,5038087,609921,18T
33a6792a-09ee-4a3f-88c1-0dabd0b3bf14,2021-06-23T14:30:40.693Z,Private,Private,12_av_Rosemont,R11,49.7,ACPL,Norway_maple,Acer platanoides,Acer,45.487614,-73.593504,65,5038082,609908,18T
e41d9d06-628f-48a7-908e-20c166105a79,2021-06-23T14:32:56.135Z,Private,Private,12_av_Rosemont,R11,5,SYVU,Common_lilac,Syringa vulgaris,Syringa,45.487654,-73.593458,65,5038087,609912,18T
d4750d54-3dfb-4dbc-b1a9-59221b4bf756,2021-06-23T14:38:35.573Z,Private,Private,12_av_Rosemont,R11,6,PRVI,Chokecherry,Prunus virginiana,Prunus,45.487662,-73.593451,65,5038087,609913,18T
d62934b3-8a85-4603-86f7-ed3955a9f411,2021-06-23T14:40:41.401Z,Private,Private,12_av_Rosemont,R11,5.6,PRVI,Chokecherry,Prunus virginiana,Prunus,45.487606,-73.593484,65,5038081,609910,18T
081b0344-1c5b-4c79-b273-8a0fe9dc11d2,2021-06-23T14:42:18.696Z,Private,Private,12_av_Rosemont,R11,38.7,ACPL,Norway_maple,Acer platanoides,Acer,45.487481,-73.59354,65,5038067,609906,18T
fc310116-aa86-4ee8-b8a5-8c1a95dea9cd,2021-06-23T14:43:10.986Z,Private,Private,12_av_Rosemont,R11,44.3,ACPL,Norway_maple,Acer platanoides,Acer,45.487516,-73.593504,65,5038071,609909,18T
d86390e0-3d41-4cdf-8aba-f7058155e8a5,2021-07-07T17:27:08.010Z,Private,Private,1201 Ave Hope,R24,8.8,CEOC,Hackberry,Celtis occidentalis ,Celtis,45.490092,-73.581025,65,5038374,610879,18T
132accf2-9f9c-4b32-8852-bde27b7c725b,2021-07-29T13:13:16.666Z,Private,Private,1201 Ave Hope,R24,22.4,JUNI,Black_Walnut,Juglans nigra,Juglans,45.489709,-73.581195,65,5038332,610866,18T
ea328825-9b16-485a-887c-0debca307903,2021-07-29T14:12:38.516Z,Private,Private,1208_fort,R25,7.8,GIBI,Ginkgo_biloba,Ginkgo biloba,Ginkgo,45.491103,-73.579854,65,5038488,610968,18T
7f1744a1-e69c-479a-9551-05a88f9071d2,2021-07-29T15:22:21.258Z,Private,Private,1209 rue Saint-Marc,R26,95.9,ACNE,Manitoba_Maple,Acer negundo,Acer,,,,,,
8a41b347-e8a1-4427-97e7-ccd313b2e112,2021-07-29T15:23:48.110Z,Private,Private,1209 rue Saint-Marc,R26,51.6,ACNE,Manitoba_Maple,Acer negundo,Acer,,,,,,
53e94d82-ceb9-45fa-b58f-6251cccbfed9,2021-07-29T15:27:22.139Z,Private,Private,1209 rue Saint-Marc,R26,9.1,CPCA,Kashmir_cypress,Cupressus cashmeriana,Cupressus,,,,,,
4d96c205-7f89-469a-a191-2be1a3593be6,2021-07-29T15:29:21.691Z,Private,Private,1209 rue Saint-Marc,R26,9.2,CTCO,Smoketree,Cotinus coggygria,Cotinus,,,,,,
c99a48e7-e45e-4920-81b2-37d657f7fb79,2021-08-06T15:21:20.324Z,Private,Private,1212_saint_mathieu,R27,24.7,MOAL,White_Mulberry,Morus alba,Morus,45.492059,-73.577815,113,5038597,611126,18T
a072b4ce-7c11-46e9-9430-4217ad81228f,2021-07-29T14:11:37.803Z,Private,Private,1214_Fort,R28,22.1,ULAM,American_Elm,Ulmus americana,Ulmus,45.491224,-73.580127,65,5038501,610947,18T
26803909-79e2-4cb9-8e33-07926d35a2f8,2021-07-29T14:12:00.676Z,Private,Private,1214_Fort,R28,34.1,ACNE,Manitoba_Maple,Acer negundo,Acer,45.490894,-73.579827,65,5038465,610971,18T
73f8f270-97ef-4403-9f90-fb63001dd74d,2021-08-06T15:18:18.097Z,Private,Private,1216_saint_mathieu,R29,25,ACPL,Norway_maple,Acer platanoides,Acer,45.49253,-73.577049,165,5038651,611185,18T
04feb040-629c-4aa0-8c9c-5303c015f229,2021-07-29T14:10:50.932Z,Private,Private,1220_Fort,R30,52.3,ULAM,American_Elm,Ulmus americana,Ulmus,45.490951,-73.579916,165,5038471,610964,18T
7444e7bd-7867-44f6-822a-e47e21e29d3b,2021-07-29T15:03:50.160Z,Private,Private,1226 Rue Saint-Marc,R31,104.7,ACSA,Silver_Maple,Acer saccharinum ,Acer,,,,,,
1fc3a537-8e3c-4982-b1a7-30165ef69efa,2021-07-29T15:17:43.110Z,Private,Private,1228 Rue Saint-Marc,R32,5.3,TACA,Canadian_yew,Taxus canadensis,Taxus,,,,,,
ed162952-7e42-4212-9114-62aa95da7167,2021-07-29T15:18:46.179Z,Private,Private,1228 Rue Saint-Marc,R32,9.5,TACA,Canadian_yew,Taxus canadensis,Taxus,,,,,,
c82f0e8d-70fd-444a-ace5-6ebad06f3787,2021-07-29T15:20:23.436Z,Private,Private,1228 Rue Saint-Marc,R32,9.8,TACA,Canadian_yew,Taxus canadensis,Taxus,,,,,,
447cac74-e715-451e-88f1-de0340920b85,2021-08-06T15:08:52.256Z,Private,Private,1232_St-mathieu,R33,26.1,ACSA,Silver_Maple,Acer saccharinum ,Acer,45.493064,-73.578617,165,5038708,611061,18T
0b726568-84f7-42db-baff-4803a5024d07,2021-08-06T15:09:59.379Z,Private,Private,1232_st-mathieu,R33,12,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.492831,-73.578541,258,5038682,611067,18T
2a2560d3-cbb1-4be5-bc63-270cd7a737f9,2021-08-06T15:10:40.248Z,Private,Private,1232_st-mathieu,R33,19,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.492458,-73.578288,165,5038641,611088,18T
23762410-8a47-414a-9e75-fc0a5a4f8cb4,2021-08-06T15:11:23.809Z,Private,Private,1232_st-mathieu,R33,11,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.492668,-73.579357,65,5038663,611004,18T
7f918706-73a5-431d-a72e-b9a93b6b18ed,2021-08-06T15:11:48.284Z,Private,Private,1232_st-mathieu,R33,7.6,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.492668,-73.579357,65,5038663,611004,18T
f370bd3c-0cec-4d0b-858c-c9eff85e06f1,2021-08-06T15:12:14.368Z,Private,Private,1232_st-mathieu,R33,12.5,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.492668,-73.579357,65,5038663,611004,18T
edf34deb-e7a7-4707-8124-a6a27c077d2e,2021-07-29T15:10:28.640Z,Private,Private,1233 Rue Saint-Marc,R34,10,ULAM,American_Elm,Ulmus americana,Ulmus,,,,,,
4d41306e-082f-4ce9-934e-005acd84b1d2,2021-07-29T15:16:32.712Z,Private,Private,1233 Rue Saint-Marc,R34,70.3,ACNE,Manitoba_Maple,Acer negundo,Acer,,,,,,
008e418a-141d-4e89-a093-88e94dc57018,2021-08-06T15:00:21.715Z,Private,Private,1256_st_mathieu,R35,13.3,ROCA,Dog_rose,Rosa canina,Rosa,45.492621,-73.579394,109,5038658,611001,18T
5aac1672-5831-4259-ae5e-9aae7cb79c52,2021-08-06T15:01:26.959Z,Private,Private,1256_st_mathieu,R35,69.2,ACNE,Manitoba_Maple,Acer negundo,Acer,45.49316,-73.578666,65,5038719,611057,18T
37e0f703-408f-4e54-809b-41ffb96a3623,2021-08-06T15:05:08.704Z,Private,Private,1256_st_mathieu,R35,86.93,PODE,Eastern_cottonwood,Populus deltoides,Populus,45.492555,-73.579503,165,5038650,610993,18T
b00a02a1-8072-48e3-8847-1303f773ec39,2021-08-06T15:06:13.400Z,Private,Private,1258_st-mathieu,R36,19.6,SOAM,Mountain_ash,Sorbus americana ,Sorbus,45.492451,-73.578287,165,5038640,611088,18T
82dd59dd-736d-4af0-ab4a-155c309f6c97,2021-07-29T13:55:35.794Z,Private,Private,1271 Fort,R37,32,ACPL,Norway_maple,Acer platanoides,Acer,45.491333,-73.580723,65,5038513,610900,18T
c66d95a2-18d3-46c6-a288-e1fb8cef668f,2021-07-29T13:58:49.140Z,Private,Private,1271 Fort,R37,39.3,TICO,Littleleaf_European_linden,Tilia cordata,Tilia,45.491328,-73.58069,65,5038512,610902,18T
50d7c1c0-da19-43a1-8791-142a51818818,2021-07-29T13:59:51.428Z,Private,Private,1271 Fort,R37,47.3,TICO,Littleleaf_European_Linden,Tilia cordata,Tilia,45.491407,-73.58072,65,5038521,610900,18T
06d506a5-c9a9-43e4-9fa1-d825c357924e,2021-07-29T14:00:24.889Z,Private,Private,1271 Fort,R37,37.3,TICO,Littleleaf_European_Linden,Tilia cordata,Tilia,45.491407,-73.580719,65,5038521,610900,18T
9f8af532-27a9-4aa0-809e-2832f530bf4f,2021-07-29T13:53:06.489Z,Private,Private,1350 Dufort Apartments,R38,23.9,PIPU,Blue_Spruce,Picea pungens,Picea,45.491322,-73.580706,65,5038512,610901,18T
8b928d0f-5aa8-4978-95df-5455094a17e0,2021-07-29T13:53:57.818Z,Private,Private,1350 Dufort Apartments,R38,19,PIPU,Blue_Spruce,Picea pungens,Picea,45.491388,-73.580671,162,5038519,610904,18T
126e494e-54c4-442a-89c2-52f1cd694213,2021-08-25T17:04:36.189Z,Private,Private,1418 St-Marc,R39,30.1,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.49283,-73.580992,65,5038679,610876,18T
35eb2805-7fb4-40e3-ade4-35e929de5e71,2021-08-25T17:05:00.047Z,Private,Private,1418 St-Marc,R39,25,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.492823,-73.581024,65,5038678,610873,18T
36886625-8185-4143-acb9-044d8f9c1f7f,2021-08-25T17:05:35.423Z,Private,Private,1418 St-Marc,R39,28.6,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.49276,-73.580934,65,5038671,610881,18T
d0dc168d-8bd2-455b-baeb-3547e88dc066,2021-08-25T17:06:11.643Z,Private,Private,1418 St-Marc,R39,28.2,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.492876,-73.581181,65,5038684,610861,18T
d0d41f95-f3ec-4583-80ce-83b6a30cafad,2021-08-25T17:06:59.106Z,Private,Private,1418 St-Marc,R39,31.2,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.492843,-73.581117,65,5038680,610866,18T
d86dfb0a-a2bd-4199-ad29-731b1a6078cb,2021-08-25T17:07:35.913Z,Private,Private,1418 St-Marc,R39,30.1,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.492872,-73.580927,65,5038683,610881,18T
5f1be8df-abf6-4434-b5fb-bb9721ccb803,2021-08-25T17:08:00.772Z,Private,Private,1418 St-Marc,R39,5,CEOC,Hackberry,Celtis occidentalis ,Celtis,45.492846,-73.580839,65,5038681,610888,18T
b95004a9-6919-423b-9982-4dc4eb71591a,2021-08-25T17:08:36.514Z,Private,Private,1418 St-Marc,R39,34,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.492806,-73.581076,106,5038676,610869,18T
600390d8-3043-419a-a6e5-ac9913ddcf7e,2021-08-25T17:09:17.626Z,Private,Private,1418 St-Marc,R39,28.9,FRPE,Red_ash,Fraxinus pennsylvanica,Fraxinus,45.49272,-73.580901,65,5038667,610883,18T
cb92167d-e679-4b5d-84b9-d975fa20c23e,2021-07-16T22:25:18.673Z,Private,Private,1419_du_Fort,R40,34.6,ACNE,Manitoba_Maple,Acer negundo,Acer,45.492488,-73.582055,65,5038639,610794,18T
6df46f89-958d-44b2-af2c-3392d4e1524d,2021-07-16T22:28:43.112Z,Private,Private,1419_du_Fort,R40,43.7,ACNE,Manitoba_Maple,Acer negundo,Acer,45.492395,-73.581986,65,5038629,610799,18T
3dad937b-2beb-48ac-963c-168b7e6fe9b9,2021-06-23T14:33:35.073Z,Private,Private,1427 Rue Chomedey,R12,45.5,ACNE,Manitoba_Maple,Acer negundo,Acer,45.49134,-73.583247,65,5038510,610703,18T
795413ff-4bc6-42ab-8a9a-ee04536d0ebe,2021-06-23T14:34:49.151Z,Private,Private,1440 Rue Chomedey,R41,52.5,ACPL,Norway_maple,Acer platanoides,Acer,45.491256,-73.583206,65,5038501,610706,18T
0210a939-557d-4d60-bd1d-d8aaccdee563,2021-08-25T17:12:34.512Z,Private,Private,1464 St-Marc,R42,34.6,ACNE,Manitoba_Maple,Acer negundo,Acer,45.493611,-73.581887,65,5038764,610804,18T
cd9c6ad4-ed96-43cf-bfd9-9e698e81599d,2021-08-25T17:13:17.467Z,Private,Private,1464 St-Marc,R42,16.2,SOAU,European_mountain_ash,Sorbus aucuparia,Sorbus,45.493511,-73.581814,65,5038753,610810,18T
64e809f4-c4b2-414b-a4ee-ad6f83dac919,2021-08-25T17:17:06.195Z,Private,Private,1464 St-Marc,R42,75.7,ACNE,Manitoba_Maple,Acer negundo,Acer,45.493532,-73.581868,65,5038755,610806,18T
2ac395e7-cc8c-4085-9214-583f7c19cbb3,2021-08-25T20:28:00.997Z,Private,Private,1626_Sherbrooke,R43,21.1,GLTR,Honeylocust,Gleditsia triacanthos,Gleditsia,45.496221,-73.582027,65,5039054,610788,18T
e3807fa9-9648-4ffd-91c9-3bf3c9aff5d0,2021-08-10T14:06:24.995Z,Private,Private,1628 Selkirk,R44,8.3,ULPU,Siberian_elm,Ulmus pumila,Ulmus,45.496186,-73.583012,65,5039049,610712,18T
7bee9571-efa9-4ea2-9f9e-1614bce06eb6,2021-08-10T14:07:17.536Z,Private,Private,1628 Selkirk,R44,7.4,THOC,Eastern_White_Cedar,Thuja occidentalis,Thuja,45.495799,-73.583073,65,5039006,610708,18T
a42d5b4c-85e6-4bce-ad21-948d60a5016e,2021-08-10T14:07:50.185Z,Private,Private,1628 Selkirk,R44,18,ACNE,Manitoba_Maple,Acer negundo,Acer,45.4959,-73.582925,65,5039017,610719,18T
ad00d8cd-ab27-4664-81d5-bd3f8a25f932,2021-08-10T14:09:10.450Z,Private,Private,1628 Selkirk,R44,27.6,ACTA,Tartar_maple,Acer tataricum,Acer,45.496325,-73.583283,65,5039064,610690,18T
513adf1e-ad71-4569-80c7-94fe0fe05d8a,2021-08-10T14:10:42.858Z,Private,Private,1628 Selkirk,R44,25,ACTA,Tartar_maple,Acer tataricum,Acer,45.496395,-73.583403,65,5039071,610681,18T
ddfc0b6f-3dfb-4158-abb7-13e90a9861c6,2021-08-10T14:11:20.692Z,Private,Private,1628 Selkirk,R44,45.8,ACTA,Tartar_maple,Acer tataricum,Acer,45.496319,-73.583067,65,5039063,610707,18T
4faee643-ac6e-44ff-8741-74236baefd11,2021-08-10T14:12:18.291Z,Private,Private,1628 Selkirk,R44,15.9,ACTA,Tartar_maple,Acer tataricum,Acer,45.496253,-73.583234,65,5039056,610694,18T
a2400856-c95c-4c0d-b685-9d547fe21451,2021-08-10T14:13:22.311Z,Private,Private,1628 Selkirk,R44,12.5,ACTA,Tartar_maple,Acer tataricum,Acer,45.496271,-73.58298,65,5039058,610714,18T
9cf2546c-2a7d-4e74-a8ef-6c6424e12976,2021-08-10T14:15:06.984Z,Private,Private,1628 Selkirk,R44,32,ACPL,Norway_maple,Acer platanoides,Acer,45.496315,-73.583161,65,5039063,610700,18T
ab293f02-3427-43ab-abf4-fe89d5b8a68b,2021-08-10T14:16:48.472Z,Private,Private,1628 Selkirk,R44,9,ACTA,Tartar_maple,Acer tataricum,Acer,45.496202,-73.583024,65,5039051,610711,18T
42af3175-348d-4727-a52f-6a7d0f8c9190,2021-08-10T14:17:30.199Z,Private,Private,1628 Selkirk,R44,9.9,ACTA,Tartar_maple,Acer tataricum,Acer,45.496272,-73.583044,65,5039058,610709,18T
b34f6a23-bbe0-4f85-a833-899b44cd1157,2021-08-10T14:18:23.991Z,Private,Private,1628 Selkirk,R44,13.3,ACTA,Tartar_maple,Acer tataricum,Acer,45.496273,-73.583031,65,5039058,610710,18T
