"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"169","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",11,"N","Y","USDA/TC/LM",""
"170","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",26,"N","Y","USDA/TC/LM",""
"171","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",33,"N","Y","USDA/TC/LM",""
"172","Dawson",1,"Private","Institutional","I","I6","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",5,"N","Y","USDA/LM",""
"173","Dawson",1,"Private","Institutional","I","I6","GY","GYDI","GYDI","Gymnocladus dioicus","Kentucky Coffee Tree",11,"N","Y","USDA/LM",""
"174","Dawson",1,"Private","Institutional","I","I6","MA","MASS","MAXXSS","Malus_x_'Spring_Snow'","",4,"N","N",NA,""
"175","Dawson",1,"Private","Institutional","I","I6","MA","MASS","MAXXSS","Malus_x_'Spring_Snow'","",4,"N","N",NA,""
"176","Dawson",1,"Private","Institutional","I","I6","MA","MASS","MAXXSS","Malus_x_'Spring_Snow'","",4,"N","N",NA,""
"177","Dawson",1,"Private","Institutional","I","I6","MA","MASS","MAXXSS","Malus_x_'Spring_Snow'","",4,"N","N",NA,""
"178","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",11,"Y","Y","USDA/TC/LM",""
"179","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",13,"Y","Y","USDA/TC/LM",""
"180","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",36,"N","N","USDA/TC/LM",""
"181","Dawson",1,"Private","Institutional","I","I6","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",7.5,"N","N","USDA/TC/Mortens",""
"182","Dawson",1,"Private","Institutional","I","I6","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",8.2,"N","N","USDA/TC/Mortens",""
"183","Dawson",1,"Private","Institutional","I","I6","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",8.4,"N","N","USDA/TC/Mortens",""
"184","Dawson",1,"Private","Institutional","I","I6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",13,"Y","Y","USDA/TC/LM",""
"185","Dawson",1,"Private","Institutional","I","I6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",14.9,"Y","Y","USDA/TC/LM",""
"186","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",17.3,"N","N","USDA/TC/LM",""
"187","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",68,"N","N","USDA/TC",""
"188","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",33,"N","N","USDA/TC",""
"189","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",40,"N","N","USDA/TC",""
"190","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",50,"N","N","USDA/TC",""
"191","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",20,"N","N","USDA/TC",""
"192","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",26,"N","N","USDA/TC",""
"193","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",51,"N","N","USDA/TC",""
"194","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",53,"N","N","USDA/TC",""
"195","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",29,"N","N","USDA/TC",""
"196","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",50,"N","N","USDA/TC",""
"197","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",29,"N","N","USDA/TC",""
"198","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",34,"N","N","USDA/TC",""
"199","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",54,"N","N","USDA/TC",""
"200","Dawson",1,"Private","Institutional","I","I6","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",50,"N","N","USDA/TC/Mortens",""
"201","Dawson",1,"Private","Institutional","I","I6","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",14,"N","Y","USDA/TC/LM",""
"202","Dawson",1,"Private","Institutional","I","I6","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",13,"N","Y","USDA/TC/LM",""
"203","Dawson",1,"Private","Institutional","I","I6","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",67,"Y","Y","USDA/TC/Mortens/LM",""
"204","Dawson",1,"Private","Institutional","I","I6","LA","LALA","LALA","Larix laricina","Tamarack",48,"Y","Y","USDA/TC/LM",""
"205","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",24,"N","N","USDA/TC/LM",""
"206","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",26,"N","N","USDA/TC/LM",""
"207","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",16,"Y","Y","TC/LM",""
"208","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",17,"Y","Y","TC/LM",""
"209","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",14,"Y","Y","TC/LM",""
"210","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",17,"Y","Y","TC/LM",""
"211","Dawson",1,"Private","Institutional","I","I6","AC","ACFR","ACFR","Acer × freemanii","FREEMAN MAPLE",6,"Y","Y","Mortens/LM","Hybrid of silver &red"
"212","Dawson",1,"Private","Institutional","I","I6","AC","ACFR","ACFR","Acer × freemanii","FREEMAN MAPLE",5,"Y","Y","Mortens/LM","Hybrid of silver &red"
"213","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",33,"N","Y","USDA/TC/LM/Mortens",""
"214","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",23,"N","N","USDA/TC",""
"215","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",61,"N","N","USDA/TC",""
"216","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",86,"N","N","USDA/TC",""
"217","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",69,"N","N","USDA/TC",""
"218","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",61,"N","N","USDA/TC",""
"219","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",60,"N","N","USDA/TC",""
"220","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",84,"N","N","USDA/TC",""
"221","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",53,"N","N","USDA/TC",""
"222","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",80,"N","N","USDA/TC",""
"223","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",37,"N","N","USDA/TC",""
"224","Dawson",1,"Private","Institutional","I","I6","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",48,"N","N","USDA/TC/Mortens",""
"225","Dawson",1,"Private","Institutional","I","I6","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",54,"N","N","USDA/TC/Mortens",""
"226","Dawson",1,"Private","Institutional","I","I6","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",51,"N","N","USDA/TC/Mortens",""
"227","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",5,"N","Y","USDA/TC/LM",""
"228","Dawson",1,"Private","Institutional","I","I6","LA","LALA","LALA","Larix laricina","Tamarack",37,"Y","Y","USDA/TC/LM",""
"229","Dawson",1,"Private","Institutional","I","I6","LA","LALA","LALA","Larix laricina","Tamarack",39,"Y","Y","USDA/TC/LM",""
"230","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",22,"Y","Y","USDA/TC/LM",""
"231","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",30,"Y","Y","USDA/TC/LM",""
"232","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",23,"Y","Y","TC/LM",""
"233","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",40,"Y","Y","TC/LM",""
"234","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",20,"Y","Y","TC/LM",""
"235","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",8,"N","N","USDA/TC/LM",""
"236","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",6.4,"N","N","USDA/TC/LM",""
"237","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5,"N","N","USDA/TC/LM",""
"238","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",8,"N","N","USDA/TC/LM",""
"239","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5.4,"N","N","USDA/TC/LM",""
"240","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5,"N","N","USDA/TC/LM",""
"241","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",4,"N","Y","USDA/TC/LM/Mortens",""
"242","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",42,"N","Y","USDA/TC/LM/Mortens",""
"243","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",15,"N","Y","USDA/TC/LM/Mortens",""
"244","Dawson",1,"Private","Institutional","I","I6","BE","BEPA","BEPA","Betula papyrifera","Paper Birch",15.2,"Y","Y","USDA/TC/LM",""
"245","Dawson",1,"Private","Institutional","I","I6","BE","BEPA","BEPA","Betula papyrifera","Paper Birch",14.1,"Y","Y","USDA/TC/LM",""
"246","Dawson",1,"Private","Institutional","I","I6","BE","BEPE","BEPE","Betula pendula","European White Birch",9,"N","N","USDA/TC/Mortens",""
"247","Dawson",1,"Private","Institutional","I","I6","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",51,"N","Y","USDA/TC/LM",""
"248","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",5,"N","Y","USDA/TC/LM",""
"249","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",40,"N","N","USDA/TC/LM",""
"250","Dawson",1,"Private","Institutional","I","I6","QU","QURU","QURU","Quercus rubra","Red Oak",27,"Y","Y","TC/LM",""
"251","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",32,"N","N","USDA/TC/LM",""
"252","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",70,"N","N","USDA/TC",""
"253","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",54,"N","N","USDA/TC",""
"254","Dawson",1,"Private","Institutional","I","I6","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",12,"N","N","USDA/TC/Mortens",""
"255","Dawson",1,"Private","Institutional","I","I6","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",13,"N","N","USDA/TC/Mortens",""
"256","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",66,"N","N","USDA/TC",""
"257","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",38,"N","N","USDA/TC",""
"258","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",56,"N","N","USDA/TC",""
"259","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",47,"N","N","USDA/TC",""
"260","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",60,"N","N","USDA/TC",""
"261","Dawson",1,"Private","Institutional","I","I6","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",77,"N","Y","USDA/TC/LM",""
"262","Dawson",1,"Private","Institutional","I","I6","CT","CTSP","CTSP","Catalpa speciosa","Western Catalpa",42,"N","Y","USDA/TC/LM",""
"263","Dawson",1,"Private","Institutional","I","I6","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",40,"Y","Y","USDA/TC/Mortens/LM",""
"264","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",42,"N","Y","USDA/TC/LM",""
"265","Dawson",1,"Private","Institutional","I","I6","LA","LALA","LALA","Larix laricina","Tamarack",14,"Y","Y","USDA/TC/LM",""
"266","Dawson",1,"Private","Institutional","I","I6","AB","ABBA","ABBA","Abies balsamea","Balsam fir",26,"Y","Y","USDA/TC/LM",""
"267","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",5,"N","Y","USDA/TC/LM/Mortens",""
"268","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",1,"N","Y","USDA/TC/LM/Mortens",""
"269","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",3,"N","Y","USDA/TC/LM/Mortens",""
"270","Dawson",1,"Private","Institutional","I","I6","AC","ACNE","ACNE","Acer negundo","Manitoba Maple",15,"N","Y","USDA/TC/LM/Mortens",""
"271","Dawson",1,"Private","Institutional","I","I6","AC","ACPA","ACPA","Acer palmatum","Japanese Maple",17,"N","N","USDA/TC/Mortens",""
"272","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",30,"N","N","USDA/TC",""
"273","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",4,"N","N","USDA/TC",""
"274","Dawson",1,"Private","Institutional","I","I6","AC","ACPL","ACPL","Acer platanoides","Norway Maple",42,"N","N","USDA/TC",""
"275","Dawson",1,"Private","Institutional","I","I6","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",32,"Y","Y","USDA/TC/Mortens/LM",""
"276","Dawson",1,"Private","Institutional","I","I6","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",41,"Y","Y","USDA/TC/Mortens/LM",""
"277","Dawson",1,"Private","Institutional","I","I6","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",50,"Y","Y","USDA/TC/Mortens/LM",""
"278","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",6,"N","Y","USDA/TC/LM",""
"279","Dawson",1,"Private","Institutional","I","I6","GL","GLTR","GLTR","Gleditsia triacanthos","Common Honey-Locust",75,"N","Y","USDA/TC/LM",""
"280","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",13,"Y","Y","USDA/TC/LM",""
"281","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",17,"Y","Y","USDA/TC/LM",""
"282","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",27,"Y","Y","USDA/TC/LM",""
"283","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",52,"Y","Y","USDA/TC/LM",""
"284","Dawson",1,"Private","Institutional","I","I6","PI","PIGL","PIGL","Picea glauca","White Spruce",16,"Y","Y","USDA/TC/LM",""
"285","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",36,"N","N","USDA/TC/LM",""
"286","Dawson",1,"Private","Institutional","I","I6","PI","PIPU","PIPU","Picea pungens","Colorado Spruce",36,"N","N","USDA/TC/LM",""
"287","Dawson",1,"Private","Institutional","I","I6","PN","PNRE","PNRE","Pinus resinosa","Red Pine",19,"Y","Y","USDA/TC/LM",""
"288","Dawson",1,"Private","Institutional","I","I6","PN","PNRE","PNRE","Pinus resinosa","Red Pine",21,"Y","Y","USDA/TC/LM",""
"289","Dawson",1,"Private","Institutional","I","I6","PN","PNSY","PNSY","Pinus sylvestris","Scots Pine",28,"N","N","USDA/TC/Mortens",""
"290","Dawson",1,"Private","Institutional","I","I6","PO","PODE","PODE","Populus deltoides","Eastern Cottonwood",90,"Y","Y","USDA/TC/LM",""
"291","Dawson",1,"Private","Institutional","I","I6","UL","ULAM","ULAM","Ulmus americana","White Elm",35,"Y","Y","USDA/TC/LM",""
"292","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",3,"N","N","USDA/TC/LM",""
"293","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",15,"N","N","USDA/TC/LM",""
"294","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",8,"N","N","USDA/TC/LM",""
"295","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5,"N","N","USDA/TC/LM",""
"296","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5,"N","N","USDA/TC/LM",""
"297","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",7,"N","N","USDA/TC/LM",""
"298","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",3,"N","N","USDA/TC/LM",""
"299","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",12,"N","N","USDA/TC/LM",""
"300","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",13,"N","N","USDA/TC/LM",""
"301","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",11,"N","N","USDA/TC/LM",""
"302","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",30,"N","N","USDA/TC/LM",""
"303","Dawson",1,"Private","Institutional","I","I6","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",6,"N","N","USDA/TC/LM",""
"304","Dawson",1,"Private","Institutional","I","I2","TI","TICO","TICO","Tilia cordata","Littleleaf European Linden",10.8,"N","N","USDA",""
"305","Dawson",1,"Private","Institutional","I","I2","MA","MASY","MASY","Malus sylvestris","Crab Apple",9.1,"N","N","USDA/TC","Synonym: Malus pumila & Malus domestica"
"306","Dawson",1,"Private","Institutional","I","I2","PN","PNST","PNST","Pinus strobus","Eastern White Pine",4.5,"Y","Y","USDA/TC/LM",""
"307","Dawson",1,"Private","Institutional","I","I2","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",61.8,"N","N","USDA/TC/Mortens",""
"308","Dawson",1,"Private","Institutional","I","I2","TI","TICO","TICO","Tilia cordata","Littleleaf European Linden",41.2,"N","N","USDA",""
"309","Dawson",1,"Private","Institutional","I","I2","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",16.6,"Y","Y","USDA/TC/LM",""
"310","Dawson",1,"Private","Institutional","I","I2","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",14,"Y","Y","USDA/TC/LM",""
"311","Dawson",1,"Private","Institutional","I","I2","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",17.8,"Y","Y","USDA/TC/LM",""
"312","Dawson",1,"Private","Institutional","I","I2","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",18.3,"Y","Y","USDA/TC/LM",""
"313","Dawson",1,"Private","Institutional","I","I2","TI","TICO","TICO","Tilia cordata","Littleleaf European Linden",56.4,"N","N","USDA",""
"314","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",50.5,"N","N","USDA/TC",""
"315","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",62.9,"N","N","USDA/TC",""
"316","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",55.9,"N","N","USDA/TC",""
"317","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",44.9,"N","N","USDA/TC",""
"318","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",25.5,"N","N","USDA/TC",""
"319","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",28.5,"N","N","USDA/TC",""
"320","Dawson",1,"Private","Institutional","I","I2","AC","ACGI","ACGI","Acer ginnala","Armur Maple",22.1,"N","N","USDA/TC/Mortens",""
"321","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",45.1,"N","N","USDA/TC",""
"322","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",65.9,"N","N","USDA/TC",""
"323","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",43,"N","N","USDA/TC",""
"324","Dawson",1,"Private","Institutional","I","I2","TI","TICO","TICO","Tilia cordata","Littleleaf European Linden",44.1,"N","N","USDA",""
"325","Dawson",1,"Private","Institutional","I","I2","QU","QURU","QURU","Quercus rubra","Red Oak",3.1,"Y","Y","TC/LM",""
"326","Dawson",1,"Private","Institutional","I","I2","AE","AEHI","AEHI","Aesculus hippocastanum","Common Horsechesnut",48.7,"N","N","USDA/TC/Mortens",""
"327","Dawson",1,"Private","Institutional","I","I2","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",35.1,"N","N","USDA/TC/Mortens",""
"328","Dawson",1,"Private","Institutional","I","I2","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",32.2,"N","N","USDA/TC/Mortens",""
"329","Dawson",1,"Private","Institutional","I","I2","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",48.3,"N","N","USDA/TC/Mortens",""
"330","Dawson",1,"Private","Institutional","I","I2","AC","ACPL","ACPL","Acer platanoides","Norway Maple",46.8,"N","N","USDA/TC",""
"331","Dawson",1,"Private","Institutional","I","I2","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",43.4,"Y","Y","USDA/TC/Mortens/LM",""
