"","X","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","Species.Common","DBH","Native_SLL","Native_ETF","Origin.Source","Comments"
"812",833,"Dawson",1,"Public","Alley","A","A12","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",6.5,"Y","Y","USDA/TC/Mortens/LM",""
"813",834,"Dawson",1,"Public","Alley","A","A11","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",48.3,"Y","Y","USDA/TC/Mortens/LM",""
"911",933,"Dawson",1,"Private","Private","A","A4","FR","FRPE","FRPE","Fraxinus pennsylvanica","Red Ash",24.4,"Y","Y","USDA/TC/Mortens/LM",""
"1291",1317,"Dawson",1,"Public","Alley","A","A12","LO","LOPE","LOPE","Lonicera periclymenum","",20.1,"N","N","https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=",""
"1292",1318,"Dawson",1,"Public","Alley","A","A12","LO","LOPE","LOPE","Lonicera periclymenum","",37.3,"N","N","https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=",""
"1352",1382,"Dawson",1,"Public","Alley","A","A11","MO","MOAL","MOAL","Morus alba","White Mulberry",10.9,"N","N","USDA/TC/Mortens",""
"1365",1396,"Dawson",1,"Public","Alley","A","A9","OS","OSVI","OSVI","Ostrya virginiana","American Hop-Hornbeam Ironwood",13.6,"Y","Y","USDA/TC/LM",""
"1366",1397,"Dawson",1,"Public","Alley","A","A9","OS","OSVI","OSVI","Ostrya virginiana","American Hop-Hornbeam Ironwood",11.6,"Y","Y","USDA/TC/LM",""
"1414",1447,"Dawson",1,"Public","Alley","A","A11","PI","PIMA","PIMA","Picea mariana","Black spruce",5.1,"Y","Y","USDA/TC/LM",""
"1538",1573,"Dawson",1,"Public","Alley","A","A12","PO","PODE","PODE","Populus deltoides","Eastern Cottonwood",114.4,"Y","Y","USDA/TC/LM",""
"1553",1590,"Dawson",1,"Public","Alley","A","A12","PR","PRVI","PRVI","Prunus virginiana","Chokecherry",5.4,"Y","Y","USDA/TC/LM","Synonym: Common chokecherry"
"1554",1591,"Dawson",1,"Public","Alley","A","A12","PR","PRVI","PRVI","Prunus virginiana","Chokecherry",17.5,"Y","Y","USDA/TC/LM","Synonym: Common chokecherry"
"1555",1592,"Dawson",1,"Public","Alley","A","A12","PR","PRVI","PRVI","Prunus virginiana","Chokecherry",5.1,"Y","Y","USDA/TC/LM","Synonym: Common chokecherry"
"1556",1593,"Dawson",1,"Public","Alley","A","A12","PR","PRVI","PRVI","Prunus virginiana","Chokecherry",9.9,"Y","Y","USDA/TC/LM","Synonym: Common chokecherry"
"1581",1622,"Dawson",1,"Public","Alley","A","A12","QU","QUMA","QUMA","Quercus macrocarpa","Bur Oak",30.1,"Y","Y","USDA/TC/LM/NRC",""
"1648",1692,"Dawson",1,"Public","Alley","A","A11","RH","RHCA","RHCA","Rhamnus cathartica","European Buckthorn",24.5,"N","N","USDA/TC/Mortens",""
"1667",1716,"Dawson",1,"Public","Alley","A","A7","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",7.5,"N","Y","TC/lLM/Mortens",""
"1668",1717,"Dawson",1,"Public","Alley","A","A7","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",6.1,"N","Y","TC/lLM/Mortens",""
"1669",1718,"Dawson",1,"Public","Alley","A","A8","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",52.2,"N","Y","TC/lLM/Mortens",""
"1670",1719,"Dawson",1,"Public","Alley","A","A8","RO","ROPS","ROPS","Robinia pseudoacacia","Black Locust",34.7,"N","Y","TC/lLM/Mortens",""
"1698",1749,"Dawson",1,"Public","Alley","A","A12","SO","SOAM","SOAM","Sorbus americana ","",35.1,"Y","Y","https://www.fs.fed.us/database/feis/plants/tree/sorame/all.html",""
"1714",1767,"Dawson",1,"Private","Private","A","A5","SY","SYRE","SYRE","Syringa reticulata","Japanese Tree Lilac",5,"N","N","USDA/Mortens",""
"1726",1779,"Dawson",1,"Public","Alley","A","A11","SY","SYVU","SYVU","Syringa vulgaris","Common Lilac",7.8,"N","N","USDA/TC/Mortens",""
"1806",1864,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",9.7,"Y","Y","USDA/TC/LM",""
"1807",1865,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",5.1,"Y","Y","USDA/TC/LM",""
"1808",1866,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",6.8,"Y","Y","USDA/TC/LM",""
"1809",1867,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",7.8,"Y","Y","USDA/TC/LM",""
"1810",1868,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",7,"Y","Y","USDA/TC/LM",""
"1811",1869,"Dawson",1,"Public","Alley","A","A6","TH","THOC","THOC","Thuja occidentalis","Eastern White Cedar",11.2,"Y","Y","USDA/TC/LM",""
"2113",2190,"Dawson",1,"Public","Alley","A","A9","UL","ULAM","ULAM","Ulmus americana","White Elm",32.1,"Y","Y","USDA/TC/LM",""
"2114",2191,"Dawson",1,"Public","Alley","A","A9","UL","ULAM","ULAM","Ulmus americana","White Elm",28.2,"Y","Y","USDA/TC/LM",""
"2115",2192,"Dawson",1,"Public","Alley","A","A9","UL","ULAM","ULAM","Ulmus americana","White Elm",23.3,"Y","Y","USDA/TC/LM",""
"2116",2193,"Dawson",1,"Public","Alley","A","A9","UL","ULAM","ULAM","Ulmus americana","White Elm",5.1,"Y","Y","USDA/TC/LM",""
"2117",2195,"Dawson",1,"Public","Alley","A","A13","UL","ULAM","ULAM","Ulmus americana","White Elm",5.1,"Y","Y","USDA/TC/LM",""
"2118",2196,"Dawson",1,"Public","Alley","A","A13","UL","ULAM","ULAM","Ulmus americana","White Elm",6,"Y","Y","USDA/TC/LM",""
"2186",2266,"Dawson",1,"Public","Alley","A","A1","UL","ULLA","ULLA","Ulmus laevis","White Elm",29.2,"N","N","http://www.euforgen.org/species/ulmus-laevis/",""
"2189",2270,"Dawson",1,"Public","Alley","A","A7","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",51,"N","N","USDA/TC/LM",""
"2190",2271,"Dawson",1,"Public","Alley","A","A7","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5.5,"N","N","USDA/TC/LM",""
"2191",2272,"Dawson",1,"Public","Alley","A","A7","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",8.3,"N","N","USDA/TC/LM",""
"2192",2273,"Dawson",1,"Public","Alley","A","A7","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",12.7,"N","N","USDA/TC/LM",""
"2193",2274,"Dawson",1,"Public","Alley","A","A9","UL","ULPU","ULPU","Ulmus pumila","Siberian Elm",5.5,"N","N","USDA/TC/LM",""
